ダウンロードした時刻：2019/10/10 16:14:37

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,8.5,11.9,5.1
1999/12/2,9.1,12.5,7.6
1999/12/3,7.0,12.0,2.7
1999/12/4,6.8,13.7,-0.4
1999/12/5,11.1,13.5,8.8
1999/12/6,10.2,13.1,5.3
1999/12/7,5.3,9.4,2.2
1999/12/8,5.9,12.7,1.6
1999/12/9,7.3,16.1,1.6
1999/12/10,7.8,15.0,2.2
1999/12/11,8.8,12.5,5.1
1999/12/12,6.5,10.4,3.9
1999/12/13,7.9,12.8,3.6
1999/12/14,6.5,12.3,2.8
1999/12/15,7.1,12.0,3.1
1999/12/16,6.4,12.8,0.2
1999/12/17,8.6,13.3,4.5
1999/12/18,6.4,8.8,3.3
1999/12/19,3.7,6.1,-0.1
1999/12/20,2.5,7.2,0.1
1999/12/21,3.1,7.1,-1.0
1999/12/22,2.4,7.6,-1.4
1999/12/23,2.2,7.9,-2.1
1999/12/24,4.5,11.9,-1.1
1999/12/25,6.5,10.8,2.1
1999/12/26,3.3,6.8,0.6
1999/12/27,4.6,10.0,-0.1
1999/12/28,4.7,13.2,-2.2
1999/12/29,6.6,13.8,0.8
1999/12/30,6.5,13.9,1.2
1999/12/31,5.7,13.3,-0.4
2000/1/1,5.3,10.2,1.8
2000/1/2,4.5,11.0,-1.3
2000/1/3,7.1,14.4,2.7
2000/1/4,5.2,11.4,0.7
2000/1/5,5.9,12.7,-0.1
2000/1/6,12.2,18.4,6.5
2000/1/7,8.8,12.5,2.2
2000/1/8,4.0,8.5,0.7
2000/1/9,4.3,8.6,-0.6
2000/1/10,7.6,12.8,4.6
2000/1/11,4.7,8.4,0.3
2000/1/12,6.4,11.6,0.7
2000/1/13,10.7,13.3,8.5
2000/1/14,8.7,12.8,3.2
2000/1/15,5.5,11.3,0.9
2000/1/16,3.9,8.2,-0.8
2000/1/17,6.9,11.6,4.4
2000/1/18,4.2,9.3,-0.6
2000/1/19,4.5,12.5,-2.7
2000/1/20,2.4,6.0,-0.8
2000/1/21,0.5,4.4,-1.5
2000/1/22,1.5,4.8,-1.6
2000/1/23,3.2,6.4,0.8
2000/1/24,7.1,9.9,5.2
2000/1/25,3.7,6.7,-0.6
2000/1/26,1.6,6.5,-0.9
2000/1/27,-0.2,4.5,-3.1
2000/1/28,1.3,6.1,-3.4
2000/1/29,2.8,10.7,-3.1
2000/1/30,3.4,7.0,-1.1
2000/1/31,2.8,7.2,-1.5
2000/2/1,1.8,6.0,-1.7
2000/2/2,3.5,10.2,-0.6
2000/2/3,3.7,10.0,-2.2
2000/2/4,4.6,8.3,1.5
2000/2/5,4.1,11.4,-1.2
2000/2/6,4.3,6.8,1.2
2000/2/7,4.9,7.9,2.0
2000/2/8,2.3,7.4,-1.4
2000/2/9,1.1,,-1.8
2000/2/10,1.9,7.7,-2.0
2000/2/11,3.9,11.2,-2.4
2000/2/12,4.8,11.8,-1.5
2000/2/13,4.0,9.7,-0.6
2000/2/14,5.4,11.1,0.7
2000/2/15,2.6,6.4,-1.2
2000/2/16,1.1,6.1,-1.8
2000/2/17,2.1,7.2,-2.9
2000/2/18,1.5,5.5,-1.5
2000/2/19,2.2,6.6,-1.9
2000/2/20,3.3,7.0,1.4
2000/2/21,2.4,7.0,0.2
2000/2/22,2.4,6.9,-1.4
2000/2/23,2.6,8.6,-3.0
2000/2/24,3.4,9.1,-1.3
2000/2/25,0.1,4.8,-3.5
2000/2/26,0.4,4.7,-2.4
2000/2/27,2.8,6.8,-0.4
2000/2/28,2.7,9.8,-1.8
2000/2/29,0.6,5.8,-2.9
2000/3/1,2.8,9.5,-2.3
2000/3/2,4.6,14.1,-3.6
2000/3/3,7.7,17.2,-1.1
2000/3/4,8.1,10.4,5.6
2000/3/5,8.8,13.5,2.4
2000/3/6,7.1,15.4,0.0
2000/3/7,7.2,14.1,3.1
2000/3/8,3.6,10.0,-0.5
2000/3/9,3.3,7.6,0.0
2000/3/10,3.3,9.9,-0.1
2000/3/11,2.4,6.8,-0.3
2000/3/12,4.6,11.3,0.9
2000/3/13,6.0,13.4,-0.2
2000/3/14,4.7,13.5,-2.0
2000/3/15,6.7,15.2,-1.1
2000/3/16,8.9,15.3,6.1
2000/3/17,5.5,10.0,0.0
2000/3/18,6.8,16.0,-2.1
2000/3/19,7.8,11.1,4.2
2000/3/20,6.1,10.9,0.4
2000/3/21,6.6,13.9,-0.8
2000/3/22,6.7,12.7,0.5
2000/3/23,8.5,19.0,-1.8
2000/3/24,8.4,12.0,2.8
2000/3/25,5.5,10.9,0.6
2000/3/26,6.0,11.9,0.8
2000/3/27,8.3,18.1,-1.0
2000/3/28,11.7,17.3,5.4
2000/3/29,10.0,14.0,8.0
2000/3/30,9.7,15.3,5.8
2000/3/31,8.4,14.9,3.1
