ダウンロードした時刻：2019/10/10 16:10:22

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/12/1,10.3,15.7,4.9
2004/12/2,11.1,16.8,7.0
2004/12/3,10.2,16.1,4.7
2004/12/4,12.4,16.4,8.7
2004/12/5,13.5,16.8,9.3
2004/12/6,9.7,13.7,6.3
2004/12/7,9.0,14.1,4.6
2004/12/8,9.7,14.4,5.6
2004/12/9,9.1,14.3,4.7
2004/12/10,9.0,13.4,4.9
2004/12/11,10.4,16.5,5.0
2004/12/12,9.0,11.7,5.9
2004/12/13,10.5,16.0,6.1
2004/12/14,9.1,14.0,4.2
2004/12/15,9.4,14.6,4.5
2004/12/16,9.8,16.8,5.1
2004/12/17,8.3,11.5,4.8
2004/12/18,8.3,12.1,3.9
2004/12/19,10.7,14.5,8.2
2004/12/20,10.4,13.7,7.8
2004/12/21,7.9,12.5,4.4
2004/12/22,7.8,12.3,3.3
2004/12/23,6.5,10.8,3.9
2004/12/24,5.7,10.4,1.2
2004/12/25,5.8,9.3,3.5
2004/12/26,6.8,11.6,3.1
2004/12/27,6.6,11.0,3.6
2004/12/28,6.4,11.2,0.8
2004/12/29,6.0,10.5,2.5
2004/12/30,4.5,8.9,0.3
2004/12/31,2.5,4.0,0.4
2005/1/1,2.6,6.5,-0.1
2005/1/2,3.2,8.7,-1.7
2005/1/3,6.3,12.1,0.5
2005/1/4,6.7,9.7,2.5
2005/1/5,4.3,7.7,1.0
2005/1/6,3.7,6.0,1.3
2005/1/7,5.4,10.0,1.6
2005/1/8,4.6,8.1,0.3
2005/1/9,2.9,7.1,0.4
2005/1/10,2.4,6.6,-1.4
2005/1/11,3.8,7.5,0.7
2005/1/12,4.0,7.9,2.2
2005/1/13,5.2,9.0,1.4
2005/1/14,5.9,10.0,1.5
2005/1/15,6.1,8.8,4.1
2005/1/16,6.0,9.6,3.3
2005/1/17,6.3,10.0,2.7
2005/1/18,5.9,10.1,2.2
2005/1/19,5.7,11.3,2.3
2005/1/20,3.6,7.4,0.8
2005/1/21,3.3,7.4,0.2
2005/1/22,4.5,9.6,-0.9
2005/1/23,5.3,8.8,2.9
2005/1/24,6.1,11.3,0.1
2005/1/25,7.7,10.7,4.7
2005/1/26,5.5,9.0,2.0
2005/1/27,4.7,9.5,-0.2
2005/1/28,6.8,12.3,1.6
2005/1/29,7.8,13.6,1.6
2005/1/30,6.2,9.9,3.3
2005/1/31,3.1,7.2,0.2
2005/2/1,-0.4,2.6,-3.2
2005/2/2,1.7,7.2,-3.3
2005/2/3,3.4,8.2,-0.2
2005/2/4,4.7,9.1,0.2
2005/2/5,6.4,10.5,3.5
2005/2/6,5.6,8.5,3.7
2005/2/7,3.4,5.8,1.0
2005/2/8,6.5,10.3,3.1
2005/2/9,8.7,12.4,4.9
2005/2/10,7.6,10.0,4.4
2005/2/11,5.2,9.8,2.3
2005/2/12,3.8,7.4,-0.1
2005/2/13,4.1,10.3,-0.4
2005/2/14,5.3,9.4,0.0
2005/2/15,6.5,9.5,4.7
2005/2/16,9.7,12.1,5.7
2005/2/17,8.8,11.3,6.0
2005/2/18,6.4,9.9,4.8
2005/2/19,6.6,7.9,5.3
2005/2/20,4.4,7.1,-0.2
2005/2/21,1.5,6.8,-2.1
2005/2/22,3.2,8.2,-2.2
2005/2/23,8.4,16.0,1.7
2005/2/24,4.2,8.3,1.2
2005/2/25,5.6,11.2,1.9
2005/2/26,3.3,8.9,-0.2
2005/2/27,3.4,7.2,-1.3
2005/2/28,5.3,10.0,-0.1
2005/3/1,6.3,11.5,2.7
2005/3/2,6.4,11.0,1.5
2005/3/3,5.4,7.2,3.7
2005/3/4,5.8,9.9,2.6
2005/3/5,4.4,8.7,0.7
2005/3/6,5.5,10.7,1.5
2005/3/7,7.0,12.5,0.4
2005/3/8,10.3,15.7,4.2
2005/3/9,12.5,17.8,6.8
2005/3/10,12.8,17.9,7.1
2005/3/11,12.9,15.4,10.7
2005/3/12,5.1,10.8,0.3
2005/3/13,2.1,7.4,-1.6
2005/3/14,3.7,9.6,-0.8
2005/3/15,5.7,11.1,0.9
2005/3/16,9.4,16.2,3.7
2005/3/17,11.6,14.4,9.2
2005/3/18,8.6,12.1,4.6
2005/3/19,7.5,13.5,1.2
2005/3/20,8.4,14.0,3.7
2005/3/21,10.1,15.4,4.1
2005/3/22,11.3,13.7,8.2
2005/3/23,9.7,12.1,6.1
2005/3/24,6.5,13.6,3.2
2005/3/25,5.0,8.9,1.6
2005/3/26,11.2,17.2,3.6
2005/3/27,11.2,17.3,6.2
2005/3/28,11.7,14.1,9.5
2005/3/29,10.7,15.4,6.8
2005/3/30,9.4,14.6,2.8
2005/3/31,11.8,19.3,4.5
