ダウンロードした時刻：2019/10/10 15:40:02

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,5.8,8.5,0.8
2001/12/2,5.5,9.1,2.1
2001/12/3,5.9,11.2,0.8
2001/12/4,5.1,8.4,1.2
2001/12/5,4.6,8.9,0.9
2001/12/6,2.9,4.9,1.2
2001/12/7,4.0,6.6,1.1
2001/12/8,3.9,7.4,1.0
2001/12/9,3.4,6.3,0.6
2001/12/10,1.6,5.1,-1.0
2001/12/11,1.1,3.7,-1.0
2001/12/12,3.9,7.9,0.9
2001/12/13,4.2,8.3,0.2
2001/12/14,1.7,7.7,0.2
2001/12/15,-0.3,0.7,-1.0
2001/12/16,1.4,3.9,-1.5
2001/12/17,-0.1,1.6,-3.3
2001/12/18,1.0,4.0,-1.8
2001/12/19,1.8,4.7,-1.1
2001/12/20,1.7,5.4,-2.1
2001/12/21,1.5,3.2,-0.1
2001/12/22,2.7,6.2,1.2
2001/12/23,2.3,6.5,-1.2
2001/12/24,3.9,10.1,-1.3
2001/12/25,2.7,5.9,-0.9
2001/12/26,3.1,6.9,0.4
2001/12/27,1.8,5.2,-2.1
2001/12/28,1.6,4.8,-1.8
2001/12/29,2.4,7.1,-2.5
2001/12/30,1.8,8.1,-2.2
2001/12/31,1.6,4.4,-1.2
2002/1/1,3.8,10.2,-1.9
2002/1/2,0.1,3.4,-2.0
2002/1/3,-0.8,2.1,-3.3
2002/1/4,2.3,6.6,-1.9
2002/1/5,1.9,7.1,-0.3
2002/1/6,1.8,5.4,-1.8
2002/1/7,1.5,5.4,-3.4
2002/1/8,5.4,9.0,1.9
2002/1/9,1.8,4.5,0.3
2002/1/10,4.8,7.9,1.8
2002/1/11,4.8,9.5,1.0
2002/1/12,6.1,11.1,2.3
2002/1/13,5.1,8.4,1.9
2002/1/14,2.8,6.8,-0.8
2002/1/15,5.4,10.2,-0.5
2002/1/16,4.5,10.2,1.2
2002/1/17,2.8,5.0,1.2
2002/1/18,2.3,4.9,0.0
2002/1/19,1.6,5.2,-1.1
2002/1/20,0.5,2.9,-2.9
2002/1/21,8.4,13.2,1.6
2002/1/22,7.5,10.5,4.1
2002/1/23,4.2,8.1,1.2
2002/1/24,2.9,5.9,0.3
2002/1/25,2.0,5.6,-0.4
2002/1/26,2.8,5.8,-1.2
2002/1/27,3.0,6.2,-0.3
2002/1/28,3.7,5.6,0.3
2002/1/29,1.9,5.4,-0.9
2002/1/30,1.3,5.0,-2.2
2002/1/31,2.0,5.9,-0.4
2002/2/1,2.0,5.9,-1.2
2002/2/2,5.5,10.0,-0.2
2002/2/3,5.3,7.4,3.3
2002/2/4,3.6,9.1,-0.5
2002/2/5,3.2,6.0,0.1
2002/2/6,5.9,11.1,2.3
2002/2/7,5.9,11.1,2.2
2002/2/8,7.3,11.7,4.2
2002/2/9,2.2,7.2,-2.2
2002/2/10,-0.2,3.3,-2.8
2002/2/11,-0.7,3.2,-3.4
2002/2/12,-1.1,1.4,-3.5
2002/2/13,-0.9,4.0,-4.8
2002/2/14,0.0,5.1,-4.8
2002/2/15,0.5,4.1,-2.5
2002/2/16,2.7,7.1,-1.4
2002/2/17,5.1,10.0,0.5
2002/2/18,3.0,8.0,-1.3
2002/2/19,2.2,5.4,-1.6
2002/2/20,6.0,9.0,1.9
2002/2/21,7.5,11.8,3.0
2002/2/22,7.5,11.5,3.6
2002/2/23,5.7,9.0,2.9
2002/2/24,3.0,7.1,0.1
2002/2/25,3.7,9.6,-1.8
2002/2/26,4.3,10.1,0.2
2002/2/27,5.6,11.1,0.6
2002/2/28,5.3,6.9,3.2
2002/3/1,7.9,14.0,2.4
2002/3/2,4.8,13.5,0.2
2002/3/3,1.1,5.1,-1.9
2002/3/4,4.9,11.4,-1.1
2002/3/5,5.1,8.2,1.6
2002/3/6,5.4,8.1,3.4
2002/3/7,6.9,11.1,1.6
2002/3/8,3.3,7.1,1.1
2002/3/9,7.0,12.5,0.4
2002/3/10,8.9,15.6,2.8
2002/3/11,6.2,10.1,1.2
2002/3/12,7.9,12.9,4.1
2002/3/13,6.6,10.7,3.1
2002/3/14,10.9,19.8,1.6
2002/3/15,10.8,15.8,7.7
2002/3/16,8.6,13.4,4.9
2002/3/17,11.1,20.5,2.8
2002/3/18,8.9,13.8,3.9
2002/3/19,7.7,13.1,2.6
2002/3/20,7.9,13.2,3.7
2002/3/21,9.5,17.5,1.7
2002/3/22,10.5,14.7,7.9
2002/3/23,7.1,12.3,3.8
2002/3/24,5.2,9.0,2.2
2002/3/25,5.7,10.8,1.8
2002/3/26,8.4,12.8,1.6
2002/3/27,8.4,10.5,4.4
2002/3/28,6.5,11.3,2.5
2002/3/29,7.9,12.0,2.3
2002/3/30,12.0,15.1,7.9
2002/3/31,8.5,11.0,5.3
