ダウンロードした時刻：2019/10/10 15:43:52

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,12.4,13.4,10.5
2003/12/2,10.4,14.3,6.4
2003/12/3,10.1,12.0,8.0
2003/12/4,7.1,8.4,6.0
2003/12/5,7.0,10.4,4.4
2003/12/6,9.8,14.3,5.4
2003/12/7,6.9,12.6,4.6
2003/12/8,4.8,8.9,1.6
2003/12/9,5.2,6.7,3.5
2003/12/10,4.7,6.1,3.3
2003/12/11,6.2,8.8,3.2
2003/12/12,7.4,9.9,4.7
2003/12/13,7.5,9.5,4.9
2003/12/14,5.7,8.1,4.0
2003/12/15,7.7,12.8,2.5
2003/12/16,6.0,8.1,3.2
2003/12/17,6.4,10.1,3.5
2003/12/18,7.0,8.8,4.0
2003/12/19,3.9,5.6,2.3
2003/12/20,3.3,6.5,-0.5
2003/12/21,5.2,8.0,2.9
2003/12/22,8.3,12.7,3.3
2003/12/23,11.2,13.8,9.1
2003/12/24,9.4,12.4,7.2
2003/12/25,9.8,14.8,6.1
2003/12/26,4.8,7.8,1.7
2003/12/27,1.9,3.8,-0.3
2003/12/28,4.4,7.7,1.9
2003/12/29,6.6,11.4,2.7
2003/12/30,5.2,8.3,1.7
2003/12/31,5.6,9.6,1.0
2004/1/1,7.8,9.8,6.0
2004/1/2,7.6,10.2,5.6
2004/1/3,6.8,9.0,4.6
2004/1/4,5.4,8.2,3.6
2004/1/5,3.0,5.6,1.0
2004/1/6,3.2,7.0,0.9
2004/1/7,3.9,8.7,-0.5
2004/1/8,2.1,5.4,-0.6
2004/1/9,3.8,6.9,0.4
2004/1/10,2.2,7.4,-2.3
2004/1/11,1.5,2.7,-0.2
2004/1/12,2.9,6.3,0.1
2004/1/13,3.6,6.7,1.3
2004/1/14,0.4,3.0,-1.4
2004/1/15,0.4,2.0,-0.9
2004/1/16,1.1,4.1,-0.8
2004/1/17,1.1,5.0,-2.0
2004/1/18,2.3,5.7,-0.9
2004/1/19,4.9,7.4,3.3
2004/1/20,5.2,8.6,3.4
2004/1/21,4.2,8.2,0.8
2004/1/22,-0.3,2.1,-2.1
2004/1/23,2.1,3.7,-0.9
2004/1/24,1.5,3.6,0.0
2004/1/25,0.6,3.2,-0.8
2004/1/26,1.6,4.7,-0.3
2004/1/27,0.9,2.3,-0.1
2004/1/28,3.6,5.9,0.9
2004/1/29,3.6,4.9,2.1
2004/1/30,2.8,5.3,1.0
2004/1/31,4.4,6.3,3.3
2004/2/1,4.6,8.0,1.5
2004/2/2,5.3,8.1,0.2
2004/2/3,2.9,7.5,0.4
2004/2/4,2.5,4.0,0.6
2004/2/5,1.3,3.0,-0.5
2004/2/6,1.3,4.4,-0.8
2004/2/7,1.4,2.8,-0.7
2004/2/8,1.5,4.1,-0.5
2004/2/9,2.1,4.3,0.4
2004/2/10,1.6,4.5,-1.3
2004/2/11,1.4,7.0,-4.0
2004/2/12,3.1,5.8,1.6
2004/2/13,4.2,7.5,-0.7
2004/2/14,6.7,12.9,1.8
2004/2/15,5.0,6.8,0.3
2004/2/16,3.6,6.9,1.4
2004/2/17,4.0,7.9,0.6
2004/2/18,4.5,7.3,1.9
2004/2/19,6.7,12.7,1.9
2004/2/20,6.8,10.6,3.6
2004/2/21,9.0,16.6,2.1
2004/2/22,13.6,21.3,6.6
2004/2/23,5.2,13.0,2.6
2004/2/24,4.6,8.0,1.7
2004/2/25,8.1,12.7,2.5
2004/2/26,5.9,12.0,1.4
2004/2/27,2.7,5.9,0.5
2004/2/28,5.2,11.2,1.1
2004/2/29,5.9,7.6,3.9
2004/3/1,2.6,5.6,0.0
2004/3/2,2.2,7.3,-0.5
2004/3/3,1.1,4.0,-0.9
2004/3/4,0.8,2.3,-0.7
2004/3/5,0.4,1.6,-1.5
2004/3/6,2.2,6.8,-2.1
2004/3/7,1.7,3.6,-0.1
2004/3/8,2.8,6.2,0.0
2004/3/9,5.2,10.1,0.9
2004/3/10,9.7,17.9,1.7
2004/3/11,8.6,17.3,5.2
2004/3/12,7.4,10.7,4.3
2004/3/13,5.2,10.6,2.1
2004/3/14,5.6,10.4,1.7
2004/3/15,5.4,8.0,2.7
2004/3/16,9.9,18.3,1.2
2004/3/17,14.3,24.4,6.5
2004/3/18,3.4,7.6,0.8
2004/3/19,4.0,8.2,0.0
2004/3/20,6.1,12.0,1.3
2004/3/21,7.0,11.7,2.8
2004/3/22,6.3,9.3,4.0
2004/3/23,6.8,11.4,4.8
2004/3/24,9.4,15.8,2.4
2004/3/25,9.1,12.1,6.8
2004/3/26,8.2,12.0,6.5
2004/3/27,7.0,10.6,3.9
2004/3/28,8.9,15.9,2.0
2004/3/29,13.3,20.2,5.8
2004/3/30,13.8,21.7,8.9
2004/3/31,9.4,13.3,6.1
