É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:39:30

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1996/1/1,2.2,10.6,-3.0
1996/1/2,0.8,7.0,-4.8
1996/1/3,3.6,9.5,-1.7
1996/1/4,2.6,7.5,-2.7
1996/1/5,1.5,9.2,-5.3
1996/1/6,2.8,10.7,-2.8
1996/1/7,2.5,9.8,-4.2
1996/1/8,2.9,8.5,-2.1
1996/1/9,0.2,3.6,-2.4
1996/1/10,2.0,7.6,-4.9
1996/1/11,3.7,10.7,-1.3
1996/1/12,2.9,10.6,-3.1
1996/1/13,3.2,11.2,-3.0
1996/1/14,3.2,9.0,-3.5
1996/1/15,9.1,16.6,0.6
1996/1/16,10.1,16.4,4.2
1996/1/17,3.5,7.6,0.4
1996/1/18,3.5,7.7,0.0
1996/1/19,0.9,4.3,-3.2
1996/1/20,1.5,2.9,0.0
1996/1/21,3.7,7.7,-0.6
1996/1/22,4.3,7.0,0.6
1996/1/23,3.3,8.8,-1.1
1996/1/24,1.2,7.8,-3.2
1996/1/25,0.4,7.7,-5.8
1996/1/26,0.0,4.8,-4.2
1996/1/27,-0.2,7.0,-6.7
1996/1/28,1.6,9.2,-6.1
1996/1/29,3.4,12.4,-4.1
1996/1/30,0.9,8.7,-4.0
1996/1/31,-1.2,3.5,-5.5
1996/2/1,-1.2,4.7,-6.5
1996/2/2,-2.8,2.8,-6.6
1996/2/3,-1.0,7.2,-8.1
1996/2/4,1.0,7.9,-6.5
1996/2/5,3.0,9.8,-3.1
1996/2/6,1.3,4.8,-1.7
1996/2/7,3.4,8.5,-0.7
1996/2/8,2.6,7.6,-2.0
1996/2/9,2.3,8.9,-2.0
1996/2/10,0.5,5.7,-2.7
1996/2/11,1.4,8.9,-5.8
1996/2/12,3.5,12.2,-3.7
1996/2/13,6.6,16.1,-1.8
1996/2/14,10.2,20.4,1.2
1996/2/15,10.3,17.5,4.9
1996/2/16,1.3,4.9,-0.2
1996/2/17,-0.2,1.5,-1.4
1996/2/18,-0.2,1.7,-1.7
1996/2/19,-0.4,4.0,-5.1
1996/2/20,-0.8,4.5,-6.8
1996/2/21,0.0,6.4,-5.2
1996/2/22,0.5,6.8,-6.8
1996/2/23,2.4,8.3,-3.8
1996/2/24,2.1,8.8,-3.5
1996/2/25,2.4,6.1,-2.1
1996/2/26,6.1,10.8,1.3
1996/2/27,5.2,7.8,3.0
1996/2/28,5.4,11.6,0.2
1996/2/29,5.7,11.4,-0.8
1996/3/1,6.5,13.5,3.7
1996/3/2,4.1,10.1,-1.0
1996/3/3,2.0,9.0,-3.2
1996/3/4,2.9,11.0,-4.4
1996/3/5,2.3,7.3,-1.9
1996/3/6,1.7,7.7,-5.6
1996/3/7,3.4,8.5,-2.7
1996/3/8,3.5,7.0,0.6
1996/3/9,4.7,11.5,0.4
1996/3/10,4.0,10.4,-2.1
1996/3/11,5.1,10.2,1.1
1996/3/12,3.3,8.4,-0.5
1996/3/13,3.5,10.0,-2.6
1996/3/14,7.6,15.0,-0.9
1996/3/15,6.2,7.8,4.1
1996/3/16,9.9,15.4,3.7
1996/3/17,9.3,13.6,6.0
1996/3/18,8.8,17.8,3.4
1996/3/19,5.7,12.3,-1.1
1996/3/20,5.2,11.0,0.2
1996/3/21,9.0,16.5,1.8
1996/3/22,9.9,14.7,5.7
1996/3/23,6.9,13.2,2.7
1996/3/24,5.5,11.5,-0.3
1996/3/25,7.5,13.9,3.6
1996/3/26,9.0,16.5,2.4
1996/3/27,7.4,10.1,3.3
1996/3/28,9.4,18.1,2.5
1996/3/29,8.4,14.4,2.7
1996/3/30,8.8,11.5,6.2
1996/3/31,15.7,23.6,10.3
1996/4/1,8.4,12.4,4.1
1996/4/2,4.2,9.4,0.5
1996/4/3,4.9,11.8,-1.2
1996/4/4,5.9,14.1,-2.2
1996/4/5,5.9,12.6,-0.8
1996/4/6,9.2,18.6,-0.3
1996/4/7,10.3,16.3,5.9
1996/4/8,9.3,17.5,3.9
1996/4/9,8.8,15.4,3.7
1996/4/10,8.7,14.8,4.7
1996/4/11,7.1,12.8,3.9
1996/4/12,4.6,9.8,0.6
1996/4/13,4.6,10.9,-2.0
1996/4/14,9.2,19.0,-1.6
1996/4/15,12.2,19.9,4.6
1996/4/16,9.4,11.2,7.8
1996/4/17,11.7,20.5,5.0
1996/4/18,10.9,18.3,7.7
1996/4/19,11.2,16.3,6.1
1996/4/20,7.1,11.1,4.0
1996/4/21,7.7,13.9,0.8
1996/4/22,8.4,14.6,4.8
1996/4/23,11.4,20.2,1.9
1996/4/24,15.6,24.5,6.2
1996/4/25,16.6,26.0,8.6
1996/4/26,15.8,24.1,7.8
1996/4/27,17.7,25.8,11.0
1996/4/28,17.5,25.0,11.0
1996/4/29,18.4,27.5,8.6
1996/4/30,16.5,21.5,12.0
1996/5/1,15.3,18.7,13.3
