ダウンロードした時刻：2019/10/10 15:41:22

,白河,白河,白河
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,4.9,10.8,-0.3
1986/12/2,3.0,7.4,-2.3
1986/12/3,2.0,6.4,-4.1
1986/12/4,6.5,10.3,4.1
1986/12/5,4.8,8.1,0.2
1986/12/6,6.3,11.7,1.6
1986/12/7,6.5,11.0,3.3
1986/12/8,3.9,8.3,-1.8
1986/12/9,3.3,12.7,-4.4
1986/12/10,5.5,12.3,-4.8
1986/12/11,6.2,9.2,-0.6
1986/12/12,6.3,12.6,-3.7
1986/12/13,6.5,11.5,1.1
1986/12/14,7.6,10.7,3.3
1986/12/15,3.4,7.5,0.8
1986/12/16,3.4,5.0,1.9
1986/12/17,2.3,5.0,-2.9
1986/12/18,1.1,5.0,-4.7
1986/12/19,8.7,12.6,4.7
1986/12/20,1.2,6.9,-3.4
1986/12/21,1.6,6.3,-4.0
1986/12/22,-0.3,4.4,-1.8
1986/12/23,1.5,7.1,-3.0
1986/12/24,4.4,10.3,-2.3
1986/12/25,3.2,6.2,-1.6
1986/12/26,2.6,6.8,0.7
1986/12/27,0.2,3.9,-2.2
1986/12/28,-1.8,-0.5,-3.0
1986/12/29,-0.2,2.7,-4.2
1986/12/30,-0.3,6.0,-5.8
1986/12/31,4.0,7.9,-2.3
1987/1/1,-0.7,5.5,-1.7
1987/1/2,-1.3,1.6,-2.7
1987/1/3,3.8,13.3,-1.7
1987/1/4,0.7,3.2,-2.0
1987/1/5,-0.6,1.8,-2.7
1987/1/6,0.5,5.3,-2.8
1987/1/7,1.5,5.0,-2.4
1987/1/8,3.8,8.9,-0.9
1987/1/9,1.9,6.1,-1.8
1987/1/10,-3.1,0.1,-5.8
1987/1/11,-4.4,-0.3,-7.5
1987/1/12,-3.1,0.1,-9.3
1987/1/13,0.5,4.2,-2.4
1987/1/14,-1.3,2.1,-4.9
1987/1/15,1.2,6.6,-3.1
1987/1/16,3.2,8.1,-4.4
1987/1/17,5.6,11.0,2.4
1987/1/18,0.3,3.5,-3.0
1987/1/19,-1.6,2.4,-4.9
1987/1/20,-3.9,-2.4,-5.9
1987/1/21,-2.3,2.1,-6.4
1987/1/22,-0.7,6.5,-6.2
1987/1/23,3.5,6.8,-3.7
1987/1/24,4.8,8.8,-0.2
1987/1/25,-2.9,0.3,-5.6
1987/1/26,-2.6,1.1,-7.9
1987/1/27,0.3,3.7,-3.0
1987/1/28,2.0,6.7,-0.9
1987/1/29,4.2,11.7,-1.4
1987/1/30,2.7,11.4,-3.2
1987/1/31,-0.5,3.9,-3.5
1987/2/1,-2.9,1.1,-6.7
1987/2/2,-3.7,-2.3,-7.0
1987/2/3,-1.4,1.0,-3.0
1987/2/4,-0.5,1.6,-2.8
1987/2/5,2.6,5.8,-1.0
1987/2/6,2.6,7.6,-0.6
1987/2/7,4.9,10.3,-1.6
1987/2/8,3.3,6.8,-3.0
1987/2/9,3.6,10.7,-5.6
1987/2/10,6.7,16.4,0.1
1987/2/11,9.0,18.7,0.6
1987/2/12,5.2,10.6,0.7
1987/2/13,0.7,5.9,-3.5
1987/2/14,1.9,7.2,-1.6
1987/2/15,-0.1,3.6,-3.1
1987/2/16,-2.1,0.7,-4.1
1987/2/17,-0.2,4.2,-4.0
1987/2/18,-1.7,0.4,-2.8
1987/2/19,-1.6,1.1,-4.1
1987/2/20,-0.8,4.1,-3.6
1987/2/21,-0.1,4.5,-5.5
1987/2/22,-0.6,1.5,-4.4
1987/2/23,1.2,8.0,-1.9
1987/2/24,4.3,10.7,-2.1
1987/2/25,-0.8,3.3,-3.9
1987/2/26,-2.4,-0.4,-4.3
1987/2/27,-1.7,2.2,-5.2
1987/2/28,-1.7,3.6,-8.6
1987/3/1,-1.1,4.3,-6.5
1987/3/2,-1.4,1.7,-5.2
1987/3/3,2.0,5.7,-2.5
1987/3/4,6.3,12.0,-0.5
1987/3/5,5.3,13.3,-2.4
1987/3/6,2.5,9.0,-1.4
1987/3/7,-1.2,2.9,-3.3
1987/3/8,1.1,6.4,-3.3
1987/3/9,2.6,9.6,-1.9
1987/3/10,-0.6,3.3,-4.2
1987/3/11,-0.3,2.0,-2.0
1987/3/12,4.1,9.3,-0.7
1987/3/13,4.7,6.7,0.6
1987/3/14,9.4,13.2,5.1
1987/3/15,3.0,7.3,0.5
1987/3/16,2.2,5.6,-1.8
1987/3/17,2.6,8.3,-2.7
1987/3/18,4.3,8.9,0.7
1987/3/19,5.1,8.6,0.5
1987/3/20,5.8,11.5,1.8
1987/3/21,4.0,7.8,-1.4
1987/3/22,9.2,16.5,1.9
1987/3/23,10.6,14.5,5.9
1987/3/24,12.2,15.0,9.1
1987/3/25,6.3,15.2,-0.2
1987/3/26,1.5,6.3,-1.4
1987/3/27,3.3,11.1,-3.6
1987/3/28,4.7,10.7,-2.0
1987/3/29,7.4,13.7,2.2
1987/3/30,9.2,15.4,-0.4
1987/3/31,3.3,11.0,-3.3
