ダウンロードした時刻：2017/07/24 15:44:16

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/1/1,1.1,4.1,-0.9
2015/1/2,1.1,5.8,-0.8
2015/1/3,2.6,7.6,-0.7
2015/1/4,5.1,11.1,0.6
2015/1/5,7.5,12.4,3.4
2015/1/6,8.4,14.0,6.0
2015/1/7,6.2,9.2,3.8
2015/1/8,5.1,7.1,3.7
2015/1/9,5.3,10.4,1.4
2015/1/10,6.2,11.3,2.5
2015/1/11,5.7,11.5,1.0
2015/1/12,4.8,7.2,2.7
2015/1/13,6.5,11.6,3.1
2015/1/14,6.3,9.2,3.3
2015/1/15,8.0,10.7,6.1
2015/1/16,8.7,11.5,5.9
2015/1/17,5.4,9.7,3.1
2015/1/18,4.4,8.8,-0.2
2015/1/19,6.5,10.0,4.0
2015/1/20,7.3,12.5,3.9
2015/1/21,6.9,11.0,3.8
2015/1/22,8.3,11.7,6.9
2015/1/23,6.7,8.4,3.0
2015/1/24,5.5,10.8,0.3
2015/1/25,7.2,11.8,2.9
2015/1/26,7.3,8.4,5.9
2015/1/27,9.3,15.1,6.0
2015/1/28,5.3,8.7,2.3
2015/1/29,3.6,7.1,1.2
2015/1/30,4.4,8.2,0.7
2015/1/31,3.8,6.7,2.2
2015/2/1,3.8,8.5,1.0
2015/2/2,3.9,8.9,0.0
2015/2/3,5.3,10.8,1.9
2015/2/4,4.7,8.5,1.1
2015/2/5,4.7,8.7,3.1
2015/2/6,4.8,9.4,1.2
2015/2/7,5.5,9.1,0.9
2015/2/8,4.6,9.7,-0.9
2015/2/9,0.8,4.2,-1.0
2015/2/10,4.3,9.2,1.2
2015/2/11,7.4,12.2,2.9
2015/2/12,7.5,11.5,4.6
2015/2/13,4.0,8.3,0.9
2015/2/14,4.4,11.1,-1.0
2015/2/15,6.8,13.8,0.7
2015/2/16,7.8,11.3,6.3
2015/2/17,8.6,12.3,6.6
2015/2/18,6.4,9.8,4.6
2015/2/19,5.4,8.7,3.3
2015/2/20,6.6,12.5,2.7
2015/2/21,6.1,10.9,1.3
2015/2/22,9.2,11.0,7.2
2015/2/23,9.5,13.3,6.6
2015/2/24,8.1,13.5,3.7
2015/2/25,9.1,13.3,5.7
2015/2/26,8.9,10.1,7.7
2015/2/27,6.2,10.4,3.3
2015/2/28,6.9,11.8,1.6
2015/3/1,6.3,9.3,4.2
2015/3/2,7.3,12.7,3.5
2015/3/3,5.0,6.9,3.1
2015/3/4,7.5,12.7,4.9
2015/3/5,5.9,11.6,1.9
2015/3/6,6.6,10.1,3.0
2015/3/7,7.7,9.5,5.5
2015/3/8,10.3,16.5,5.8
2015/3/9,7.8,9.4,5.5
2015/3/10,2.0,6.3,-0.7
2015/3/11,5.2,10.8,-1.0
2015/3/12,7.1,12.9,2.0
2015/3/13,7.8,14.5,0.7
2015/3/14,10.0,15.2,6.6
2015/3/15,9.7,13.4,7.1
2015/3/16,11.5,17.1,7.5
2015/3/17,14.4,21.3,8.6
2015/3/18,13.5,14.9,12.2
2015/3/19,15.4,19.8,13.1
2015/3/20,14.0,17.7,10.9
2015/3/21,13.9,18.5,10.1
2015/3/22,12.6,20.2,7.3
2015/3/23,10.6,15.5,6.2
2015/3/24,7.6,12.8,3.7
2015/3/25,7.8,14.8,1.7
2015/3/26,8.4,15.1,2.2
2015/3/27,11.0,17.7,3.6
2015/3/28,14.4,20.7,7.9
2015/3/29,16.3,20.6,12.8
2015/3/30,15.1,20.6,9.6
2015/3/31,15.9,20.0,11.7
2015/4/1,16.9,20.9,14.1
2015/4/2,15.2,18.4,12.2
2015/4/3,18.0,20.9,15.7
2015/4/4,18.1,21.9,16.3
2015/4/5,19.2,23.2,16.7
2015/4/6,16.1,18.4,11.6
2015/4/7,11.6,13.6,9.4
2015/4/8,10.5,16.1,7.2
2015/4/9,10.7,14.5,5.6
2015/4/10,12.0,13.8,10.5
2015/4/11,14.9,21.3,11.1
2015/4/12,14.2,19.7,7.4
2015/4/13,14.3,16.1,12.2
2015/4/14,14.1,19.2,10.0
2015/4/15,13.1,17.8,8.4
2015/4/16,15.3,19.0,9.0
2015/4/17,15.6,20.9,11.0
2015/4/18,15.3,21.6,7.6
2015/4/19,16.0,17.8,14.6
2015/4/20,16.2,20.2,12.4
2015/4/21,15.1,21.9,12.0
2015/4/22,15.3,21.6,9.8
2015/4/23,16.5,23.2,9.1
2015/4/24,17.1,23.0,10.8
2015/4/25,17.3,22.2,11.5
2015/4/26,18.2,24.5,11.6
2015/4/27,19.2,25.4,11.9
2015/4/28,19.7,23.8,15.0
2015/4/29,20.4,24.6,17.0
2015/4/30,18.6,21.5,16.8
2015/5/1,20.6,26.7,15.2
