ダウンロードした時刻：2019/10/10 16:21:25

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,14.5,17.9,9.6
1993/12/2,12.2,17.0,6.4
1993/12/3,12.0,15.8,8.2
1993/12/4,7.5,9.5,6.0
1993/12/5,7.3,11.0,4.4
1993/12/6,5.8,10.8,1.3
1993/12/7,6.3,11.9,1.7
1993/12/8,6.6,13.6,1.6
1993/12/9,7.9,14.2,1.5
1993/12/10,10.5,12.6,8.3
1993/12/11,9.0,12.8,3.9
1993/12/12,7.2,14.1,1.5
1993/12/13,9.9,14.5,5.0
1993/12/14,9.3,11.2,6.1
1993/12/15,6.7,10.5,3.7
1993/12/16,6.3,10.4,1.6
1993/12/17,5.9,8.6,1.6
1993/12/18,3.6,8.5,-0.5
1993/12/19,5.3,9.3,1.0
1993/12/20,8.6,15.1,3.0
1993/12/21,5.6,8.7,3.1
1993/12/22,4.6,7.3,1.3
1993/12/23,5.8,11.1,1.3
1993/12/24,6.5,11.5,1.5
1993/12/25,8.1,13.5,3.9
1993/12/26,9.5,16.7,5.8
1993/12/27,7.9,12.3,3.7
1993/12/28,6.0,12.3,1.2
1993/12/29,6.5,13.4,1.0
1993/12/30,8.4,14.1,1.6
1993/12/31,9.6,12.7,6.1
1994/1/1,6.6,11.5,2.2
1994/1/2,7.1,13.9,2.5
1994/1/3,7.3,11.8,4.4
1994/1/4,7.6,12.6,3.9
1994/1/5,6.5,11.9,0.9
1994/1/6,9.1,13.3,5.5
1994/1/7,6.0,9.9,2.1
1994/1/8,5.2,8.6,1.9
1994/1/9,6.9,14.3,0.8
1994/1/10,8.4,15.3,1.9
1994/1/11,8.5,15.3,3.5
1994/1/12,8.6,12.5,4.6
1994/1/13,8.3,9.6,6.7
1994/1/14,6.9,10.3,3.2
1994/1/15,5.1,12.0,-0.1
1994/1/16,7.5,14.3,0.8
1994/1/17,12.1,15.2,10.1
1994/1/18,7.1,10.2,3.5
1994/1/19,2.2,5.0,-0.1
1994/1/20,2.5,6.6,-1.0
1994/1/21,2.9,6.1,0.4
1994/1/22,3.5,5.5,1.0
1994/1/23,3.0,6.8,-0.2
1994/1/24,1.8,7.2,-3.0
1994/1/25,5.3,11.2,1.7
1994/1/26,7.0,12.5,1.5
1994/1/27,7.0,10.1,4.1
1994/1/28,5.3,9.1,1.7
1994/1/29,4.8,8.4,1.4
1994/1/30,4.0,7.9,0.7
1994/1/31,6.1,11.3,0.4
1994/2/1,8.5,11.1,4.2
1994/2/2,5.6,9.6,2.8
1994/2/3,6.1,10.8,1.0
1994/2/4,4.6,8.3,0.2
1994/2/5,7.6,12.7,3.3
1994/2/6,8.0,13.1,1.5
1994/2/7,9.2,15.3,4.1
1994/2/8,5.4,9.6,1.4
1994/2/9,4.8,8.3,2.1
1994/2/10,4.1,9.5,1.0
1994/2/11,3.5,7.0,0.7
1994/2/12,5.6,8.5,2.8
1994/2/13,6.0,12.7,0.3
1994/2/14,6.4,12.6,-0.5
1994/2/15,6.1,8.2,4.6
1994/2/16,6.2,10.1,3.9
1994/2/17,7.1,13.3,2.3
1994/2/18,7.8,15.3,0.6
1994/2/19,10.6,17.2,4.9
1994/2/20,12.1,14.0,10.4
1994/2/21,8.6,11.5,4.7
1994/2/22,6.5,11.8,0.5
1994/2/23,7.3,12.7,4.3
1994/2/24,6.0,9.1,4.2
1994/2/25,6.4,8.2,5.0
1994/2/26,6.9,10.8,5.2
1994/2/27,7.3,11.4,5.1
1994/2/28,7.5,14.6,1.1
1994/3/1,7.5,13.2,2.9
1994/3/2,6.1,12.0,1.4
1994/3/3,5.6,11.3,-0.4
1994/3/4,6.9,14.0,0.2
1994/3/5,9.3,16.6,4.2
1994/3/6,9.7,17.1,3.3
1994/3/7,11.2,13.5,7.7
1994/3/8,14.2,16.8,11.6
1994/3/9,10.9,14.9,8.1
1994/3/10,6.3,9.7,1.5
1994/3/11,6.0,12.0,-0.7
1994/3/12,7.6,10.3,6.0
1994/3/13,9.5,13.4,6.1
1994/3/14,6.1,10.0,3.6
1994/3/15,6.0,10.9,1.8
1994/3/16,5.2,9.1,0.4
1994/3/17,7.8,14.6,1.8
1994/3/18,9.0,16.3,2.9
1994/3/19,9.9,16.6,3.1
1994/3/20,10.3,15.7,5.9
1994/3/21,9.4,15.3,3.9
1994/3/22,8.2,9.4,7.3
1994/3/23,10.8,17.0,8.0
1994/3/24,7.4,13.5,3.8
1994/3/25,7.0,11.6,4.1
1994/3/26,5.8,9.8,2.1
1994/3/27,7.4,13.6,1.8
1994/3/28,9.0,13.9,2.6
1994/3/29,11.8,17.8,7.3
1994/3/30,11.4,19.4,5.0
1994/3/31,12.6,21.5,5.1
