ダウンロードした時刻：2019/10/10 16:25:31

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,10.4,14.6,6.4
2017/12/2,10.5,14.5,5.4
2017/12/3,14.9,18.9,11.7
2017/12/4,13.9,17.0,10.3
2017/12/5,7.9,11.1,5.4
2017/12/6,7.8,12.5,4.4
2017/12/7,9.7,14.5,3.7
2017/12/8,8.4,10.9,5.2
2017/12/9,7.9,12.4,4.3
2017/12/10,8.4,11.2,4.2
2017/12/11,9.2,12.6,6.3
2017/12/12,6.7,9.1,4.9
2017/12/13,5.8,11.4,2.7
2017/12/14,7.4,12.9,1.6
2017/12/15,10.2,13.3,8.3
2017/12/16,9.1,12.3,4.7
2017/12/17,5.7,9.2,3.9
2017/12/18,6.5,11.4,2.4
2017/12/19,7.7,15.1,2.6
2017/12/20,7.2,13.5,2.7
2017/12/21,7.5,13.7,2.6
2017/12/22,8.3,14.4,3.0
2017/12/23,8.6,15.3,2.9
2017/12/24,11.3,14.8,6.4
2017/12/25,9.2,12.5,4.7
2017/12/26,7.8,10.7,3.6
2017/12/27,7.3,11.1,3.1
2017/12/28,7.1,12.2,1.8
2017/12/29,8.4,13.8,5.4
2017/12/30,9.0,15.0,3.4
2017/12/31,9.1,11.7,5.5
2018/1/1,6.7,11.9,3.3
2018/1/2,7.3,14.2,1.4
2018/1/3,9.0,14.8,5.4
2018/1/4,7.8,10.5,5.6
2018/1/5,7.8,10.8,5.6
2018/1/6,9.2,13.5,6.3
2018/1/7,10.2,12.6,6.1
2018/1/8,13.5,15.9,10.9
2018/1/9,7.8,10.9,4.2
2018/1/10,6.3,11.5,3.7
2018/1/11,3.1,6.1,0.9
2018/1/12,1.7,4.7,0.0
2018/1/13,3.4,8.3,-0.5
2018/1/14,6.3,12.3,1.2
2018/1/15,9.7,17.5,3.1
2018/1/16,14.3,19.9,7.6
2018/1/17,15.0,20.1,9.8
2018/1/18,11.2,18.2,6.6
2018/1/19,9.9,15.6,5.4
2018/1/20,10.1,16.8,5.6
2018/1/21,11.0,17.1,5.0
2018/1/22,9.4,13.6,5.5
2018/1/23,7.3,13.0,4.5
2018/1/24,3.8,6.9,0.3
2018/1/25,3.0,7.4,-0.1
2018/1/26,3.6,7.4,-0.1
2018/1/27,3.8,9.8,-1.2
2018/1/28,6.8,9.1,4.3
2018/1/29,5.6,8.8,3.6
2018/1/30,4.8,8.8,1.5
2018/1/31,6.1,11.2,-0.1
2018/2/1,6.0,9.2,4.0
2018/2/2,6.9,12.9,1.5
2018/2/3,6.4,11.2,4.3
2018/2/4,2.8,6.0,1.1
2018/2/5,2.5,6.8,-0.1
2018/2/6,2.1,7.4,-1.3
2018/2/7,3.1,8.2,0.1
2018/2/8,5.2,11.9,0.2
2018/2/9,9.3,15.7,1.7
2018/2/10,11.0,13.6,7.7
2018/2/11,5.4,8.4,0.6
2018/2/12,3.3,5.5,0.7
2018/2/13,5.5,11.3,1.7
2018/2/14,9.0,16.4,1.0
2018/2/15,12.2,14.9,10.2
2018/2/16,10.2,12.8,7.5
2018/2/17,9.1,15.0,4.9
2018/2/18,9.3,16.0,1.6
2018/2/19,9.4,11.3,8.0
2018/2/20,12.0,15.8,8.0
2018/2/21,9.4,12.9,5.9
2018/2/22,10.0,15.2,6.5
2018/2/23,9.1,15.8,4.0
2018/2/24,10.5,17.0,3.6
2018/2/25,11.2,13.5,9.8
2018/2/26,11.8,17.1,7.2
2018/2/27,11.9,17.7,6.4
2018/2/28,13.8,17.5,9.4
2018/3/1,13.3,18.0,8.7
2018/3/2,9.4,12.8,6.3
2018/3/3,10.4,15.6,7.3
2018/3/4,17.6,22.7,11.7
2018/3/5,19.0,23.0,13.3
2018/3/6,13.5,17.7,10.7
2018/3/7,13.7,17.3,11.7
2018/3/8,14.9,17.6,10.7
2018/3/9,10.1,15.1,5.5
2018/3/10,8.8,16.6,3.1
2018/3/11,11.7,19.1,5.7
2018/3/12,13.1,18.6,6.7
2018/3/13,15.3,20.3,11.8
2018/3/14,16.7,22.7,11.5
2018/3/15,17.1,21.5,12.5
2018/3/16,16.4,19.8,11.9
2018/3/17,13.7,17.5,11.0
2018/3/18,15.9,21.4,10.1
2018/3/19,17.4,19.3,16.4
2018/3/20,16.0,18.2,13.6
2018/3/21,13.3,16.4,9.7
2018/3/22,10.4,16.2,7.6
2018/3/23,11.2,18.8,4.8
2018/3/24,12.9,19.9,6.7
2018/3/25,14.1,23.2,7.4
2018/3/26,15.6,23.7,9.8
2018/3/27,16.6,22.7,13.6
2018/3/28,17.1,23.0,11.1
2018/3/29,18.1,25.9,12.2
2018/3/30,18.3,23.8,13.4
2018/3/31,18.6,23.5,14.1
