ダウンロードした時刻：2019/10/10 15:54:45

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,2.6,10.4,-2.7
1989/12/2,3.2,13.2,-4.4
1989/12/3,5.3,16.0,-1.8
1989/12/4,6.6,17.9,-2.3
1989/12/5,6.7,16.8,-0.9
1989/12/6,3.9,13.7,-1.9
1989/12/7,6.0,14.8,-0.7
1989/12/8,6.1,11.9,-0.1
1989/12/9,0.3,5.0,-2.7
1989/12/10,0.6,8.4,-5.0
1989/12/11,1.9,10.0,-4.6
1989/12/12,2.9,12.1,-2.2
1989/12/13,1.7,8.3,-4.3
1989/12/14,2.3,4.2,1.0
1989/12/15,3.5,10.8,-0.7
1989/12/16,2.0,11.1,-3.8
1989/12/17,3.2,12.3,-3.1
1989/12/18,2.8,11.1,-2.4
1989/12/19,0.3,6.1,-3.3
1989/12/20,0.3,8.6,-6.6
1989/12/21,1.0,9.1,-5.0
1989/12/22,1.8,6.6,-4.6
1989/12/23,3.5,11.5,-3.2
1989/12/24,1.9,2.8,1.3
1989/12/25,4.2,9.7,1.2
1989/12/26,2.9,4.9,1.0
1989/12/27,4.3,9.5,-0.8
1989/12/28,1.2,7.7,-4.0
1989/12/29,1.0,8.2,-3.3
1989/12/30,0.6,6.2,-3.6
1989/12/31,0.7,4.5,-3.7
1990/1/1,-1.0,4.9,-6.9
1990/1/2,2.1,7.5,-2.0
1990/1/3,1.3,7.9,-2.8
1990/1/4,-0.9,6.4,-6.0
1990/1/5,-0.3,8.0,-8.7
1990/1/6,2.2,5.4,-1.4
1990/1/7,-0.3,6.8,-5.0
1990/1/8,-1.2,6.8,-7.4
1990/1/9,3.8,13.2,-3.5
1990/1/10,5.5,13.0,1.5
1990/1/11,5.2,11.4,0.7
1990/1/12,3.7,8.5,-0.3
1990/1/13,3.0,8.6,-3.1
1990/1/14,-0.3,5.2,-6.4
1990/1/15,2.1,7.9,-3.0
1990/1/16,-0.3,1.0,-1.1
1990/1/17,0.2,6.6,-3.8
1990/1/18,1.5,6.3,-4.6
1990/1/19,5.4,8.6,2.8
1990/1/20,1.4,5.9,-2.9
1990/1/21,0.1,6.7,-5.4
1990/1/22,1.2,8.6,-5.8
1990/1/23,0.6,2.6,-1.1
1990/1/24,-2.1,0.8,-4.7
1990/1/25,-3.5,-0.5,-7.3
1990/1/26,-2.8,2.2,-7.3
1990/1/27,-3.6,3.5,-9.3
1990/1/28,-2.0,5.9,-9.4
1990/1/29,1.2,6.8,-2.2
1990/1/30,3.2,8.4,-0.1
1990/1/31,-1.3,0.0,-2.0
1990/2/1,-0.4,1.3,-2.1
1990/2/2,-1.4,4.8,-6.6
1990/2/3,0.6,6.4,-5.1
1990/2/4,2.7,6.6,-0.8
1990/2/5,3.0,8.9,-0.2
1990/2/6,3.3,8.4,-1.6
1990/2/7,5.5,13.8,1.4
1990/2/8,3.3,9.3,-2.6
1990/2/9,2.8,10.9,-0.5
1990/2/10,4.9,11.3,-2.1
1990/2/11,10.4,13.1,6.5
1990/2/12,5.4,10.8,1.7
1990/2/13,3.5,11.4,-1.4
1990/2/14,0.9,2.5,-1.1
1990/2/15,4.7,9.1,0.7
1990/2/16,4.3,6.5,2.6
1990/2/17,5.3,11.1,0.5
1990/2/18,5.2,12.1,-2.0
1990/2/19,7.7,11.3,4.7
1990/2/20,11.0,15.7,8.0
1990/2/21,8.4,18.9,1.0
1990/2/22,9.2,18.6,0.4
1990/2/23,9.5,11.3,7.5
1990/2/24,11.8,19.4,8.7
1990/2/25,8.0,10.4,6.2
1990/2/26,6.7,8.5,5.5
1990/2/27,5.2,8.3,2.6
1990/2/28,5.9,12.8,0.7
1990/3/1,4.9,6.6,2.9
1990/3/2,5.7,6.6,4.9
1990/3/3,6.9,9.6,4.5
1990/3/4,7.3,12.8,3.0
1990/3/5,4.9,12.5,0.2
1990/3/6,4.6,12.2,-1.1
1990/3/7,2.9,10.3,-0.3
1990/3/8,1.7,7.6,-3.4
1990/3/9,4.6,14.5,-3.9
1990/3/10,6.1,15.6,-2.1
1990/3/11,7.8,17.8,-2.2
1990/3/12,8.0,13.2,1.9
1990/3/13,3.5,8.9,-1.0
1990/3/14,6.2,16.0,-3.6
1990/3/15,7.7,14.1,4.0
1990/3/16,6.4,14.5,-0.2
1990/3/17,5.2,13.0,-1.5
1990/3/18,3.6,9.9,-0.9
1990/3/19,6.8,15.9,-0.4
1990/3/20,9.7,18.2,1.0
1990/3/21,7.1,16.4,0.9
1990/3/22,8.0,17.3,-1.1
1990/3/23,11.2,22.0,1.0
1990/3/24,9.9,12.9,7.1
1990/3/25,5.6,10.9,1.0
1990/3/26,4.8,12.1,-0.3
1990/3/27,7.0,16.0,-2.3
1990/3/28,7.4,14.5,3.9
1990/3/29,5.9,7.9,3.3
1990/3/30,9.6,16.1,6.2
1990/3/31,10.1,12.1,8.1
