ダウンロードした時刻：2019/10/10 15:57:49

,浜松,浜松,浜松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,14.4,17.3,12.9
1992/12/2,12.9,17.0,8.2
1992/12/3,10.4,14.7,7.7
1992/12/4,10.2,15.5,6.1
1992/12/5,10.2,14.8,5.9
1992/12/6,11.2,16.4,6.6
1992/12/7,13.9,16.6,11.5
1992/12/8,16.8,20.1,12.4
1992/12/9,12.9,17.7,9.5
1992/12/10,12.3,16.9,8.2
1992/12/11,8.7,11.1,5.0
1992/12/12,6.5,10.4,3.4
1992/12/13,9.1,12.6,3.6
1992/12/14,7.1,10.2,4.3
1992/12/15,4.7,8.7,2.2
1992/12/16,5.7,11.5,1.1
1992/12/17,6.8,10.6,2.5
1992/12/18,6.8,10.3,4.5
1992/12/19,7.4,12.4,2.9
1992/12/20,8.0,13.9,3.3
1992/12/21,10.7,15.9,5.6
1992/12/22,10.9,15.0,7.4
1992/12/23,7.3,10.9,3.2
1992/12/24,3.3,6.5,1.3
1992/12/25,3.6,7.4,0.2
1992/12/26,6.9,11.7,2.7
1992/12/27,8.8,12.9,5.0
1992/12/28,10.3,13.0,7.9
1992/12/29,11.2,14.9,6.7
1992/12/30,7.9,12.0,3.9
1992/12/31,7.6,11.4,4.1
1993/1/1,7.0,12.2,2.2
1993/1/2,8.8,14.5,6.3
1993/1/3,9.6,13.9,4.4
1993/1/4,9.2,11.9,7.0
1993/1/5,6.7,10.6,3.4
1993/1/6,6.8,13.0,0.5
1993/1/7,10.9,13.4,7.6
1993/1/8,9.7,13.2,6.8
1993/1/9,8.8,11.7,6.3
1993/1/10,8.9,9.7,7.9
1993/1/11,9.1,11.6,7.3
1993/1/12,7.7,12.8,3.4
1993/1/13,6.6,9.7,3.4
1993/1/14,8.1,9.5,6.7
1993/1/15,8.5,9.3,7.6
1993/1/16,8.8,9.9,7.6
1993/1/17,7.1,11.0,3.0
1993/1/18,5.1,8.1,2.3
1993/1/19,4.7,8.3,2.2
1993/1/20,4.5,8.9,1.0
1993/1/21,4.5,8.6,1.6
1993/1/22,4.9,10.5,0.8
1993/1/23,6.8,11.9,1.8
1993/1/24,6.9,8.9,5.3
1993/1/25,7.8,10.8,6.0
1993/1/26,8.9,14.3,4.4
1993/1/27,6.9,10.5,3.6
1993/1/28,2.5,5.0,0.5
1993/1/29,3.2,6.9,0.3
1993/1/30,5.5,9.4,2.2
1993/1/31,6.7,10.9,4.1
1993/2/1,5.2,9.8,1.1
1993/2/2,3.0,7.4,0.1
1993/2/3,4.9,9.4,0.9
1993/2/4,7.5,12.2,3.4
1993/2/5,7.6,11.7,2.6
1993/2/6,11.3,19.0,3.5
1993/2/7,12.4,20.0,7.9
1993/2/8,5.0,8.3,1.7
1993/2/9,3.7,7.2,0.7
1993/2/10,5.6,11.1,1.5
1993/2/11,6.5,11.5,0.1
1993/2/12,6.7,10.1,4.1
1993/2/13,6.9,11.7,2.9
1993/2/14,6.1,9.8,1.9
1993/2/15,6.4,12.0,-0.4
1993/2/16,10.1,14.5,4.2
1993/2/17,11.8,15.7,9.3
1993/2/18,9.5,14.1,6.5
1993/2/19,7.0,12.0,3.7
1993/2/20,7.6,13.3,3.5
1993/2/21,10.3,16.2,5.2
1993/2/22,13.0,16.4,10.0
1993/2/23,5.6,10.0,2.4
1993/2/24,4.0,8.2,1.7
1993/2/25,4.6,9.5,0.8
1993/2/26,6.1,11.3,1.7
1993/2/27,7.8,13.4,1.2
1993/2/28,8.8,12.5,6.6
1993/3/1,6.1,10.2,2.2
1993/3/2,3.5,7.7,0.8
1993/3/3,5.9,10.6,1.2
1993/3/4,8.5,14.2,4.6
1993/3/5,9.2,15.3,3.1
1993/3/6,12.0,18.5,4.9
1993/3/7,10.8,16.6,6.4
1993/3/8,7.3,11.9,4.3
1993/3/9,6.7,11.5,2.3
1993/3/10,8.6,14.1,4.4
1993/3/11,8.8,13.4,3.6
1993/3/12,6.5,9.0,4.2
1993/3/13,6.4,12.0,2.5
1993/3/14,8.9,14.9,3.9
1993/3/15,7.3,11.8,5.8
1993/3/16,6.3,11.0,3.8
1993/3/17,6.1,12.0,1.3
1993/3/18,7.9,12.3,3.5
1993/3/19,7.8,13.6,2.5
1993/3/20,7.3,12.8,2.2
1993/3/21,7.8,13.3,2.2
1993/3/22,10.1,16.6,3.6
1993/3/23,11.2,17.1,4.4
1993/3/24,12.1,15.4,9.4
1993/3/25,13.9,18.1,10.7
1993/3/26,12.6,16.6,9.3
1993/3/27,13.6,19.6,6.8
1993/3/28,10.8,13.0,8.9
1993/3/29,7.1,11.0,2.6
1993/3/30,8.0,13.2,0.4
1993/3/31,11.7,15.5,8.2
