ダウンロードした時刻：2019/10/10 15:36:43

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,8.3,12.3,4.6
2016/12/2,6.5,10.4,3.4
2016/12/3,6.1,10.1,2.8
2016/12/4,8.4,15.4,2.1
2016/12/5,9.7,13.8,6.5
2016/12/6,4.7,12.0,-1.0
2016/12/7,1.1,3.4,-0.5
2016/12/8,2.0,6.2,-0.6
2016/12/9,3.4,7.2,0.6
2016/12/10,0.9,3.9,-1.1
2016/12/11,-0.4,1.2,-1.9
2016/12/12,1.6,5.2,-1.0
2016/12/13,2.9,4.2,1.5
2016/12/14,3.0,4.3,1.6
2016/12/15,0.9,4.4,-1.7
2016/12/16,-0.5,1.4,-2.3
2016/12/17,2.9,6.0,-0.5
2016/12/18,8.9,11.4,5.7
2016/12/19,7.0,10.7,3.6
2016/12/20,4.7,9.5,-0.1
2016/12/21,3.9,10.6,0.3
2016/12/22,5.9,9.5,0.9
2016/12/23,7.7,13.2,2.0
2016/12/24,2.2,3.2,0.9
2016/12/25,1.4,5.1,-0.7
2016/12/26,3.1,7.5,-1.4
2016/12/27,2.6,6.3,0.1
2016/12/28,0.0,2.5,-2.3
2016/12/29,1.1,5.6,-1.6
2016/12/30,0.8,4.0,-1.9
2016/12/31,3.2,7.1,-0.5
2017/1/1,3.1,6.7,-1.1
2017/1/2,3.4,5.5,1.2
2017/1/3,3.0,5.3,1.0
2017/1/4,1.2,3.6,0.4
2017/1/5,-0.4,2.0,-2.4
2017/1/6,0.0,2.2,-2.3
2017/1/7,3.0,7.4,-0.2
2017/1/8,2.5,6.0,-2.6
2017/1/9,4.0,5.9,2.0
2017/1/10,1.3,4.9,-2.2
2017/1/11,-2.2,0.4,-3.6
2017/1/12,-1.9,-0.3,-3.3
2017/1/13,-1.9,0.3,-3.9
2017/1/14,-4.6,-2.4,-6.5
2017/1/15,-5.0,-2.4,-8.4
2017/1/16,0.7,4.2,-4.6
2017/1/17,-0.5,3.1,-3.3
2017/1/18,1.2,4.2,-2.1
2017/1/19,1.6,5.4,-0.8
2017/1/20,0.6,4.0,-2.7
2017/1/21,1.1,3.9,-0.8
2017/1/22,0.7,4.3,-1.4
2017/1/23,-0.9,2.2,-2.8
2017/1/24,-2.5,-0.4,-4.1
2017/1/25,-0.4,3.0,-3.2
2017/1/26,3.3,5.9,1.3
2017/1/27,3.0,8.7,0.2
2017/1/28,2.2,4.4,-0.6
2017/1/29,2.2,5.3,-1.9
2017/1/30,1.3,2.7,-1.4
2017/1/31,-0.1,2.7,-2.5
2017/2/1,0.7,5.0,-4.0
2017/2/2,-2.5,0.0,-5.7
2017/2/3,1.1,3.9,-2.2
2017/2/4,4.2,6.7,-0.4
2017/2/5,2.4,6.6,-2.3
2017/2/6,3.6,8.5,0.8
2017/2/7,-0.2,3.2,-2.8
2017/2/8,-0.1,2.2,-2.5
2017/2/9,1.1,3.3,-1.3
2017/2/10,0.6,3.7,-1.3
2017/2/11,-0.4,1.1,-1.7
2017/2/12,1.9,3.1,0.1
2017/2/13,1.6,3.1,0.6
2017/2/14,1.1,3.9,-0.2
2017/2/15,2.8,4.6,-0.2
2017/2/16,4.3,8.9,0.4
2017/2/17,5.9,10.3,1.6
2017/2/18,-0.7,2.0,-2.2
2017/2/19,-1.2,1.0,-3.6
2017/2/20,1.3,6.3,-2.3
2017/2/21,-0.8,1.7,-2.2
2017/2/22,0.7,2.1,-1.3
2017/2/23,2.7,6.0,0.8
2017/2/24,0.9,3.1,-1.1
2017/2/25,2.7,6.2,-1.5
2017/2/26,2.6,5.4,-0.3
2017/2/27,-0.2,3.0,-2.9
2017/2/28,-0.6,5.4,-5.6
2017/3/1,1.9,6.9,-3.1
2017/3/2,5.4,10.7,0.6
2017/3/3,3.2,6.4,1.9
2017/3/4,2.6,6.7,0.4
2017/3/5,2.5,6.4,-1.6
2017/3/6,3.5,8.2,1.2
2017/3/7,0.9,3.2,-1.4
2017/3/8,0.8,3.3,-2.0
2017/3/9,3.8,7.0,1.3
2017/3/10,2.2,5.6,-0.4
2017/3/11,1.3,5.3,-2.8
2017/3/12,3.3,8.4,-0.2
2017/3/13,4.0,10.0,-1.6
2017/3/14,3.9,5.3,2.1
2017/3/15,3.0,7.4,0.6
2017/3/16,3.6,8.5,-0.6
2017/3/17,4.2,8.8,0.7
2017/3/18,4.7,10.2,-0.5
2017/3/19,4.5,8.8,-1.7
2017/3/20,6.2,11.3,0.1
2017/3/21,5.8,11.0,1.7
2017/3/22,6.2,9.7,2.9
2017/3/23,4.2,7.0,1.2
2017/3/24,2.1,6.8,0.2
2017/3/25,3.1,8.2,0.1
2017/3/26,4.9,11.5,-1.1
2017/3/27,4.8,8.2,2.3
2017/3/28,4.2,9.3,-0.4
2017/3/29,6.9,11.6,1.2
2017/3/30,8.0,13.0,3.8
2017/3/31,5.9,9.0,1.0
