ダウンロードした時刻：2019/10/10 16:25:32

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,15.4,19.8,11.4
2018/12/2,18.9,21.4,14.9
2018/12/3,19.5,21.4,17.9
2018/12/4,20.4,24.5,18.3
2018/12/5,19.2,23.4,16.5
2018/12/6,17.6,22.4,15.6
2018/12/7,12.4,16.0,8.5
2018/12/8,7.5,9.0,6.4
2018/12/9,6.7,7.7,5.9
2018/12/10,10.2,12.1,7.1
2018/12/11,14.1,16.2,10.7
2018/12/12,11.7,15.6,7.3
2018/12/13,8.3,12.1,4.4
2018/12/14,9.1,12.3,5.4
2018/12/15,8.6,14.3,3.9
2018/12/16,10.7,12.7,7.7
2018/12/17,12.1,16.0,8.9
2018/12/18,11.1,15.6,7.3
2018/12/19,11.4,17.2,5.8
2018/12/20,13.8,16.1,11.2
2018/12/21,16.4,19.5,12.5
2018/12/22,17.5,23.0,13.9
2018/12/23,15.5,20.1,12.2
2018/12/24,11.1,15.1,6.8
2018/12/25,11.3,15.9,5.1
2018/12/26,12.0,14.2,10.2
2018/12/27,10.3,15.4,5.8
2018/12/28,5.4,8.2,2.6
2018/12/29,4.9,9.8,1.9
2018/12/30,6.2,10.8,2.8
2018/12/31,8.4,13.2,5.3
2019/1/1,7.7,12.1,3.7
2019/1/2,7.0,9.8,3.2
2019/1/3,7.3,13.9,2.7
2019/1/4,9.9,16.9,1.9
2019/1/5,12.1,14.6,10.1
2019/1/6,10.2,15.3,6.5
2019/1/7,9.1,16.1,3.7
2019/1/8,10.0,13.5,7.8
2019/1/9,9.2,12.9,6.9
2019/1/10,11.5,16.1,8.2
2019/1/11,11.1,13.3,9.3
2019/1/12,12.0,15.7,10.3
2019/1/13,12.1,17.3,9.1
2019/1/14,10.9,17.1,6.2
2019/1/15,11.5,16.9,8.6
2019/1/16,8.0,9.6,5.3
2019/1/17,7.7,11.1,5.7
2019/1/18,8.3,15.1,3.2
2019/1/19,9.2,14.8,2.2
2019/1/20,11.6,15.2,7.2
2019/1/21,8.7,13.0,5.8
2019/1/22,8.1,14.6,3.4
2019/1/23,9.4,15.9,4.1
2019/1/24,10.0,16.8,5.4
2019/1/25,9.4,16.0,3.5
2019/1/26,6.9,10.1,3.4
2019/1/27,6.1,13.4,0.6
2019/1/28,9.2,15.8,2.0
2019/1/29,9.6,14.6,4.9
2019/1/30,11.5,16.5,6.2
2019/1/31,12.2,19.4,8.9
2019/2/1,7.7,11.0,4.9
2019/2/2,8.4,15.4,2.1
2019/2/3,13.5,20.1,7.9
2019/2/4,14.1,19.3,9.4
2019/2/5,12.4,16.9,7.4
2019/2/6,14.8,19.2,11.2
2019/2/7,13.5,18.1,9.8
2019/2/8,10.6,13.3,7.8
2019/2/9,8.7,14.6,5.5
2019/2/10,9.0,13.7,5.3
2019/2/11,8.2,9.4,6.3
2019/2/12,9.0,14.3,3.1
2019/2/13,10.0,14.9,6.8
2019/2/14,8.7,12.2,6.3
2019/2/15,9.6,12.2,6.8
2019/2/16,9.5,12.7,7.4
2019/2/17,8.5,14.3,4.1
2019/2/18,10.6,15.6,3.9
2019/2/19,15.6,19.6,13.0
2019/2/20,13.1,16.6,9.6
2019/2/21,12.6,17.4,9.1
2019/2/22,11.8,13.2,10.8
2019/2/23,12.4,16.0,8.0
2019/2/24,11.8,13.2,10.8
2019/2/25,12.4,15.2,10.0
2019/2/26,12.6,19.3,6.6
2019/2/27,13.2,16.2,9.7
2019/2/28,14.4,19.1,11.3
2019/3/1,13.8,19.4,10.0
2019/3/2,12.1,14.2,10.3
2019/3/3,14.3,17.2,12.6
2019/3/4,13.6,17.0,9.5
2019/3/5,12.6,18.2,7.3
2019/3/6,14.4,16.7,12.6
2019/3/7,12.3,17.3,8.2
2019/3/8,10.6,15.5,5.2
2019/3/9,13.0,17.9,6.7
2019/3/10,16.1,17.8,14.5
2019/3/11,14.2,19.6,10.9
2019/3/12,13.8,18.1,10.0
2019/3/13,11.0,15.4,7.6
2019/3/14,11.1,16.4,7.7
2019/3/15,11.4,17.7,7.4
2019/3/16,12.3,16.9,8.9
2019/3/17,13.1,20.4,7.1
2019/3/18,12.7,18.1,6.2
2019/3/19,15.2,19.1,11.1
2019/3/20,15.7,21.7,8.1
2019/3/21,19.4,22.8,15.3
2019/3/22,15.0,18.5,11.3
2019/3/23,12.0,17.9,9.6
2019/3/24,11.1,17.6,6.0
2019/3/25,10.8,14.5,7.2
2019/3/26,13.9,20.2,8.2
2019/3/27,15.3,22.0,8.9
2019/3/28,15.9,19.6,13.6
2019/3/29,16.7,19.7,14.5
2019/3/30,17.4,23.2,14.4
2019/3/31,12.2,15.9,10.1
