ダウンロードした時刻：2019/10/10 15:35:14

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,4.6,7.1,0.7
1989/12/2,6.2,10.7,2.0
1989/12/3,8.5,12.8,3.5
1989/12/4,6.9,15.3,1.6
1989/12/5,4.7,6.6,2.8
1989/12/6,4.2,6.0,2.9
1989/12/7,5.7,10.8,0.7
1989/12/8,3.7,6.9,0.3
1989/12/9,0.0,1.7,-1.3
1989/12/10,1.5,3.6,-1.0
1989/12/11,3.1,5.7,-0.6
1989/12/12,1.1,3.8,-0.9
1989/12/13,0.4,3.5,-3.3
1989/12/14,-0.6,1.3,-3.8
1989/12/15,3.6,6.6,0.2
1989/12/16,5.5,9.1,3.4
1989/12/17,4.5,7.9,2.9
1989/12/18,0.8,4.1,-2.9
1989/12/19,-2.9,-0.8,-4.9
1989/12/20,-0.4,1.0,-2.5
1989/12/21,-0.5,1.9,-4.7
1989/12/22,2.5,6.3,-1.7
1989/12/23,1.4,5.3,-2.4
1989/12/24,0.0,5.3,-3.9
1989/12/25,1.9,7.7,-1.1
1989/12/26,4.0,10.8,-2.3
1989/12/27,3.6,7.0,-0.1
1989/12/28,0.5,2.9,-0.8
1989/12/29,0.6,1.6,-0.3
1989/12/30,0.9,3.4,-1.9
1989/12/31,-0.5,0.8,-3.6
1990/1/1,-0.7,2.3,-2.6
1990/1/2,0.4,2.5,-1.0
1990/1/3,-0.3,1.5,-2.7
1990/1/4,-1.2,1.7,-4.3
1990/1/5,1.2,3.5,-2.3
1990/1/6,1.3,4.5,-1.4
1990/1/7,-1.1,-0.1,-2.6
1990/1/8,0.7,5.1,-3.5
1990/1/9,-3.0,-0.7,-6.8
1990/1/10,0.7,7.9,-5.5
1990/1/11,2.9,7.8,0.9
1990/1/12,1.7,6.0,-1.1
1990/1/13,-1.3,2.2,-3.5
1990/1/14,-2.3,-0.1,-3.7
1990/1/15,-2.8,-1.2,-6.5
1990/1/16,-6.7,-1.6,-13.3
1990/1/17,-4.6,1.4,-13.0
1990/1/18,-1.0,4.3,-5.9
1990/1/19,1.0,3.1,-1.5
1990/1/20,-3.9,-1.2,-7.5
1990/1/21,-5.2,-3.2,-9.5
1990/1/22,-1.6,2.5,-7.1
1990/1/23,-5.9,-2.0,-14.7
1990/1/24,-6.3,-3.6,-11.0
1990/1/25,-5.9,-4.8,-6.7
1990/1/26,-5.6,-3.8,-6.8
1990/1/27,-4.5,-2.2,-6.1
1990/1/28,-3.2,-0.7,-5.7
1990/1/29,-4.3,-3.1,-8.6
1990/1/30,-2.6,1.8,-4.4
1990/1/31,-3.8,-0.7,-6.8
1990/2/1,-4.5,-0.6,-8.7
1990/2/2,-4.4,2.1,-11.6
1990/2/3,-4.3,0.5,-12.2
1990/2/4,-1.0,3.0,-6.4
1990/2/5,-1.3,4.1,-6.6
1990/2/6,-0.1,3.9,-6.1
1990/2/7,1.4,4.7,-2.3
1990/2/8,-0.1,2.1,-5.0
1990/2/9,-1.4,3.8,-6.6
1990/2/10,0.0,5.6,-7.8
1990/2/11,3.5,7.1,0.9
1990/2/12,1.3,6.0,-0.4
1990/2/13,0.9,3.1,-1.2
1990/2/14,1.0,3.6,-4.8
1990/2/15,1.2,3.5,-0.7
1990/2/16,2.1,4.6,0.4
1990/2/17,3.0,6.8,0.6
1990/2/18,3.4,6.9,-0.1
1990/2/19,4.2,5.6,2.5
1990/2/20,5.1,7.5,3.3
1990/2/21,5.0,7.2,3.3
1990/2/22,3.3,7.6,-0.6
1990/2/23,4.7,8.5,-0.3
1990/2/24,4.4,6.2,2.6
1990/2/25,4.4,6.9,2.7
1990/2/26,4.5,7.6,1.7
1990/2/27,2.2,5.0,0.7
1990/2/28,0.9,5.3,-3.1
1990/3/1,1.7,9.7,-5.4
1990/3/2,4.0,6.7,0.5
1990/3/3,4.0,5.7,2.9
1990/3/4,4.4,8.2,1.9
1990/3/5,2.8,4.7,0.4
1990/3/6,2.4,7.0,-1.7
1990/3/7,1.0,6.1,-2.9
1990/3/8,0.9,2.2,-1.0
1990/3/9,5.0,8.6,0.9
1990/3/10,5.7,11.0,-1.5
1990/3/11,7.7,13.6,3.3
1990/3/12,4.2,10.3,1.6
1990/3/13,0.6,2.3,-1.0
1990/3/14,3.9,8.4,-0.6
1990/3/15,4.2,7.4,2.0
1990/3/16,4.2,6.0,1.5
1990/3/17,3.2,6.6,-0.5
1990/3/18,3.2,10.1,-1.9
1990/3/19,5.4,8.8,-0.1
1990/3/20,7.6,10.2,3.6
1990/3/21,3.8,7.3,0.3
1990/3/22,3.6,10.6,-1.4
1990/3/23,4.2,11.0,-3.3
1990/3/24,4.9,6.5,3.4
1990/3/25,1.1,5.2,-2.2
1990/3/26,0.3,4.0,-2.1
1990/3/27,2.7,8.8,-3.7
1990/3/28,6.2,13.7,-0.6
1990/3/29,7.1,14.8,0.1
1990/3/30,7.5,16.0,-0.6
1990/3/31,7.4,11.8,0.5
