ダウンロードした時刻：2017/07/24 15:43:16

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,5.1,10.6,2.7
1992/1/2,5.4,11.7,2.8
1992/1/3,6.1,9.8,3.7
1992/1/4,4.4,6.1,2.0
1992/1/5,5.9,11.6,1.6
1992/1/6,5.4,6.3,4.5
1992/1/7,9.6,16.0,4.8
1992/1/8,8.2,12.7,5.6
1992/1/9,7.7,9.9,5.5
1992/1/10,6.6,8.8,2.7
1992/1/11,5.2,11.0,1.7
1992/1/12,6.8,14.5,1.0
1992/1/13,6.8,13.0,1.2
1992/1/14,4.8,7.8,1.6
1992/1/15,3.5,6.1,1.2
1992/1/16,4.6,10.0,-1.5
1992/1/17,5.0,6.8,0.7
1992/1/18,1.1,4.5,-0.1
1992/1/19,1.2,2.8,0.5
1992/1/20,2.1,5.3,-0.6
1992/1/21,3.6,10.3,-1.7
1992/1/22,4.4,9.2,0.8
1992/1/23,2.7,6.7,0.6
1992/1/24,3.2,8.2,0.4
1992/1/25,5.7,11.4,0.6
1992/1/26,6.1,12.6,1.9
1992/1/27,5.9,11.6,1.1
1992/1/28,7.7,14.1,1.5
1992/1/29,10.4,13.9,7.4
1992/1/30,7.3,9.3,5.6
1992/1/31,5.4,6.8,3.2
1992/2/1,2.3,3.7,0.3
1992/2/2,3.4,7.9,0.9
1992/2/3,8.1,11.9,4.3
1992/2/4,6.8,10.6,3.7
1992/2/5,3.8,5.6,-0.2
1992/2/6,4.6,10.4,-2.0
1992/2/7,4.5,7.9,0.9
1992/2/8,1.7,5.1,0.5
1992/2/9,1.4,4.5,-0.8
1992/2/10,4.1,8.9,-1.3
1992/2/11,4.2,7.3,-0.2
1992/2/12,5.2,11.9,-1.4
1992/2/13,5.5,11.1,0.3
1992/2/14,4.5,9.2,0.6
1992/2/15,6.6,10.2,0.8
1992/2/16,4.7,7.7,1.8
1992/2/17,3.5,8.1,0.2
1992/2/18,6.1,10.4,0.3
1992/2/19,3.6,6.3,1.1
1992/2/20,1.2,3.4,0.3
1992/2/21,0.7,3.4,0.1
1992/2/22,1.0,3.0,0.1
1992/2/23,3.1,8.0,-0.8
1992/2/24,3.5,6.5,0.5
1992/2/25,3.9,6.4,1.2
1992/2/26,4.1,9.9,-1.4
1992/2/27,7.7,17.2,0.4
1992/2/28,10.3,18.8,1.4
1992/2/29,15.7,18.2,13.8
1992/3/1,10.8,13.8,7.7
1992/3/2,6.4,8.1,5.2
1992/3/3,5.5,7.6,4.8
1992/3/4,6.3,10.9,3.0
1992/3/5,6.4,8.2,4.6
1992/3/6,5.7,8.0,4.2
1992/3/7,4.8,9.4,0.0
1992/3/8,5.9,13.3,-1.2
1992/3/9,7.9,14.6,1.8
1992/3/10,9.7,13.5,6.0
1992/3/11,8.3,14.7,3.9
1992/3/12,9.8,18.0,2.7
1992/3/13,10.3,18.0,4.5
1992/3/14,13.2,22.1,3.6
1992/3/15,11.7,16.9,9.0
1992/3/16,8.1,10.0,6.2
1992/3/17,5.6,7.8,3.5
1992/3/18,5.6,8.0,2.9
1992/3/19,7.2,12.5,2.3
1992/3/20,8.7,14.1,3.2
1992/3/21,5.4,7.4,3.5
1992/3/22,5.3,10.3,0.9
1992/3/23,6.2,12.0,0.7
1992/3/24,9.3,11.9,7.6
1992/3/25,10.6,15.6,5.9
1992/3/26,10.0,12.8,5.5
1992/3/27,7.5,11.0,4.2
1992/3/28,7.8,12.2,2.6
1992/3/29,12.0,15.3,9.0
1992/3/30,10.5,13.1,4.9
1992/3/31,10.8,19.1,2.3
1992/4/1,13.7,17.5,10.6
1992/4/2,13.5,18.2,8.4
1992/4/3,12.2,18.5,6.8
1992/4/4,12.7,15.4,9.3
1992/4/5,12.8,15.1,11.9
1992/4/6,13.7,17.7,11.0
1992/4/7,11.7,16.2,7.2
1992/4/8,15.0,25.2,3.8
1992/4/9,16.1,20.1,13.1
1992/4/10,16.4,21.9,13.5
1992/4/11,10.9,14.2,7.6
1992/4/12,7.8,12.6,4.7
1992/4/13,7.9,10.7,5.7
1992/4/14,9.2,15.2,4.2
1992/4/15,11.7,21.3,4.5
1992/4/16,9.4,12.6,6.4
1992/4/17,11.0,17.4,2.8
1992/4/18,18.5,21.6,13.6
1992/4/19,14.1,19.8,9.0
1992/4/20,13.1,19.4,7.0
1992/4/21,17.8,27.0,6.9
1992/4/22,15.0,18.9,9.3
1992/4/23,15.5,23.6,7.5
1992/4/24,17.0,21.4,12.2
1992/4/25,13.2,18.4,7.2
1992/4/26,13.4,22.6,4.4
1992/4/27,17.6,27.1,9.4
1992/4/28,17.9,26.8,11.4
1992/4/29,16.1,20.8,12.0
1992/4/30,11.6,13.9,9.8
1992/5/1,13.2,18.1,9.1
