ダウンロードした時刻：2017/07/24 15:40:40

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,4.5,5.8,3.0
1994/1/2,6.3,12.1,1.7
1994/1/3,7.7,10.5,5.8
1994/1/4,8.3,9.9,4.7
1994/1/5,6.1,9.2,2.4
1994/1/6,6.8,10.4,1.9
1994/1/7,4.7,8.8,2.7
1994/1/8,4.5,8.9,2.4
1994/1/9,6.1,11.6,1.9
1994/1/10,6.6,12.8,1.9
1994/1/11,7.3,12.6,2.6
1994/1/12,7.4,9.4,4.3
1994/1/13,5.4,8.1,2.6
1994/1/14,5.3,9.0,1.8
1994/1/15,3.7,5.8,0.0
1994/1/16,5.3,10.5,-1.7
1994/1/17,9.2,11.5,6.8
1994/1/18,7.0,9.4,3.2
1994/1/19,2.2,5.9,0.4
1994/1/20,1.5,3.5,0.2
1994/1/21,2.5,4.5,0.3
1994/1/22,2.4,6.3,-0.8
1994/1/23,1.6,5.3,-0.4
1994/1/24,1.5,3.0,-0.3
1994/1/25,4.2,8.2,1.7
1994/1/26,7.5,11.7,2.1
1994/1/27,4.6,6.6,3.0
1994/1/28,4.7,10.2,1.2
1994/1/29,2.7,4.9,-0.3
1994/1/30,1.0,3.1,-0.6
1994/1/31,3.4,6.9,-0.3
1994/2/1,5.7,7.8,3.5
1994/2/2,2.2,5.8,-0.4
1994/2/3,1.6,3.1,-0.4
1994/2/4,3.5,6.8,0.9
1994/2/5,4.9,10.8,0.0
1994/2/6,5.2,9.3,2.5
1994/2/7,6.5,10.9,1.5
1994/2/8,7.2,10.7,1.7
1994/2/9,7.2,11.6,2.7
1994/2/10,2.5,5.4,0.1
1994/2/11,2.5,4.1,0.9
1994/2/12,1.2,2.9,-0.6
1994/2/13,2.1,3.6,-0.5
1994/2/14,4.3,6.5,1.1
1994/2/15,3.5,8.5,-2.1
1994/2/16,6.2,8.3,3.5
1994/2/17,5.9,7.6,4.7
1994/2/18,5.7,10.4,1.8
1994/2/19,5.8,11.8,-0.5
1994/2/20,10.6,14.3,2.8
1994/2/21,8.2,12.0,3.4
1994/2/22,5.1,7.9,1.4
1994/2/23,4.4,7.3,1.6
1994/2/24,2.3,4.2,1.2
1994/2/25,4.8,8.9,1.5
1994/2/26,3.5,5.7,1.6
1994/2/27,4.1,8.4,1.7
1994/2/28,4.2,7.7,1.0
1994/3/1,4.3,8.3,1.1
1994/3/2,4.7,7.9,2.3
1994/3/3,5.2,10.9,0.0
1994/3/4,4.7,8.4,2.6
1994/3/5,3.1,6.3,-0.3
1994/3/6,4.7,8.7,0.1
1994/3/7,8.4,11.7,-0.1
1994/3/8,10.7,13.0,8.9
1994/3/9,11.0,13.9,7.8
1994/3/10,5.9,7.8,3.8
1994/3/11,6.2,9.6,1.9
1994/3/12,5.2,7.6,3.7
1994/3/13,5.3,8.4,1.4
1994/3/14,3.0,7.7,-0.1
1994/3/15,2.0,4.4,0.4
1994/3/16,6.0,10.3,1.2
1994/3/17,6.4,10.1,4.1
1994/3/18,5.3,10.4,0.2
1994/3/19,8.8,13.5,4.0
1994/3/20,6.5,11.4,3.2
1994/3/21,6.0,9.6,2.7
1994/3/22,7.2,12.4,0.2
1994/3/23,10.6,12.7,9.2
1994/3/24,7.4,10.5,4.7
1994/3/25,3.9,6.5,2.1
1994/3/26,2.6,6.0,0.7
1994/3/27,5.3,9.5,0.8
1994/3/28,9.6,13.9,5.0
1994/3/29,8.2,11.6,5.4
1994/3/30,6.7,10.9,2.1
1994/3/31,8.9,15.2,2.2
1994/4/1,13.5,20.3,4.7
1994/4/2,12.8,16.3,10.9
1994/4/3,10.5,13.8,5.5
1994/4/4,13.2,22.2,3.6
1994/4/5,16.4,21.5,11.2
1994/4/6,16.4,22.5,9.5
1994/4/7,15.6,18.5,11.1
1994/4/8,9.6,12.1,7.4
1994/4/9,7.5,9.9,6.0
1994/4/10,9.0,12.5,4.1
1994/4/11,16.0,21.9,11.1
1994/4/12,16.4,18.9,12.9
1994/4/13,11.9,14.8,8.0
1994/4/14,11.7,16.8,7.3
1994/4/15,13.3,19.4,8.1
1994/4/16,15.6,22.7,9.0
1994/4/17,16.4,21.6,12.3
1994/4/18,14.4,18.3,9.7
1994/4/19,14.6,19.2,10.7
1994/4/20,14.3,17.6,10.7
1994/4/21,16.9,20.7,13.0
1994/4/22,19.8,25.1,15.5
1994/4/23,16.1,18.7,13.9
1994/4/24,13.9,15.2,13.3
1994/4/25,14.8,18.9,12.0
1994/4/26,14.4,19.0,10.0
1994/4/27,16.7,23.3,11.1
1994/4/28,16.8,20.5,13.8
1994/4/29,15.8,21.6,10.0
1994/4/30,14.6,17.3,11.9
1994/5/1,15.6,17.2,14.0
