ダウンロードした時刻：2017/07/24 15:43:42

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,7.7,11.7,3.9
1992/1/2,8.3,11.9,4.0
1992/1/3,8.8,10.2,7.8
1992/1/4,8.5,10.4,6.9
1992/1/5,7.9,11.2,3.0
1992/1/6,7.1,9.7,4.9
1992/1/7,10.7,13.2,7.1
1992/1/8,8.9,12.9,4.9
1992/1/9,8.2,10.5,6.4
1992/1/10,6.1,9.7,2.1
1992/1/11,5.6,10.9,1.0
1992/1/12,8.6,13.4,3.6
1992/1/13,8.1,9.7,4.4
1992/1/14,5.0,8.7,1.5
1992/1/15,3.5,7.4,0.8
1992/1/16,5.5,10.2,0.7
1992/1/17,5.5,8.0,3.5
1992/1/18,4.0,5.3,3.2
1992/1/19,5.3,6.5,4.1
1992/1/20,4.9,9.5,1.0
1992/1/21,7.5,12.0,2.6
1992/1/22,7.8,9.1,5.9
1992/1/23,5.6,7.2,3.7
1992/1/24,6.7,8.8,4.5
1992/1/25,8.0,10.6,5.5
1992/1/26,7.4,12.5,3.9
1992/1/27,9.3,11.2,4.6
1992/1/28,10.9,13.1,7.3
1992/1/29,12.4,15.0,8.2
1992/1/30,9.8,13.3,6.4
1992/1/31,8.2,10.7,3.8
1992/2/1,3.0,4.2,1.2
1992/2/2,6.4,10.1,2.6
1992/2/3,11.2,13.9,7.3
1992/2/4,8.2,9.8,5.2
1992/2/5,6.5,11.0,4.0
1992/2/6,7.3,10.7,3.9
1992/2/7,5.9,9.0,4.7
1992/2/8,5.2,7.0,4.1
1992/2/9,5.4,7.8,3.9
1992/2/10,6.2,7.7,4.4
1992/2/11,6.1,9.7,1.9
1992/2/12,4.7,8.0,0.6
1992/2/13,5.0,8.4,2.0
1992/2/14,6.5,8.2,3.9
1992/2/15,8.9,11.1,6.0
1992/2/16,5.7,9.3,4.2
1992/2/17,5.7,9.3,1.3
1992/2/18,8.7,10.6,6.9
1992/2/19,6.8,9.1,5.7
1992/2/20,4.3,6.0,0.8
1992/2/21,4.0,6.3,1.2
1992/2/22,5.4,7.6,3.5
1992/2/23,6.2,10.9,1.9
1992/2/24,5.2,7.7,1.4
1992/2/25,6.2,7.9,1.1
1992/2/26,7.0,11.7,0.4
1992/2/27,12.0,15.2,8.9
1992/2/28,15.9,19.0,10.6
1992/2/29,17.8,21.4,13.6
1992/3/1,12.0,15.5,8.7
1992/3/2,7.1,10.5,3.3
1992/3/3,5.6,7.8,2.9
1992/3/4,6.9,11.8,0.5
1992/3/5,7.7,8.9,6.4
1992/3/6,5.7,7.5,2.7
1992/3/7,5.2,9.6,2.2
1992/3/8,7.4,12.0,2.4
1992/3/9,8.5,13.3,2.8
1992/3/10,9.7,13.6,5.8
1992/3/11,9.1,15.0,3.4
1992/3/12,10.0,15.3,4.5
1992/3/13,10.1,14.9,5.1
1992/3/14,11.9,17.5,5.2
1992/3/15,12.3,14.5,10.4
1992/3/16,8.5,10.5,5.9
1992/3/17,7.2,11.5,4.0
1992/3/18,7.1,9.4,4.4
1992/3/19,8.3,12.9,3.6
1992/3/20,8.7,14.1,4.7
1992/3/21,7.3,11.8,4.2
1992/3/22,7.8,12.6,3.3
1992/3/23,7.8,9.8,5.3
1992/3/24,10.0,12.4,8.3
1992/3/25,9.8,12.3,5.9
1992/3/26,10.4,14.8,7.7
1992/3/27,9.3,12.6,6.1
1992/3/28,9.5,12.5,4.9
1992/3/29,12.6,14.0,11.1
1992/3/30,11.3,14.3,6.2
1992/3/31,11.0,16.6,4.5
1992/4/1,12.2,14.1,9.6
1992/4/2,13.2,16.6,8.1
1992/4/3,12.1,16.3,6.2
1992/4/4,13.2,15.6,10.8
1992/4/5,13.4,15.5,10.0
1992/4/6,12.3,16.0,7.1
1992/4/7,13.2,17.8,8.5
1992/4/8,13.2,18.2,7.3
1992/4/9,18.0,21.1,12.8
1992/4/10,14.8,19.2,11.1
1992/4/11,10.7,12.1,7.6
1992/4/12,9.5,12.1,6.1
1992/4/13,9.2,12.4,4.7
1992/4/14,9.4,14.8,2.6
1992/4/15,12.3,19.6,8.6
1992/4/16,9.8,11.8,4.9
1992/4/17,11.6,17.5,4.4
1992/4/18,19.8,23.4,15.7
1992/4/19,14.3,17.8,9.3
1992/4/20,15.1,18.2,9.3
1992/4/21,17.4,26.4,8.7
1992/4/22,16.6,19.3,14.6
1992/4/23,15.7,20.1,9.8
1992/4/24,18.2,22.0,11.3
1992/4/25,14.1,18.5,9.8
1992/4/26,13.7,19.9,6.4
1992/4/27,15.9,21.5,9.3
1992/4/28,17.6,22.8,12.0
1992/4/29,17.5,21.6,13.7
1992/4/30,12.6,16.6,10.7
1992/5/1,12.8,16.8,8.9
