ダウンロードした時刻：2019/10/10 15:49:15

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,6.6,13.8,1.7
1997/12/2,2.5,7.1,-2.8
1997/12/3,-2.7,0.0,-5.7
1997/12/4,-2.0,4.6,-6.2
1997/12/5,-0.2,7.9,-3.9
1997/12/6,1.3,7.2,-2.2
1997/12/7,6.4,9.7,2.8
1997/12/8,10.7,13.2,9.1
1997/12/9,6.8,10.8,0.3
1997/12/10,0.9,5.5,-2.8
1997/12/11,-0.6,4.5,-4.8
1997/12/12,0.3,3.3,-2.5
1997/12/13,0.5,4.4,-3.5
1997/12/14,-0.7,7.0,-4.5
1997/12/15,1.3,7.1,-3.0
1997/12/16,1.8,7.4,-2.1
1997/12/17,0.7,3.6,-2.3
1997/12/18,4.3,7.9,2.0
1997/12/19,3.7,12.1,0.7
1997/12/20,2.2,6.8,-1.0
1997/12/21,4.0,9.3,0.6
1997/12/22,1.3,3.9,-0.5
1997/12/23,1.9,5.0,-0.4
1997/12/24,0.5,6.8,-3.3
1997/12/25,0.8,9.8,-3.9
1997/12/26,-0.4,5.8,-6.6
1997/12/27,5.1,12.2,1.8
1997/12/28,1.8,7.1,-2.2
1997/12/29,1.1,8.3,-4.5
1997/12/30,2.2,4.0,0.4
1997/12/31,1.4,5.1,-2.5
1998/1/1,0.0,6.0,-3.8
1998/1/2,2.5,8.8,-1.8
1998/1/3,1.4,10.0,-3.5
1998/1/4,2.2,7.3,-1.0
1998/1/5,0.7,4.7,-3.1
1998/1/6,-0.6,1.1,-1.8
1998/1/7,-0.9,1.5,-2.5
1998/1/8,-1.8,0.3,-4.2
1998/1/9,-0.9,2.4,-5.8
1998/1/10,-2.6,0.8,-6.8
1998/1/11,0.2,3.1,-2.6
1998/1/12,-0.5,2.3,-4.0
1998/1/13,-1.9,,-5.9
1998/1/14,-2.0,2.6,-6.3
1998/1/15,0.4,1.3,-0.5
1998/1/16,1.4,5.1,-2.7
1998/1/17,0.9,7.4,-3.0
1998/1/18,1.7,5.3,0.5
1998/1/19,-1.1,1.7,-5.0
1998/1/20,-2.1,1.2,-4.8
1998/1/21,-0.7,1.6,-2.8
1998/1/22,-1.9,3.0,-5.2
1998/1/23,-0.7,2.7,-3.4
1998/1/24,-3.1,-0.1,-6.3
1998/1/25,-5.3,-1.1,-7.8
1998/1/26,-3.2,0.6,-8.4
1998/1/27,-1.5,1.8,-3.5
1998/1/28,-2.2,1.7,-4.2
1998/1/29,-3.8,-0.3,-8.2
1998/1/30,-3.1,5.4,-10.4
1998/1/31,-0.2,3.6,-3.3
1998/2/1,-1.1,1.8,-3.1
1998/2/2,-2.5,5.3,-9.4
1998/2/3,-0.9,6.2,-8.9
1998/2/4,-0.9,2.1,-3.9
1998/2/5,-3.2,2.7,-8.7
1998/2/6,-2.6,6.4,-10.4
1998/2/7,0.2,7.7,-6.6
1998/2/8,-1.2,4.6,-3.7
1998/2/9,-1.3,1.9,-4.4
1998/2/10,-2.3,1.0,-5.0
1998/2/11,-3.3,5.3,-9.8
1998/2/12,-1.1,3.1,-7.2
1998/2/13,1.7,11.0,-2.7
1998/2/14,1.5,4.5,-2.8
1998/2/15,0.4,2.4,-3.9
1998/2/16,-0.2,6.6,-6.9
1998/2/17,-1.0,2.3,-2.9
1998/2/18,-0.5,5.3,-3.8
1998/2/19,1.1,11.6,-7.8
1998/2/20,2.9,4.7,1.6
1998/2/21,2.8,5.4,0.5
1998/2/22,1.6,7.9,-2.5
1998/2/23,2.6,12.6,-3.4
1998/2/24,2.5,7.2,-1.3
1998/2/25,5.7,13.4,1.6
1998/2/26,4.4,6.7,2.8
1998/2/27,5.3,12.8,0.4
1998/2/28,3.1,12.6,-0.8
1998/3/1,2.3,5.7,0.4
1998/3/2,3.3,9.7,-1.8
1998/3/3,2.7,14.1,-3.3
1998/3/4,2.9,12.2,-3.8
1998/3/5,1.9,4.0,0.8
1998/3/6,4.9,10.5,1.2
1998/3/7,0.2,3.3,-2.5
1998/3/8,0.5,10.0,-6.8
1998/3/9,3.4,13.8,-3.6
1998/3/10,2.2,8.1,-1.4
1998/3/11,5.1,14.2,-3.3
1998/3/12,6.2,11.2,2.3
1998/3/13,3.8,11.6,-0.9
1998/3/14,3.8,11.2,-1.4
1998/3/15,-1.3,3.1,-5.9
1998/3/16,-1.1,5.6,-7.7
1998/3/17,0.2,4.1,-2.4
1998/3/18,1.0,8.2,-4.6
1998/3/19,6.0,13.6,-3.8
1998/3/20,8.9,13.7,3.8
1998/3/21,4.6,10.8,0.7
1998/3/22,3.5,8.3,0.1
1998/3/23,3.1,9.9,-1.0
1998/3/24,4.2,13.5,-2.3
1998/3/25,4.7,12.9,-0.5
1998/3/26,7.7,18.3,-2.4
1998/3/27,8.0,9.8,5.7
1998/3/28,10.1,18.1,3.4
1998/3/29,9.5,22.2,0.0
1998/3/30,11.0,23.4,0.1
1998/3/31,7.9,16.6,2.5
