ダウンロードした時刻：2019/10/10 16:26:30

,種子島,種子島,種子島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,16.4,18.9,12.9
1985/12/2,14.9,17.6,11.4
1985/12/3,13.2,16.9,11.0
1985/12/4,17.5,23.6,11.3
1985/12/5,17.2,19.6,14.6
1985/12/6,17.1,20.0,14.1
1985/12/7,17.2,19.2,15.4
1985/12/8,15.4,17.9,11.5
1985/12/9,9.7,11.9,8.5
1985/12/10,9.1,10.8,7.8
1985/12/11,9.4,10.6,7.1
1985/12/12,9.7,11.3,8.7
1985/12/13,11.8,13.6,9.5
1985/12/14,12.3,16.2,9.0
1985/12/15,7.2,9.6,5.6
1985/12/16,7.1,9.3,5.5
1985/12/17,7.6,10.5,3.2
1985/12/18,8.7,12.0,2.8
1985/12/19,10.5,13.0,9.9
1985/12/20,9.6,11.8,7.7
1985/12/21,12.7,14.3,9.4
1985/12/22,14.9,17.4,12.7
1985/12/23,11.2,13.3,8.6
1985/12/24,8.0,10.9,4.2
1985/12/25,11.5,14.5,7.5
1985/12/26,13.2,15.9,11.6
1985/12/27,13.3,16.9,11.0
1985/12/28,13.5,16.8,10.8
1985/12/29,17.2,20.3,12.1
1985/12/30,18.3,20.5,15.9
1985/12/31,12.5,16.1,10.2
1986/1/1,8.8,10.3,8.1
1986/1/2,8.0,10.3,4.8
1986/1/3,10.8,14.6,3.0
1986/1/4,10.0,13.4,6.7
1986/1/5,4.7,7.3,3.1
1986/1/6,7.4,9.2,4.1
1986/1/7,10.4,13.0,7.1
1986/1/8,9.9,12.8,8.3
1986/1/9,9.0,10.5,7.6
1986/1/10,8.4,10.5,7.1
1986/1/11,8.0,10.2,7.0
1986/1/12,8.3,11.5,6.2
1986/1/13,11.3,14.8,6.6
1986/1/14,10.2,12.7,8.2
1986/1/15,11.5,14.3,8.0
1986/1/16,12.4,14.3,11.1
1986/1/17,12.7,15.3,10.7
1986/1/18,13.0,16.1,10.6
1986/1/19,12.7,13.5,11.5
1986/1/20,13.3,16.5,10.4
1986/1/21,12.4,14.7,10.6
1986/1/22,8.7,11.9,7.0
1986/1/23,10.0,12.0,7.6
1986/1/24,11.0,13.5,8.3
1986/1/25,8.7,9.6,7.9
1986/1/26,8.0,9.7,7.3
1986/1/27,7.9,9.9,6.5
1986/1/28,9.5,11.4,7.8
1986/1/29,10.7,14.5,5.1
1986/1/30,15.1,18.5,10.6
1986/1/31,13.4,15.5,12.0
1986/2/1,11.2,13.1,9.9
1986/2/2,10.5,13.9,8.1
1986/2/3,10.3,14.1,7.1
1986/2/4,6.8,9.3,5.8
1986/2/5,8.9,11.4,6.0
1986/2/6,7.2,9.4,5.3
1986/2/7,7.3,10.0,5.8
1986/2/8,6.8,8.4,5.8
1986/2/9,8.6,9.9,7.6
1986/2/10,9.8,13.6,7.2
1986/2/11,9.4,11.7,6.9
1986/2/12,10.3,12.7,8.5
1986/2/13,13.5,17.2,9.6
1986/2/14,16.4,19.7,14.3
1986/2/15,12.5,15.6,7.3
1986/2/16,8.0,11.8,5.0
1986/2/17,11.5,14.1,4.7
1986/2/18,15.0,17.6,11.9
1986/2/19,12.4,15.8,10.2
1986/2/20,11.5,14.3,9.2
1986/2/21,9.0,11.4,7.8
1986/2/22,9.7,11.7,8.4
1986/2/23,10.4,12.1,8.9
1986/2/24,8.6,12.1,6.2
1986/2/25,8.8,12.2,5.1
1986/2/26,10.9,14.0,8.5
1986/2/27,8.1,11.8,5.6
1986/2/28,7.4,9.5,5.6
1986/3/1,7.5,9.9,6.2
1986/3/2,7.2,9.2,5.5
1986/3/3,10.6,12.7,7.9
1986/3/4,11.5,13.9,8.8
1986/3/5,14.6,16.9,11.6
1986/3/6,13.3,16.4,8.9
1986/3/7,13.5,18.2,9.2
1986/3/8,14.2,18.5,9.6
1986/3/9,16.7,20.5,10.7
1986/3/10,16.0,19.9,14.1
1986/3/11,15.0,18.7,12.1
1986/3/12,14.2,16.2,11.8
1986/3/13,16.0,20.7,8.6
1986/3/14,19.0,20.3,17.4
1986/3/15,16.6,17.8,15.7
1986/3/16,15.1,17.3,13.1
1986/3/17,11.7,13.8,9.6
1986/3/18,15.1,18.6,11.2
1986/3/19,14.2,16.4,11.7
1986/3/20,12.9,15.3,11.3
1986/3/21,14.8,16.1,11.8
1986/3/22,14.6,15.7,13.2
1986/3/23,12.4,14.6,10.1
1986/3/24,11.8,15.0,9.0
1986/3/25,13.0,17.7,7.4
1986/3/26,13.8,17.4,10.3
1986/3/27,15.3,16.9,13.2
1986/3/28,18.2,19.5,16.7
1986/3/29,16.6,19.6,13.7
1986/3/30,16.6,19.5,12.9
1986/3/31,15.1,19.0,12.7
