ダウンロードした時刻：2019/10/10 15:48:28

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,7.4,10.4,3.9
1999/12/2,9.0,11.2,7.6
1999/12/3,7.0,9.1,3.6
1999/12/4,7.3,12.8,0.6
1999/12/5,9.5,10.1,8.5
1999/12/6,9.1,12.5,4.6
1999/12/7,5.5,7.9,2.6
1999/12/8,6.1,11.8,2.6
1999/12/9,8.4,13.4,3.9
1999/12/10,9.4,15.2,6.0
1999/12/11,7.8,11.1,2.9
1999/12/12,4.7,7.6,2.4
1999/12/13,5.6,8.1,4.5
1999/12/14,5.9,8.9,4.0
1999/12/15,4.4,5.7,3.2
1999/12/16,6.4,11.1,3.6
1999/12/17,7.4,10.8,5.7
1999/12/18,3.6,7.1,0.4
1999/12/19,2.2,3.6,0.5
1999/12/20,1.0,3.7,-0.3
1999/12/21,0.3,1.1,-0.5
1999/12/22,1.2,4.3,-0.2
1999/12/23,1.7,3.5,-0.2
1999/12/24,4.1,8.9,-0.6
1999/12/25,4.4,8.1,1.7
1999/12/26,2.3,5.7,0.5
1999/12/27,3.0,8.0,0.1
1999/12/28,4.0,11.2,-1.2
1999/12/29,4.7,8.8,2.4
1999/12/30,5.5,11.8,1.4
1999/12/31,4.5,12.2,-0.8
2000/1/1,4.8,9.0,0.5
2000/1/2,4.5,10.9,-1.3
2000/1/3,7.9,11.5,4.9
2000/1/4,5.9,9.7,4.0
2000/1/5,5.4,10.4,1.0
2000/1/6,12.0,16.3,5.3
2000/1/7,8.5,12.9,4.7
2000/1/8,5.2,7.6,4.0
2000/1/9,6.9,10.1,4.3
2000/1/10,7.3,10.4,4.1
2000/1/11,4.4,5.9,0.7
2000/1/12,4.1,7.6,0.4
2000/1/13,8.0,11.5,5.3
2000/1/14,8.2,10.8,5.0
2000/1/15,4.9,10.2,1.8
2000/1/16,3.2,7.3,-0.8
2000/1/17,7.0,11.5,3.2
2000/1/18,4.9,8.6,0.9
2000/1/19,4.7,11.1,-1.1
2000/1/20,2.3,5.1,0.1
2000/1/21,0.4,2.6,-1.3
2000/1/22,1.0,4.3,-1.7
2000/1/23,3.6,5.3,0.1
2000/1/24,5.9,8.6,3.3
2000/1/25,1.5,3.9,-1.1
2000/1/26,0.1,3.1,-1.5
2000/1/27,-0.4,2.1,-1.8
2000/1/28,1.3,6.4,-2.4
2000/1/29,3.2,10.0,-1.7
2000/1/30,4.7,7.5,0.4
2000/1/31,1.6,3.0,0.2
2000/2/1,1.0,3.1,-0.3
2000/2/2,2.1,5.4,-0.3
2000/2/3,3.2,5.7,1.5
2000/2/4,3.1,6.5,0.4
2000/2/5,4.0,9.6,1.2
2000/2/6,5.0,8.5,1.3
2000/2/7,4.6,7.5,1.7
2000/2/8,2.4,4.7,-0.7
2000/2/9,1.7,4.0,-0.4
2000/2/10,1.9,6.4,-1.6
2000/2/11,3.5,6.0,1.3
2000/2/12,4.5,8.9,0.8
2000/2/13,5.0,9.9,1.1
2000/2/14,5.6,12.9,0.6
2000/2/15,1.0,5.7,-1.2
2000/2/16,-0.2,1.7,-1.3
2000/2/17,-0.3,2.4,-2.7
2000/2/18,0.6,2.5,-0.5
2000/2/19,0.9,3.4,-1.5
2000/2/20,2.6,5.9,0.4
2000/2/21,1.2,3.3,-0.3
2000/2/22,1.0,3.2,-1.1
2000/2/23,1.8,5.4,-2.3
2000/2/24,1.2,2.7,0.1
2000/2/25,0.3,3.3,-1.9
2000/2/26,0.6,5.1,-2.9
2000/2/27,2.5,6.0,0.3
2000/2/28,1.4,5.2,-1.8
2000/2/29,0.1,3.1,-2.1
2000/3/1,1.7,6.8,-1.7
2000/3/2,3.6,11.0,-1.9
2000/3/3,6.2,13.9,0.4
2000/3/4,6.5,8.6,3.6
2000/3/5,6.4,11.5,1.4
2000/3/6,6.1,13.7,-1.0
2000/3/7,4.0,6.4,0.4
2000/3/8,0.7,2.4,-0.7
2000/3/9,1.2,3.6,-0.4
2000/3/10,1.2,4.0,-2.4
2000/3/11,2.7,7.5,-1.1
2000/3/12,5.4,10.8,1.7
2000/3/13,3.9,8.2,-0.2
2000/3/14,3.4,10.1,-2.0
2000/3/15,5.4,12.4,-0.4
2000/3/16,8.1,10.2,5.4
2000/3/17,5.7,8.5,1.5
2000/3/18,7.2,15.7,-0.4
2000/3/19,8.0,12.4,5.4
2000/3/20,6.1,8.6,3.8
2000/3/21,5.3,10.5,-0.3
2000/3/22,5.9,10.0,1.6
2000/3/23,8.3,16.1,-0.2
2000/3/24,6.7,9.7,3.6
2000/3/25,4.3,7.7,0.3
2000/3/26,2.9,7.3,0.2
2000/3/27,8.7,17.7,0.5
2000/3/28,12.9,16.7,6.6
2000/3/29,8.7,12.2,5.9
2000/3/30,8.7,13.9,6.0
2000/3/31,11.0,18.6,4.9
