ダウンロードした時刻：2019/10/10 15:45:24

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,11.2,13.5,9.3
1998/12/2,6.5,9.8,4.0
1998/12/3,5.8,7.8,3.6
1998/12/4,7.6,12.3,0.9
1998/12/5,8.9,10.8,6.1
1998/12/6,7.6,10.7,4.1
1998/12/7,7.9,12.3,2.7
1998/12/8,8.4,12.4,5.8
1998/12/9,5.6,7.8,3.3
1998/12/10,3.6,6.1,1.1
1998/12/11,4.6,7.1,1.0
1998/12/12,4.6,9.5,1.9
1998/12/13,9.2,15.8,2.1
1998/12/14,10.2,15.8,6.4
1998/12/15,8.4,11.0,7.2
1998/12/16,10.6,15.0,7.1
1998/12/17,8.7,12.5,6.6
1998/12/18,6.7,10.6,2.9
1998/12/19,10.6,16.7,2.9
1998/12/20,6.7,11.1,2.4
1998/12/21,3.8,8.1,0.7
1998/12/22,6.4,11.8,0.0
1998/12/23,7.6,9.9,5.6
1998/12/24,4.8,8.8,3.1
1998/12/25,5.4,10.5,1.1
1998/12/26,5.7,8.6,1.1
1998/12/27,4.0,10.0,0.4
1998/12/28,6.3,11.6,2.2
1998/12/29,7.3,11.9,2.3
1998/12/30,4.7,7.6,2.4
1998/12/31,1.4,2.9,0.3
1999/1/1,1.1,3.7,-0.6
1999/1/2,2.4,5.2,-0.1
1999/1/3,2.8,4.9,1.6
1999/1/4,2.1,6.1,-0.6
1999/1/5,3.9,10.6,-1.3
1999/1/6,7.7,12.6,4.1
1999/1/7,4.3,9.3,-1.1
1999/1/8,-1.6,-0.9,-2.1
1999/1/9,-1.4,-0.5,-2.7
1999/1/10,0.3,1.2,-1.5
1999/1/11,1.0,3.4,0.2
1999/1/12,1.4,2.9,0.5
1999/1/13,2.0,4.3,0.7
1999/1/14,1.2,2.1,0.5
1999/1/15,2.2,5.6,0.7
1999/1/16,2.5,5.0,0.1
1999/1/17,1.1,4.5,-1.8
1999/1/18,2.2,9.4,-3.3
1999/1/19,3.9,8.2,1.3
1999/1/20,4.7,8.7,2.3
1999/1/21,2.4,4.9,0.5
1999/1/22,6.0,11.3,1.5
1999/1/23,6.6,10.1,4.1
1999/1/24,5.0,8.6,2.8
1999/1/25,6.7,12.5,1.3
1999/1/26,5.6,8.3,2.5
1999/1/27,6.6,11.3,2.3
1999/1/28,5.2,8.4,0.5
1999/1/29,0.9,2.7,0.2
1999/1/30,1.4,4.9,-2.1
1999/1/31,3.2,8.2,0.3
1999/2/1,5.7,11.8,1.1
1999/2/2,1.6,4.6,-0.1
1999/2/3,-2.6,0.0,-6.1
1999/2/4,-2.0,3.3,-5.8
1999/2/5,-0.1,3.2,-4.7
1999/2/6,0.9,4.1,-0.9
1999/2/7,3.1,8.5,-1.0
1999/2/8,4.6,10.0,1.5
1999/2/9,5.0,10.9,-1.6
1999/2/10,3.2,5.9,0.4
1999/2/11,2.7,4.9,0.5
1999/2/12,0.7,3.4,-2.3
1999/2/13,-2.0,-0.4,-3.5
1999/2/14,0.3,4.2,-3.0
1999/2/15,2.1,6.0,-1.6
1999/2/16,6.0,13.0,1.1
1999/2/17,9.1,15.8,3.0
1999/2/18,6.9,10.5,3.3
1999/2/19,2.0,3.5,-0.1
1999/2/20,0.7,3.2,-1.8
1999/2/21,-0.2,1.2,-2.0
1999/2/22,2.1,6.0,-1.7
1999/2/23,4.3,8.5,1.4
1999/2/24,4.0,6.6,1.1
1999/2/25,5.3,8.6,1.4
1999/2/26,6.6,12.5,0.2
1999/2/27,3.9,11.1,-1.7
1999/2/28,1.3,5.9,-2.1
1999/3/1,6.7,14.2,-0.1
1999/3/2,6.9,12.0,3.9
1999/3/3,7.9,15.4,1.8
1999/3/4,10.2,17.9,3.7
1999/3/5,11.4,17.1,3.3
1999/3/6,5.6,9.1,2.8
1999/3/7,5.0,7.2,4.0
1999/3/8,5.3,8.2,2.2
1999/3/9,4.9,7.4,1.9
1999/3/10,7.1,13.3,2.3
1999/3/11,5.5,7.6,2.2
1999/3/12,3.2,6.6,0.1
1999/3/13,6.3,13.1,-1.1
1999/3/14,13.1,17.9,7.2
1999/3/15,9.7,10.8,8.6
1999/3/16,9.4,12.7,6.4
1999/3/17,10.9,16.1,3.3
1999/3/18,18.1,24.0,12.8
1999/3/19,11.4,17.4,5.3
1999/3/20,4.6,5.9,2.4
1999/3/21,5.0,7.7,1.4
1999/3/22,1.7,6.8,-0.4
1999/3/23,3.4,8.2,-0.8
1999/3/24,8.8,17.5,-0.4
1999/3/25,11.7,16.7,8.2
1999/3/26,12.2,20.1,7.2
1999/3/27,7.0,10.9,2.9
1999/3/28,5.3,12.3,1.1
1999/3/29,3.1,6.5,-0.2
1999/3/30,4.8,8.3,0.9
1999/3/31,7.6,12.5,4.8
