ダウンロードした時刻：2019/10/10 15:46:11

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,1.6,6.2,-2.1
1995/12/2,2.2,9.5,-3.0
1995/12/3,2.7,8.4,-2.4
1995/12/4,3.4,9.6,-2.1
1995/12/5,2.7,8.4,-0.9
1995/12/6,3.1,8.5,-0.7
1995/12/7,1.8,5.5,-1.7
1995/12/8,-0.3,4.9,-3.6
1995/12/9,-0.4,2.9,-3.2
1995/12/10,0.4,6.7,-4.1
1995/12/11,1.4,8.1,-4.6
1995/12/12,2.4,4.8,0.6
1995/12/13,2.4,7.4,-1.7
1995/12/14,2.4,8.0,-2.3
1995/12/15,2.2,5.9,-0.8
1995/12/16,-0.2,3.1,-1.9
1995/12/17,-0.6,1.1,-2.3
1995/12/18,0.3,4.2,-2.7
1995/12/19,0.5,4.3,-2.5
1995/12/20,1.7,7.1,-2.5
1995/12/21,0.6,4.6,-1.3
1995/12/22,1.4,6.1,-2.0
1995/12/23,1.5,8.1,-3.0
1995/12/24,1.4,7.9,-1.8
1995/12/25,-4.2,-1.6,-5.8
1995/12/26,-5.4,-2.5,-7.3
1995/12/27,-4.3,-1.4,-7.0
1995/12/28,-5.1,-0.5,-10.3
1995/12/29,-1.2,3.8,-6.0
1995/12/30,-1.1,3.1,-4.6
1995/12/31,-1.2,3.7,-5.6
1996/1/1,-0.7,2.0,-2.9
1996/1/2,-1.3,3.0,-4.5
1996/1/3,1.2,10.0,-5.2
1996/1/4,-1.4,0.8,-3.7
1996/1/5,-0.8,4.4,-6.5
1996/1/6,1.2,3.6,-1.8
1996/1/7,-0.2,5.4,-4.7
1996/1/8,-0.7,6.5,-4.0
1996/1/9,-5.4,-3.6,-6.6
1996/1/10,-2.5,-0.4,-4.7
1996/1/11,0.0,2.7,-2.5
1996/1/12,0.1,4.2,-3.7
1996/1/13,0.2,5.4,-4.0
1996/1/14,0.3,6.6,-6.1
1996/1/15,4.9,8.6,1.4
1996/1/16,4.1,7.7,-0.1
1996/1/17,-0.3,3.0,-2.5
1996/1/18,-0.5,4.1,-3.0
1996/1/19,0.0,3.6,-3.1
1996/1/20,2.1,7.1,-0.9
1996/1/21,1.6,6.0,-1.7
1996/1/22,0.6,5.6,-3.3
1996/1/23,-0.6,3.9,-3.1
1996/1/24,-3.2,0.3,-5.8
1996/1/25,-4.1,-0.3,-9.8
1996/1/26,-3.9,-1.9,-5.6
1996/1/27,-4.1,1.8,-9.4
1996/1/28,-2.5,3.7,-9.1
1996/1/29,-0.1,3.9,-3.0
1996/1/30,-2.7,-0.6,-4.6
1996/1/31,-4.0,-2.7,-5.7
1996/2/1,-3.7,-2.5,-4.4
1996/2/2,-6.8,-4.3,-10.2
1996/2/3,-5.9,-1.3,-10.9
1996/2/4,-4.9,1.1,-11.3
1996/2/5,-0.3,7.4,-7.6
1996/2/6,-2.9,0.4,-3.8
1996/2/7,-2.2,1.4,-4.8
1996/2/8,-2.4,1.8,-7.9
1996/2/9,0.0,3.9,-3.2
1996/2/10,-3.6,-0.4,-4.9
1996/2/11,-2.5,2.8,-8.3
1996/2/12,-1.2,6.1,-7.6
1996/2/13,1.4,6.4,-4.4
1996/2/14,4.0,11.1,-0.2
1996/2/15,2.1,5.3,-0.6
1996/2/16,-1.7,0.9,-3.9
1996/2/17,-2.3,0.2,-4.7
1996/2/18,-1.4,1.6,-3.6
1996/2/19,-3.6,-0.1,-6.0
1996/2/20,-4.9,-0.3,-9.2
1996/2/21,-4.8,-0.6,-9.1
1996/2/22,-2.6,2.2,-7.0
1996/2/23,-1.8,3.4,-6.5
1996/2/24,-2.4,0.8,-5.1
1996/2/25,-0.5,6.3,-6.1
1996/2/26,2.3,6.1,-0.5
1996/2/27,2.8,8.2,-0.6
1996/2/28,1.4,5.8,-2.5
1996/2/29,2.6,8.7,-3.9
1996/3/1,2.8,6.5,0.0
1996/3/2,-0.7,2.5,-3.0
1996/3/3,-1.2,3.0,-3.9
1996/3/4,-0.5,6.9,-5.9
1996/3/5,-2.8,0.6,-4.5
1996/3/6,-1.2,4.3,-5.9
1996/3/7,-0.3,3.9,-5.2
1996/3/8,5.3,12.6,1.2
1996/3/9,1.9,7.2,-0.7
1996/3/10,0.9,5.3,-2.2
1996/3/11,2.4,10.6,-2.9
1996/3/12,-2.3,0.5,-4.3
1996/3/13,1.1,9.3,-6.2
1996/3/14,4.3,12.5,-2.6
1996/3/15,3.2,5.6,0.6
1996/3/16,5.4,9.5,0.6
1996/3/17,8.8,13.8,5.4
1996/3/18,3.1,7.3,-2.1
1996/3/19,0.6,6.6,-3.9
1996/3/20,3.3,9.8,-2.0
1996/3/21,9.0,18.1,0.1
1996/3/22,8.3,12.7,3.0
1996/3/23,0.7,3.4,-0.8
1996/3/24,5.3,13.6,-3.1
1996/3/25,5.4,7.3,3.8
1996/3/26,5.1,10.7,0.8
1996/3/27,5.9,14.5,-1.5
1996/3/28,4.1,8.5,0.3
1996/3/29,8.0,16.4,-0.5
1996/3/30,13.4,19.1,8.0
1996/3/31,9.2,13.5,6.8
