ダウンロードした時刻：2017/07/24 15:36:55

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,2.0,3.7,0.3
2014/1/2,-0.2,2.8,-2.4
2014/1/3,1.5,3.8,-1.1
2014/1/4,0.2,2.7,-1.6
2014/1/5,-1.8,0.5,-4.5
2014/1/6,-1.0,1.0,-4.2
2014/1/7,0.0,3.4,-3.8
2014/1/8,-0.7,2.1,-4.5
2014/1/9,-1.0,1.5,-4.4
2014/1/10,-3.6,-1.6,-5.2
2014/1/11,-2.1,0.4,-4.9
2014/1/12,-1.2,0.4,-3.3
2014/1/13,-3.4,-0.4,-4.7
2014/1/14,-3.3,-1.1,-5.9
2014/1/15,-3.6,-0.1,-8.9
2014/1/16,-0.6,2.6,-3.7
2014/1/17,-1.0,0.3,-3.1
2014/1/18,-1.2,0.6,-2.8
2014/1/19,-1.9,0.4,-3.8
2014/1/20,-1.1,1.8,-3.8
2014/1/21,0.3,3.2,-1.0
2014/1/22,-1.7,1.5,-5.8
2014/1/23,-1.7,0.6,-7.0
2014/1/24,-3.1,1.2,-8.5
2014/1/25,3.8,7.9,-1.4
2014/1/26,0.6,3.4,-4.3
2014/1/27,-2.5,1.0,-6.4
2014/1/28,-3.4,3.1,-9.1
2014/1/29,-2.0,0.1,-7.3
2014/1/30,-3.2,3.5,-6.9
2014/1/31,0.2,4.6,-2.4
2014/2/1,0.5,3.9,-1.9
2014/2/2,0.8,3.7,-1.4
2014/2/3,3.2,6.6,0.4
2014/2/4,-1.3,1.5,-4.8
2014/2/5,-5.8,-3.6,-6.8
2014/2/6,-4.0,-1.8,-5.8
2014/2/7,-3.5,-1.3,-6.8
2014/2/8,-4.2,-0.6,-8.1
2014/2/9,-1.8,1.6,-7.9
2014/2/10,-3.7,0.6,-9.9
2014/2/11,-1.6,2.2,-5.8
2014/2/12,-2.6,3.1,-6.9
2014/2/13,-1.5,2.1,-3.9
2014/2/14,-1.2,1.3,-3.5
2014/2/15,0.4,2.8,-2.5
2014/2/16,2.0,5.3,0.3
2014/2/17,-0.2,2.2,-3.1
2014/2/18,-2.7,-0.7,-4.6
2014/2/19,-2.7,-0.6,-4.5
2014/2/20,-1.0,2.0,-2.7
2014/2/21,-2.5,-0.5,-5.8
2014/2/22,-2.2,0.5,-5.3
2014/2/23,-1.5,0.8,-4.3
2014/2/24,-0.7,2.6,-5.2
2014/2/25,1.1,4.3,-2.2
2014/2/26,2.6,7.4,-3.1
2014/2/27,1.1,6.2,-4.0
2014/2/28,3.9,7.9,0.0
2014/3/1,1.7,6.5,-3.4
2014/3/2,1.6,4.5,-0.4
2014/3/3,-0.5,1.7,-2.8
2014/3/4,0.4,5.7,-6.0
2014/3/5,0.9,3.5,-1.8
2014/3/6,-2.5,2.1,-4.5
2014/3/7,-2.8,-1.4,-4.0
2014/3/8,-1.7,0.4,-4.0
2014/3/9,-0.3,4.3,-6.6
2014/3/10,-1.5,1.8,-3.9
2014/3/11,0.2,3.8,-3.3
2014/3/12,1.4,4.2,0.0
2014/3/13,2.2,4.0,0.8
2014/3/14,2.2,4.4,-1.0
2014/3/15,1.0,4.1,-1.2
2014/3/16,3.4,6.7,-1.9
2014/3/17,3.4,8.4,-1.8
2014/3/18,1.2,6.3,-2.8
2014/3/19,3.9,7.9,0.4
2014/3/20,1.7,3.6,0.3
2014/3/21,1.2,3.0,0.0
2014/3/22,4.0,7.1,0.5
2014/3/23,4.8,8.3,1.6
2014/3/24,6.4,14.3,-0.2
2014/3/25,7.7,15.3,-2.3
2014/3/26,7.9,14.1,3.9
2014/3/27,6.1,13.0,1.4
2014/3/28,4.9,11.6,0.4
2014/3/29,5.7,16.0,-0.2
2014/3/30,5.0,9.2,2.8
2014/3/31,5.7,8.4,2.1
2014/4/1,6.3,11.7,-0.5
2014/4/2,5.2,14.6,-3.4
2014/4/3,8.1,15.9,0.6
2014/4/4,6.1,9.3,3.0
2014/4/5,2.8,6.1,0.0
2014/4/6,2.9,7.7,-1.0
2014/4/7,6.6,10.5,3.0
2014/4/8,7.6,13.3,1.8
2014/4/9,5.8,15.3,-1.6
2014/4/10,4.7,14.3,-1.0
2014/4/11,5.7,10.2,0.1
2014/4/12,7.0,11.9,1.1
2014/4/13,6.6,15.3,-0.8
2014/4/14,6.8,16.6,-1.5
2014/4/15,7.9,17.7,-1.6
2014/4/16,9.8,14.6,3.4
2014/4/17,8.7,18.1,1.9
2014/4/18,8.2,16.6,1.0
2014/4/19,7.2,12.7,2.5
2014/4/20,8.0,14.4,0.6
2014/4/21,7.7,11.5,3.7
2014/4/22,9.8,17.0,5.1
2014/4/23,8.8,15.0,4.1
2014/4/24,9.6,19.7,1.3
2014/4/25,11.0,22.0,1.2
2014/4/26,13.0,24.3,3.0
2014/4/27,14.1,24.0,4.8
2014/4/28,12.8,17.1,8.0
2014/4/29,12.3,19.4,5.8
2014/4/30,13.4,16.9,9.4
2014/5/1,15.1,22.0,12.3
