ダウンロードした時刻：2019/10/10 16:04:40

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,6.4,12.9,0.3
1981/12/2,3.3,5.1,0.3
1981/12/3,3.4,6.0,-0.1
1981/12/4,4.5,12.1,-0.6
1981/12/5,7.8,11.5,1.3
1981/12/6,6.4,12.0,2.7
1981/12/7,4.8,7.5,2.6
1981/12/8,5.2,7.3,3.3
1981/12/9,8.0,9.4,4.7
1981/12/10,7.6,11.2,1.3
1981/12/11,6.5,13.0,-0.8
1981/12/12,9.0,14.2,4.0
1981/12/13,6.3,8.7,2.1
1981/12/14,1.4,4.6,0.4
1981/12/15,3.6,5.2,0.7
1981/12/16,3.1,5.6,1.3
1981/12/17,3.9,10.7,0.5
1981/12/18,4.3,10.8,-0.3
1981/12/19,6.3,8.0,3.1
1981/12/20,3.3,5.7,0.5
1981/12/21,6.7,12.6,2.6
1981/12/22,9.5,13.6,4.9
1981/12/23,11.0,14.0,8.6
1981/12/24,5.0,10.0,2.8
1981/12/25,4.6,9.5,1.1
1981/12/26,8.7,14.7,2.1
1981/12/27,9.7,17.2,4.6
1981/12/28,8.6,16.0,3.9
1981/12/29,10.0,17.8,3.9
1981/12/30,5.3,7.2,4.2
1981/12/31,6.4,11.1,3.8
1982/1/1,5.0,7.6,3.2
1982/1/2,4.1,6.1,3.2
1982/1/3,5.7,11.2,0.6
1982/1/4,12.3,14.4,6.9
1982/1/5,6.5,11.8,4.7
1982/1/6,6.2,10.0,2.4
1982/1/7,1.9,4.3,-0.1
1982/1/8,3.1,6.7,-0.9
1982/1/9,7.2,9.8,4.4
1982/1/10,4.7,10.7,1.0
1982/1/11,8.3,13.2,0.3
1982/1/12,8.4,13.5,3.5
1982/1/13,3.2,5.9,1.5
1982/1/14,3.8,5.5,2.3
1982/1/15,2.5,5.0,1.0
1982/1/16,0.6,3.9,-0.9
1982/1/17,-0.3,2.7,-3.7
1982/1/18,0.8,4.8,-4.6
1982/1/19,-0.4,2.6,-1.9
1982/1/20,1.0,5.0,-1.3
1982/1/21,2.5,8.3,-4.2
1982/1/22,4.9,10.5,1.8
1982/1/23,4.4,6.9,-0.5
1982/1/24,4.0,9.0,-2.2
1982/1/25,4.4,7.5,2.3
1982/1/26,3.4,7.4,0.1
1982/1/27,2.6,4.8,0.2
1982/1/28,-0.1,2.2,-2.6
1982/1/29,-0.6,1.1,-2.9
1982/1/30,0.1,2.6,-2.3
1982/1/31,2.2,5.3,-1.7
1982/2/1,1.1,3.2,0.1
1982/2/2,1.8,4.3,0.1
1982/2/3,2.4,6.0,-1.2
1982/2/4,2.0,3.1,0.5
1982/2/5,2.2,4.1,0.5
1982/2/6,2.1,4.8,0.6
1982/2/7,0.5,3.2,-1.3
1982/2/8,0.4,2.1,-1.2
1982/2/9,2.4,6.5,-0.6
1982/2/10,1.5,3.8,-0.2
1982/2/11,2.5,8.0,-1.6
1982/2/12,3.7,9.3,-0.5
1982/2/13,1.9,5.8,0.6
1982/2/14,2.6,4.0,0.6
1982/2/15,2.1,6.4,-0.9
1982/2/16,4.5,11.0,-0.5
1982/2/17,3.2,7.3,-0.5
1982/2/18,5.1,11.7,1.6
1982/2/19,9.4,12.9,2.4
1982/2/20,6.7,12.0,4.5
1982/2/21,4.8,7.3,1.5
1982/2/22,5.0,10.4,1.0
1982/2/23,5.5,10.9,1.7
1982/2/24,4.6,6.1,2.4
1982/2/25,4.7,7.7,2.1
1982/2/26,2.9,6.3,-0.8
1982/2/27,4.9,12.3,-2.6
1982/2/28,6.5,13.6,0.6
1982/3/1,4.7,6.7,3.5
1982/3/2,3.0,7.1,0.6
1982/3/3,4.9,8.9,1.0
1982/3/4,9.4,14.2,0.6
1982/3/5,11.1,15.8,6.8
1982/3/6,5.8,8.0,1.9
1982/3/7,1.2,3.5,0.1
1982/3/8,3.8,8.3,0.0
1982/3/9,3.9,10.1,-1.5
1982/3/10,7.2,16.0,-0.6
1982/3/11,8.3,16.6,1.3
1982/3/12,8.8,14.6,3.4
1982/3/13,8.3,13.4,3.6
1982/3/14,9.4,17.2,1.0
1982/3/15,14.0,16.8,9.3
1982/3/16,11.8,17.2,6.9
1982/3/17,8.7,13.1,6.5
1982/3/18,7.4,12.2,2.0
1982/3/19,7.6,14.4,0.3
1982/3/20,10.8,13.7,7.1
1982/3/21,9.8,12.0,5.4
1982/3/22,10.2,18.8,2.7
1982/3/23,13.7,21.7,6.5
1982/3/24,6.3,11.7,3.7
1982/3/25,3.5,6.6,0.9
1982/3/26,3.5,8.8,-0.6
1982/3/27,4.6,12.4,-1.9
1982/3/28,5.1,13.0,-1.4
1982/3/29,8.0,17.2,-1.4
1982/3/30,16.0,22.0,6.1
1982/3/31,10.0,17.0,5.5
