ダウンロードした時刻：2017/07/24 15:47:39

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/1/1,4.1,7.5,1.6
2009/1/2,5.7,11.9,0.2
2009/1/3,6.6,13.9,0.7
2009/1/4,8.7,15.9,2.3
2009/1/5,10.2,14.4,6.8
2009/1/6,9.2,14.1,5.5
2009/1/7,9.9,15.1,5.9
2009/1/8,9.9,12.3,8.3
2009/1/9,8.8,12.6,6.7
2009/1/10,4.6,7.0,2.1
2009/1/11,6.5,9.9,3.7
2009/1/12,5.1,10.0,2.3
2009/1/13,4.8,9.2,1.8
2009/1/14,6.4,11.0,4.3
2009/1/15,5.1,9.5,2.1
2009/1/16,6.6,14.4,0.4
2009/1/17,8.6,14.8,2.7
2009/1/18,11.8,16.2,8.6
2009/1/19,11.0,15.2,6.7
2009/1/20,10.0,15.4,4.9
2009/1/21,11.2,14.1,8.1
2009/1/22,12.1,14.8,10.1
2009/1/23,8.7,11.9,3.2
2009/1/24,3.2,6.8,1.1
2009/1/25,4.9,8.3,1.7
2009/1/26,8.0,13.0,3.9
2009/1/27,8.5,12.8,6.1
2009/1/28,12.1,15.9,6.8
2009/1/29,16.2,19.0,13.7
2009/1/30,17.5,21.7,14.6
2009/1/31,12.8,16.9,8.7
2009/2/1,10.1,14.9,5.7
2009/2/2,11.1,15.9,5.3
2009/2/3,12.7,17.9,10.1
2009/2/4,11.8,16.6,8.0
2009/2/5,13.1,20.1,8.2
2009/2/6,12.0,16.7,7.7
2009/2/7,11.5,18.7,5.7
2009/2/8,12.0,18.7,6.9
2009/2/9,10.9,18.1,5.7
2009/2/10,10.5,15.4,7.4
2009/2/11,11.2,17.6,5.7
2009/2/12,12.6,17.9,6.0
2009/2/13,18.7,21.8,12.5
2009/2/14,17.7,21.4,13.7
2009/2/15,14.9,21.5,11.0
2009/2/16,10.1,14.1,5.8
2009/2/17,7.6,13.4,4.9
2009/2/18,8.9,15.3,4.3
2009/2/19,9.2,18.4,4.1
2009/2/20,12.3,20.6,6.6
2009/2/21,8.2,14.2,2.9
2009/2/22,11.5,18.4,5.9
2009/2/23,16.7,20.3,15.0
2009/2/24,16.0,18.8,13.5
2009/2/25,17.8,20.5,15.0
2009/2/26,14.3,16.1,12.3
2009/2/27,12.8,15.5,11.1
2009/2/28,12.8,16.0,10.2
2009/3/1,13.0,19.1,9.6
2009/3/2,11.8,15.9,7.4
2009/3/3,11.0,13.7,9.5
2009/3/4,11.8,17.3,9.1
2009/3/5,14.2,17.3,10.8
2009/3/6,13.9,18.3,9.1
2009/3/7,11.8,16.1,8.6
2009/3/8,11.9,13.3,9.8
2009/3/9,11.6,14.5,8.9
2009/3/10,12.6,19.3,6.0
2009/3/11,12.2,16.8,8.6
2009/3/12,13.0,18.8,6.2
2009/3/13,15.3,18.9,11.1
2009/3/14,7.6,11.2,5.7
2009/3/15,9.6,15.5,3.5
2009/3/16,12.8,21.2,6.1
2009/3/17,15.1,20.5,9.2
2009/3/18,16.5,20.9,11.5
2009/3/19,17.3,19.4,15.4
2009/3/20,20.5,27.6,16.8
2009/3/21,17.8,22.5,14.0
2009/3/22,17.7,21.7,15.0
2009/3/23,17.0,22.8,12.6
2009/3/24,16.1,20.9,12.6
2009/3/25,11.2,15.4,7.1
2009/3/26,9.9,16.2,4.5
2009/3/27,11.2,17.4,5.9
2009/3/28,9.5,11.0,8.2
2009/3/29,11.0,14.5,8.2
2009/3/30,10.5,12.5,8.1
2009/3/31,11.7,14.7,9.4
2009/4/1,10.2,14.8,6.8
2009/4/2,11.3,18.2,5.4
2009/4/3,12.0,15.8,6.3
2009/4/4,14.8,18.2,12.0
2009/4/5,12.8,15.5,10.0
2009/4/6,14.4,22.9,8.2
2009/4/7,15.5,24.3,7.8
2009/4/8,17.3,23.3,11.3
2009/4/9,18.6,24.2,14.0
2009/4/10,18.8,24.1,13.3
2009/4/11,19.8,24.8,15.4
2009/4/12,19.6,26.1,14.2
2009/4/13,19.0,24.0,14.8
2009/4/14,19.6,24.2,14.9
2009/4/15,17.4,23.4,12.8
2009/4/16,18.1,23.7,13.2
2009/4/17,18.7,22.3,15.6
2009/4/18,20.2,25.0,16.3
2009/4/19,20.8,26.7,15.6
2009/4/20,20.1,21.8,18.8
2009/4/21,18.6,22.4,15.5
2009/4/22,17.6,23.0,13.0
2009/4/23,18.1,24.1,13.4
2009/4/24,18.6,23.3,14.5
2009/4/25,17.7,21.9,13.0
2009/4/26,14.5,18.0,12.9
2009/4/27,14.6,20.2,11.3
2009/4/28,15.3,22.1,9.2
2009/4/29,16.6,23.2,9.4
2009/4/30,17.5,24.2,11.3
2009/5/1,18.6,24.3,12.4
