ダウンロードした時刻：2019/10/10 16:13:57

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,6.0,11.0,2.1
1996/12/2,7.0,10.6,3.9
1996/12/3,9.2,12.9,6.4
1996/12/4,12.0,18.0,6.0
1996/12/5,16.9,20.2,11.2
1996/12/6,7.0,11.6,3.6
1996/12/7,6.5,9.2,3.8
1996/12/8,6.8,10.2,4.3
1996/12/9,9.7,13.6,6.4
1996/12/10,11.4,15.6,7.8
1996/12/11,11.8,15.0,8.1
1996/12/12,11.4,15.9,8.0
1996/12/13,11.5,15.3,8.0
1996/12/14,12.6,16.4,9.5
1996/12/15,12.5,16.6,9.0
1996/12/16,13.2,14.9,10.8
1996/12/17,16.6,19.0,12.6
1996/12/18,13.0,16.5,8.9
1996/12/19,7.7,9.5,5.4
1996/12/20,7.0,10.5,4.7
1996/12/21,9.1,13.2,5.8
1996/12/22,12.1,16.6,5.8
1996/12/23,8.5,15.7,5.0
1996/12/24,9.0,12.6,3.8
1996/12/25,12.3,15.2,8.7
1996/12/26,11.7,15.6,7.4
1996/12/27,10.3,15.0,5.7
1996/12/28,11.7,14.7,8.7
1996/12/29,11.2,16.6,6.6
1996/12/30,12.0,17.0,7.0
1996/12/31,13.5,18.1,10.2
1997/1/1,15.4,19.3,10.0
1997/1/2,9.4,18.7,5.6
1997/1/3,7.1,9.8,5.0
1997/1/4,6.7,11.0,4.3
1997/1/5,7.1,10.6,4.6
1997/1/6,7.6,10.2,5.2
1997/1/7,7.2,10.6,5.0
1997/1/8,6.9,11.2,4.4
1997/1/9,5.8,9.6,3.4
1997/1/10,7.2,11.4,3.6
1997/1/11,7.9,12.2,4.4
1997/1/12,7.6,11.7,4.3
1997/1/13,8.6,12.5,6.0
1997/1/14,10.3,15.1,5.8
1997/1/15,9.6,12.7,5.8
1997/1/16,8.9,13.1,4.5
1997/1/17,9.7,13.5,6.6
1997/1/18,10.8,13.9,7.4
1997/1/19,8.6,13.1,4.7
1997/1/20,9.3,13.8,4.7
1997/1/21,7.3,13.6,-0.6
1997/1/22,1.1,4.1,-3.1
1997/1/23,6.4,9.8,2.6
1997/1/24,7.0,9.5,5.4
1997/1/25,6.0,8.0,4.5
1997/1/26,7.4,10.2,4.5
1997/1/27,9.0,12.4,6.7
1997/1/28,9.9,13.3,7.6
1997/1/29,5.8,8.2,2.9
1997/1/30,4.6,7.6,2.8
1997/1/31,4.9,8.0,2.0
1997/2/1,6.1,9.1,2.5
1997/2/2,6.4,9.8,2.6
1997/2/3,6.9,12.7,2.8
1997/2/4,5.0,10.0,1.9
1997/2/5,7.4,12.6,2.7
1997/2/6,8.9,13.3,5.9
1997/2/7,7.2,10.2,3.2
1997/2/8,9.6,12.2,7.2
1997/2/9,10.8,14.6,7.8
1997/2/10,11.2,15.7,6.5
1997/2/11,7.7,12.6,3.8
1997/2/12,5.5,9.2,3.3
1997/2/13,5.2,9.3,1.1
1997/2/14,6.4,11.7,1.3
1997/2/15,9.1,12.9,5.1
1997/2/16,10.8,14.1,6.0
1997/2/17,6.7,9.9,4.2
1997/2/18,6.5,10.1,4.2
1997/2/19,4.7,8.3,2.4
1997/2/20,7.6,11.2,3.6
1997/2/21,8.7,12.6,1.9
1997/2/22,2.9,7.1,-0.2
1997/2/23,5.6,10.5,-0.1
1997/2/24,10.6,14.9,4.7
1997/2/25,13.8,18.0,7.3
1997/2/26,15.0,18.2,9.2
1997/2/27,10.9,15.0,6.6
1997/2/28,13.8,16.9,9.7
1997/3/1,15.2,19.8,7.6
1997/3/2,10.3,14.3,5.8
1997/3/3,8.1,10.5,5.3
1997/3/4,9.1,14.0,4.1
1997/3/5,11.3,15.5,6.7
1997/3/6,13.4,18.0,8.2
1997/3/7,17.6,20.2,13.8
1997/3/8,13.1,16.7,9.6
1997/3/9,13.1,17.1,8.4
1997/3/10,14.6,18.2,8.8
1997/3/11,16.4,20.9,9.1
1997/3/12,11.3,15.1,7.4
1997/3/13,11.9,15.6,10.7
1997/3/14,12.7,15.3,11.0
1997/3/15,12.3,13.4,11.3
1997/3/16,10.2,11.4,8.8
1997/3/17,10.5,14.2,7.3
1997/3/18,11.0,14.6,7.8
1997/3/19,10.5,11.5,9.7
1997/3/20,9.8,10.6,9.0
1997/3/21,11.8,14.7,10.2
1997/3/22,13.8,17.9,10.4
1997/3/23,12.3,16.3,8.6
1997/3/24,8.0,11.9,4.6
1997/3/25,11.8,15.4,5.9
1997/3/26,13.8,19.1,9.8
1997/3/27,11.8,16.0,8.8
1997/3/28,13.1,16.9,7.2
1997/3/29,16.3,18.9,14.1
1997/3/30,16.5,19.4,10.5
1997/3/31,11.9,15.6,7.1
