ダウンロードした時刻：2017/07/24 15:39:03

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,12.0,16.6,4.6
1997/1/2,3.6,9.6,0.7
1997/1/3,1.4,3.6,0.4
1997/1/4,1.9,5.0,0.2
1997/1/5,2.2,4.8,-1.0
1997/1/6,4.6,7.2,2.4
1997/1/7,4.5,7.6,1.6
1997/1/8,2.1,5.2,0.6
1997/1/9,2.0,4.4,0.5
1997/1/10,2.8,6.6,0.5
1997/1/11,3.8,7.7,1.6
1997/1/12,3.8,8.9,0.3
1997/1/13,3.4,8.8,-0.5
1997/1/14,5.5,10.5,-0.3
1997/1/15,2.6,5.7,1.3
1997/1/16,3.7,9.7,-0.8
1997/1/17,4.9,10.6,0.7
1997/1/18,5.1,8.6,2.4
1997/1/19,3.3,5.9,1.6
1997/1/20,5.0,8.3,1.1
1997/1/21,1.1,6.0,-4.6
1997/1/22,-1.9,2.2,-6.1
1997/1/23,2.3,4.7,-0.9
1997/1/24,3.0,4.3,1.4
1997/1/25,0.4,2.0,-0.6
1997/1/26,1.5,3.8,-0.2
1997/1/27,3.1,6.6,0.9
1997/1/28,3.8,8.6,0.6
1997/1/29,0.6,1.7,0.0
1997/1/30,0.0,2.2,-1.4
1997/1/31,1.3,5.5,-1.9
1997/2/1,0.5,4.0,-1.6
1997/2/2,1.6,6.3,-3.2
1997/2/3,1.9,4.6,-0.7
1997/2/4,0.3,3.4,-1.2
1997/2/5,1.3,6.2,-3.1
1997/2/6,2.2,8.3,-0.3
1997/2/7,3.0,6.6,0.7
1997/2/8,3.3,8.7,-0.9
1997/2/9,3.9,10.3,-0.5
1997/2/10,4.3,9.7,0.5
1997/2/11,1.3,7.7,-0.6
1997/2/12,1.1,2.8,-0.5
1997/2/13,0.8,4.9,-1.4
1997/2/14,1.5,6.1,-1.3
1997/2/15,5.6,11.3,-0.4
1997/2/16,5.2,9.8,2.6
1997/2/17,2.0,4.2,0.2
1997/2/18,0.8,4.8,-0.4
1997/2/19,0.2,2.3,-2.1
1997/2/20,5.8,11.1,1.7
1997/2/21,0.9,6.9,-3.6
1997/2/22,-2.2,1.6,-5.2
1997/2/23,0.0,6.7,-5.8
1997/2/24,3.5,10.8,-2.0
1997/2/25,8.3,15.2,0.0
1997/2/26,7.5,13.4,1.7
1997/2/27,4.0,9.0,0.0
1997/2/28,10.4,18.3,-1.4
1997/3/1,8.0,14.7,2.6
1997/3/2,5.0,12.0,-0.7
1997/3/3,2.7,5.9,-0.4
1997/3/4,5.0,10.1,-0.5
1997/3/5,6.7,10.9,2.5
1997/3/6,11.9,19.7,3.3
1997/3/7,12.0,18.4,6.6
1997/3/8,6.8,11.9,2.9
1997/3/9,4.9,9.7,0.5
1997/3/10,5.6,11.4,-1.3
1997/3/11,8.4,11.8,1.5
1997/3/12,4.2,8.9,-0.4
1997/3/13,5.9,12.5,-0.9
1997/3/14,10.1,17.2,4.1
1997/3/15,8.3,10.0,7.4
1997/3/16,7.2,9.5,5.5
1997/3/17,5.6,9.2,1.3
1997/3/18,4.7,10.4,-0.7
1997/3/19,5.7,11.2,0.7
1997/3/20,5.4,10.8,0.9
1997/3/21,8.7,18.5,-0.2
1997/3/22,7.7,9.7,5.4
1997/3/23,6.6,11.6,2.9
1997/3/24,3.5,6.8,0.9
1997/3/25,7.7,15.7,-0.9
1997/3/26,9.0,14.3,3.9
1997/3/27,8.8,12.3,5.0
1997/3/28,10.0,16.7,2.4
1997/3/29,14.0,17.7,11.3
1997/3/30,8.5,14.0,3.2
1997/3/31,6.6,12.0,1.6
1997/4/1,8.3,14.7,1.4
1997/4/2,8.8,12.4,5.0
1997/4/3,10.5,12.1,9.5
1997/4/4,9.9,11.2,9.4
1997/4/5,10.1,11.2,9.5
1997/4/6,10.4,11.9,9.6
1997/4/7,10.3,11.9,8.6
1997/4/8,11.4,16.7,8.1
1997/4/9,12.7,18.7,8.4
1997/4/10,10.6,16.3,4.6
1997/4/11,9.7,16.2,5.2
1997/4/12,11.4,17.9,3.0
1997/4/13,14.5,21.5,8.2
1997/4/14,13.8,22.0,7.7
1997/4/15,9.8,12.3,4.7
1997/4/16,7.5,12.6,2.8
1997/4/17,10.6,16.5,2.6
1997/4/18,11.2,14.8,8.9
1997/4/19,10.4,14.9,6.9
1997/4/20,10.4,15.2,4.8
1997/4/21,17.0,22.1,8.6
1997/4/22,13.7,18.0,11.1
1997/4/23,9.8,12.9,7.3
1997/4/24,10.2,16.7,4.9
1997/4/25,12.1,18.6,5.7
1997/4/26,14.2,21.0,6.5
1997/4/27,17.0,24.4,9.9
1997/4/28,15.8,19.7,11.5
1997/4/29,19.6,26.1,12.2
1997/4/30,15.7,18.4,12.2
1997/5/1,16.7,23.5,9.7
