ダウンロードした時刻：2017/07/24 15:47:39

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,10.6,13.4,6.6
2007/1/2,14.3,19.2,11.6
2007/1/3,13.6,15.8,11.7
2007/1/4,11.8,13.8,9.7
2007/1/5,12.4,15.1,9.6
2007/1/6,9.5,12.5,4.1
2007/1/7,7.8,11.5,4.2
2007/1/8,8.0,10.4,4.1
2007/1/9,6.7,11.1,2.7
2007/1/10,7.8,14.0,4.1
2007/1/11,7.7,14.4,1.8
2007/1/12,9.0,14.1,4.1
2007/1/13,8.1,11.1,5.0
2007/1/14,6.9,13.1,1.8
2007/1/15,8.3,14.8,2.2
2007/1/16,11.6,15.3,6.7
2007/1/17,13.0,16.0,9.2
2007/1/18,9.5,13.8,6.1
2007/1/19,9.2,12.5,4.2
2007/1/20,12.1,17.4,8.6
2007/1/21,9.7,11.8,8.1
2007/1/22,9.8,15.7,4.4
2007/1/23,9.7,13.0,6.5
2007/1/24,10.3,15.9,6.6
2007/1/25,8.8,15.6,3.7
2007/1/26,9.9,14.8,4.5
2007/1/27,9.5,13.9,6.5
2007/1/28,7.2,11.3,4.8
2007/1/29,6.6,12.4,2.4
2007/1/30,8.3,15.7,1.4
2007/1/31,8.2,11.7,5.6
2007/2/1,4.6,6.4,2.6
2007/2/2,3.1,5.6,0.5
2007/2/3,5.8,11.9,-1.5
2007/2/4,10.5,17.3,5.4
2007/2/5,11.2,17.1,5.8
2007/2/6,13.1,21.2,7.2
2007/2/7,13.7,21.3,8.0
2007/2/8,13.9,18.2,8.8
2007/2/9,16.2,18.0,12.1
2007/2/10,11.8,14.7,9.7
2007/2/11,9.7,14.7,5.9
2007/2/12,9.8,16.6,3.5
2007/2/13,12.2,17.7,4.7
2007/2/14,14.3,19.0,8.3
2007/2/15,9.0,14.5,5.8
2007/2/16,9.2,12.3,3.8
2007/2/17,12.9,14.4,11.1
2007/2/18,14.9,18.6,12.3
2007/2/19,12.7,19.1,8.3
2007/2/20,11.6,17.4,6.0
2007/2/21,12.7,19.0,7.1
2007/2/22,12.6,17.8,8.0
2007/2/23,13.2,18.8,9.8
2007/2/24,11.0,15.4,6.5
2007/2/25,10.4,11.3,9.4
2007/2/26,13.7,18.9,9.2
2007/2/27,16.2,20.1,14.1
2007/2/28,13.5,18.4,9.7
2007/3/1,12.7,18.5,5.8
2007/3/2,15.3,20.6,10.4
2007/3/3,15.9,22.3,10.2
2007/3/4,17.4,22.2,12.9
2007/3/5,13.0,18.1,9.0
2007/3/6,8.1,12.2,4.1
2007/3/7,6.2,11.3,2.8
2007/3/8,7.8,12.6,4.4
2007/3/9,9.3,13.8,6.2
2007/3/10,11.0,15.0,5.2
2007/3/11,9.2,13.5,5.7
2007/3/12,9.6,15.4,5.6
2007/3/13,10.6,16.5,7.3
2007/3/14,11.3,16.9,3.9
2007/3/15,13.1,15.1,10.5
2007/3/16,11.0,12.6,8.9
2007/3/17,11.9,16.6,8.6
2007/3/18,11.4,15.4,8.0
2007/3/19,8.8,11.1,6.0
2007/3/20,10.9,16.9,6.2
2007/3/21,13.0,19.8,6.4
2007/3/22,14.8,21.6,10.5
2007/3/23,16.2,22.0,8.6
2007/3/24,19.5,20.5,17.6
2007/3/25,17.7,21.6,13.1
2007/3/26,16.9,24.2,10.1
2007/3/27,14.2,16.0,11.5
2007/3/28,16.0,23.8,9.3
2007/3/29,19.0,26.2,12.3
2007/3/30,20.6,24.7,16.1
2007/3/31,19.7,23.9,13.8
2007/4/1,18.3,23.2,14.7
2007/4/2,15.3,17.1,11.6
2007/4/3,11.8,15.8,8.4
2007/4/4,12.0,17.6,7.5
2007/4/5,12.6,17.6,7.2
2007/4/6,14.8,18.6,12.8
2007/4/7,16.0,22.1,12.7
2007/4/8,14.4,19.2,9.3
2007/4/9,15.2,21.4,8.9
2007/4/10,16.1,20.5,10.8
2007/4/11,17.6,22.1,14.1
2007/4/12,17.6,23.3,11.7
2007/4/13,19.8,24.9,14.0
2007/4/14,17.8,24.3,13.3
2007/4/15,16.0,19.0,14.3
2007/4/16,16.1,21.5,12.4
2007/4/17,14.4,19.7,9.9
2007/4/18,10.0,12.0,8.6
2007/4/19,13.3,20.2,6.8
2007/4/20,16.5,22.1,9.3
2007/4/21,19.8,24.5,15.2
2007/4/22,20.2,23.2,18.9
2007/4/23,19.4,23.3,17.2
2007/4/24,17.3,19.1,14.8
2007/4/25,16.8,21.4,13.0
2007/4/26,17.5,24.9,10.3
2007/4/27,17.8,22.7,13.9
2007/4/28,18.6,26.3,13.0
2007/4/29,18.5,24.7,12.0
2007/4/30,18.6,22.9,14.6
2007/5/1,20.5,23.8,17.6
