ダウンロードした時刻：2017/07/24 15:43:02

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,3.7,9.7,-1.3
2006/1/2,5.6,8.1,3.1
2006/1/3,5.1,7.6,3.1
2006/1/4,4.4,6.2,2.0
2006/1/5,0.5,2.6,-1.0
2006/1/6,-0.1,2.2,-2.1
2006/1/7,0.6,2.6,-0.7
2006/1/8,1.0,4.4,-0.8
2006/1/9,1.3,7.3,-2.1
2006/1/10,3.2,6.3,0.2
2006/1/11,3.6,8.8,0.1
2006/1/12,3.6,8.7,-1.4
2006/1/13,8.2,14.9,2.6
2006/1/14,8.8,10.9,6.3
2006/1/15,6.1,9.4,1.2
2006/1/16,5.1,11.1,-0.2
2006/1/17,5.6,6.9,4.2
2006/1/18,4.6,9.4,1.8
2006/1/19,3.0,5.5,2.0
2006/1/20,3.9,7.2,1.7
2006/1/21,3.2,6.7,0.7
2006/1/22,2.7,8.3,-0.2
2006/1/23,1.8,5.2,-1.7
2006/1/24,3.2,5.9,-1.6
2006/1/25,3.8,8.6,0.5
2006/1/26,4.7,9.6,1.4
2006/1/27,5.1,9.2,1.5
2006/1/28,3.9,6.3,0.2
2006/1/29,4.6,12.2,-2.5
2006/1/30,8.7,13.0,5.6
2006/1/31,7.1,9.2,5.7
2006/2/1,6.4,7.6,4.6
2006/2/2,5.6,8.7,3.3
2006/2/3,2.0,7.0,-2.1
2006/2/4,-0.6,3.3,-4.3
2006/2/5,0.5,4.5,-1.0
2006/2/6,0.8,2.2,-0.4
2006/2/7,4.2,9.3,1.6
2006/2/8,1.8,4.7,0.0
2006/2/9,1.4,4.7,-0.5
2006/2/10,4.2,8.0,0.5
2006/2/11,5.5,7.7,3.5
2006/2/12,1.5,3.9,-0.9
2006/2/13,5.4,12.8,-2.1
2006/2/14,7.6,14.0,-0.1
2006/2/15,9.8,12.3,7.2
2006/2/16,7.1,8.9,4.9
2006/2/17,2.6,7.1,0.2
2006/2/18,2.7,7.4,-0.9
2006/2/19,4.4,10.7,-1.3
2006/2/20,4.5,10.4,0.9
2006/2/21,6.5,13.1,1.9
2006/2/22,8.5,16.4,3.4
2006/2/23,6.2,9.3,2.2
2006/2/24,5.5,11.6,1.2
2006/2/25,8.0,13.7,1.5
2006/2/26,9.7,13.1,5.8
2006/2/27,4.3,7.1,2.9
2006/2/28,5.2,8.1,3.0
2006/3/1,3.6,5.6,1.3
2006/3/2,3.3,6.8,0.5
2006/3/3,2.4,7.6,0.2
2006/3/4,4.0,10.5,-1.5
2006/3/5,8.3,16.7,-0.2
2006/3/6,9.4,13.4,6.6
2006/3/7,8.6,14.9,2.6
2006/3/8,10.6,15.8,6.5
2006/3/9,8.0,9.6,5.5
2006/3/10,10.4,16.9,6.7
2006/3/11,12.0,17.3,5.6
2006/3/12,6.5,13.8,0.0
2006/3/13,0.9,3.5,-1.2
2006/3/14,1.7,4.4,-1.2
2006/3/15,6.1,13.5,-2.4
2006/3/16,7.7,11.0,5.3
2006/3/17,10.0,15.5,5.4
2006/3/18,7.8,11.3,4.1
2006/3/19,5.6,9.3,0.9
2006/3/20,6.1,13.2,-1.4
2006/3/21,9.0,16.4,3.7
2006/3/22,7.1,9.9,4.3
2006/3/23,8.7,14.8,3.8
2006/3/24,6.6,12.7,2.0
2006/3/25,8.7,18.0,-0.1
2006/3/26,10.5,18.1,6.7
2006/3/27,11.4,19.1,5.9
2006/3/28,7.0,16.0,2.2
2006/3/29,5.5,9.2,1.6
2006/3/30,4.1,6.3,1.5
2006/3/31,5.7,11.6,-0.7
2006/4/1,9.1,16.2,0.9
2006/4/2,13.5,17.2,9.8
2006/4/3,12.3,17.1,8.6
2006/4/4,11.5,19.6,5.9
2006/4/5,10.4,12.0,8.1
2006/4/6,8.2,12.1,3.6
2006/4/7,11.4,18.9,5.1
2006/4/8,12.5,15.3,6.9
2006/4/9,10.1,14.7,5.1
2006/4/10,11.8,14.5,9.8
2006/4/11,16.8,24.2,12.6
2006/4/12,11.6,12.6,11.1
2006/4/13,10.1,11.2,8.1
2006/4/14,9.0,12.1,6.5
2006/4/15,8.4,10.2,5.6
2006/4/16,10.0,15.8,4.5
2006/4/17,9.3,16.6,1.8
2006/4/18,14.8,22.3,8.1
2006/4/19,17.4,23.8,11.0
2006/4/20,9.3,13.1,6.6
2006/4/21,10.0,15.4,5.6
2006/4/22,10.7,15.5,5.2
2006/4/23,14.6,19.7,11.1
2006/4/24,13.0,16.7,9.9
2006/4/25,11.8,16.2,6.6
2006/4/26,11.4,17.7,5.1
2006/4/27,12.8,19.4,9.3
2006/4/28,13.3,20.2,6.4
2006/4/29,14.6,22.8,7.5
2006/4/30,18.9,26.7,11.4
2006/5/1,21.5,26.0,17.8
