ダウンロードした時刻：2019/10/10 16:23:39

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,6.9,10.9,3.4
1981/12/2,2.8,5.9,0.5
1981/12/3,4.3,11.6,-2.2
1981/12/4,5.1,12.4,-1.7
1981/12/5,7.8,13.6,2.4
1981/12/6,8.5,13.3,4.8
1981/12/7,5.8,10.5,2.6
1981/12/8,4.6,10.6,-0.9
1981/12/9,5.9,13.2,0.3
1981/12/10,6.7,14.1,0.7
1981/12/11,7.1,13.4,1.0
1981/12/12,8.0,14.1,1.8
1981/12/13,5.6,11.3,0.7
1981/12/14,3.7,8.5,-0.6
1981/12/15,1.8,8.2,-2.3
1981/12/16,4.1,11.1,-3.2
1981/12/17,7.7,14.6,0.5
1981/12/18,8.4,13.9,2.0
1981/12/19,7.2,8.7,3.9
1981/12/20,5.9,9.2,2.8
1981/12/21,7.5,11.7,3.4
1981/12/22,9.9,15.1,5.8
1981/12/23,9.8,14.7,7.1
1981/12/24,4.8,9.0,0.4
1981/12/25,3.8,10.8,-2.5
1981/12/26,7.4,15.0,-1.1
1981/12/27,11.7,18.3,6.6
1981/12/28,9.8,17.7,5.0
1981/12/29,9.8,14.1,4.2
1981/12/30,8.5,13.1,3.3
1981/12/31,6.7,9.7,3.1
1982/1/1,4.9,8.9,1.2
1982/1/2,4.3,10.9,-0.6
1982/1/3,6.3,14.0,-1.4
1982/1/4,12.2,13.8,8.2
1982/1/5,9.3,13.2,4.0
1982/1/6,6.1,12.8,-0.3
1982/1/7,4.8,10.0,1.0
1982/1/8,4.8,11.3,-2.2
1982/1/9,7.2,12.0,2.8
1982/1/10,5.7,13.0,-0.4
1982/1/11,8.6,17.0,-1.1
1982/1/12,10.0,14.2,3.3
1982/1/13,3.2,8.0,-1.0
1982/1/14,2.3,7.6,-1.6
1982/1/15,2.4,9.0,-4.3
1982/1/16,2.1,5.1,-1.5
1982/1/17,0.8,5.3,-3.5
1982/1/18,2.6,8.7,-2.0
1982/1/19,1.0,3.0,-1.1
1982/1/20,2.8,7.1,-0.8
1982/1/21,3.7,10.7,-3.7
1982/1/22,7.3,12.8,1.5
1982/1/23,7.1,11.7,2.9
1982/1/24,5.2,7.2,1.2
1982/1/25,5.8,11.2,0.9
1982/1/26,4.7,10.9,-0.8
1982/1/27,5.3,9.8,1.1
1982/1/28,1.6,4.7,-1.0
1982/1/29,-0.8,2.3,-3.2
1982/1/30,0.6,6.5,-5.1
1982/1/31,2.0,5.5,-2.2
1982/2/1,4.3,7.8,1.1
1982/2/2,2.0,8.5,-3.2
1982/2/3,4.1,8.5,-3.1
1982/2/4,7.8,12.4,5.4
1982/2/5,5.9,10.3,2.7
1982/2/6,3.3,5.9,0.6
1982/2/7,3.0,7.8,-1.2
1982/2/8,3.8,9.7,-0.1
1982/2/9,2.8,9.3,-3.9
1982/2/10,5.0,10.0,1.2
1982/2/11,5.3,9.9,-1.0
1982/2/12,7.5,12.2,3.7
1982/2/13,6.2,13.8,-1.0
1982/2/14,4.8,10.2,0.3
1982/2/15,4.2,11.9,-3.1
1982/2/16,5.0,9.8,-0.1
1982/2/17,6.5,11.0,2.6
1982/2/18,7.8,14.8,0.3
1982/2/19,12.4,15.1,8.4
1982/2/20,12.6,13.8,11.0
1982/2/21,9.7,11.9,6.0
1982/2/22,8.5,14.9,1.6
1982/2/23,9.6,14.4,5.0
1982/2/24,5.0,7.4,1.6
1982/2/25,5.7,12.5,-1.2
1982/2/26,6.2,12.4,0.4
1982/2/27,7.7,14.2,0.5
1982/2/28,6.7,10.3,3.6
1982/3/1,6.9,9.7,3.8
1982/3/2,6.1,11.0,1.0
1982/3/3,5.1,12.6,-1.8
1982/3/4,10.3,15.5,1.3
1982/3/5,13.8,17.1,9.4
1982/3/6,10.3,14.9,6.6
1982/3/7,6.6,10.2,3.8
1982/3/8,5.8,11.0,1.9
1982/3/9,7.5,14.4,0.6
1982/3/10,8.7,17.2,0.8
1982/3/11,10.5,19.2,1.3
1982/3/12,11.9,16.6,8.7
1982/3/13,13.4,20.8,7.1
1982/3/14,13.6,19.5,5.5
1982/3/15,14.5,17.0,12.6
1982/3/16,14.4,18.9,10.2
1982/3/17,11.8,16.9,7.0
1982/3/18,13.3,18.2,10.4
1982/3/19,12.4,14.5,10.4
1982/3/20,12.8,13.9,11.9
1982/3/21,11.9,15.9,8.2
1982/3/22,13.3,22.3,4.2
1982/3/23,16.7,23.4,10.6
1982/3/24,13.3,17.7,7.5
1982/3/25,8.7,14.2,5.0
1982/3/26,9.4,16.0,1.4
1982/3/27,10.6,14.1,7.7
1982/3/28,12.0,19.9,3.7
1982/3/29,13.1,20.8,3.2
1982/3/30,14.3,21.3,8.9
1982/3/31,13.5,19.7,9.2
