ダウンロードした時刻：2019/10/10 15:50:06

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,7.5,15.4,1.4
1986/12/2,7.3,12.7,2.6
1986/12/3,4.9,7.1,0.8
1986/12/4,8.4,16.5,5.6
1986/12/5,7.2,12.0,2.9
1986/12/6,6.9,14.0,1.6
1986/12/7,7.8,16.9,3.6
1986/12/8,7.7,13.2,4.3
1986/12/9,6.7,15.0,1.8
1986/12/10,7.8,12.8,1.3
1986/12/11,9.6,13.3,4.2
1986/12/12,8.8,14.8,1.1
1986/12/13,9.3,13.9,4.6
1986/12/14,8.5,10.0,6.4
1986/12/15,7.5,10.5,5.0
1986/12/16,6.2,9.9,2.9
1986/12/17,5.5,9.8,0.3
1986/12/18,4.4,6.0,-0.1
1986/12/19,9.4,16.1,4.6
1986/12/20,4.6,9.1,0.1
1986/12/21,3.7,8.9,-0.2
1986/12/22,3.1,5.4,0.7
1986/12/23,3.5,10.0,-1.2
1986/12/24,7.6,15.1,-0.6
1986/12/25,5.2,7.3,1.7
1986/12/26,6.6,10.6,3.5
1986/12/27,4.3,8.9,0.7
1986/12/28,1.3,2.8,0.4
1986/12/29,2.5,6.3,-1.0
1986/12/30,4.3,11.5,-1.8
1986/12/31,6.0,10.1,0.9
1987/1/1,4.3,9.2,1.6
1987/1/2,1.9,3.6,-0.1
1987/1/3,6.2,12.2,0.2
1987/1/4,4.5,8.4,0.5
1987/1/5,1.5,3.5,-0.4
1987/1/6,1.0,3.5,-1.2
1987/1/7,2.6,7.0,-1.0
1987/1/8,6.2,12.9,-0.3
1987/1/9,5.2,11.3,1.2
1987/1/10,1.5,6.5,-1.5
1987/1/11,0.1,4.4,-4.0
1987/1/12,-0.1,3.1,-4.1
1987/1/13,2.0,7.8,-1.9
1987/1/14,1.3,5.9,-3.4
1987/1/15,4.6,11.1,-1.8
1987/1/16,5.1,10.2,-0.7
1987/1/17,8.1,16.9,1.9
1987/1/18,4.0,9.0,0.1
1987/1/19,2.1,8.3,-1.9
1987/1/20,-0.1,3.3,-3.3
1987/1/21,0.7,6.7,-5.2
1987/1/22,2.5,10.6,-4.2
1987/1/23,4.7,8.9,0.0
1987/1/24,6.7,12.6,1.8
1987/1/25,1.4,6.5,-1.5
1987/1/26,1.0,6.2,-3.4
1987/1/27,2.7,9.1,-3.3
1987/1/28,4.5,11.0,-1.1
1987/1/29,6.0,12.7,0.0
1987/1/30,6.3,15.5,1.3
1987/1/31,3.5,9.8,-1.0
1987/2/1,1.3,5.4,-2.3
1987/2/2,-0.6,0.6,-1.8
1987/2/3,1.1,2.5,-0.7
1987/2/4,1.9,3.3,0.2
1987/2/5,3.7,9.3,-2.9
1987/2/6,6.0,11.0,0.0
1987/2/7,7.0,13.9,1.4
1987/2/8,6.5,11.5,2.3
1987/2/9,6.2,13.5,0.7
1987/2/10,9.9,17.1,3.4
1987/2/11,13.8,23.4,5.5
1987/2/12,10.5,21.8,4.7
1987/2/13,4.1,6.4,1.5
1987/2/14,5.7,14.0,0.4
1987/2/15,4.0,9.5,1.0
1987/2/16,2.9,8.5,-2.2
1987/2/17,2.4,6.0,-0.3
1987/2/18,1.6,3.9,0.2
1987/2/19,2.1,5.6,0.4
1987/2/20,2.8,9.3,-1.9
1987/2/21,2.4,7.0,-3.0
1987/2/22,1.3,5.3,-1.5
1987/2/23,6.5,11.8,1.0
1987/2/24,6.9,12.9,1.7
1987/2/25,2.6,8.7,-1.5
1987/2/26,1.2,6.7,-3.1
1987/2/27,2.0,7.3,-3.3
1987/2/28,2.9,9.2,-1.9
1987/3/1,2.0,8.5,-1.4
1987/3/2,0.7,7.0,-3.5
1987/3/3,4.0,10.2,-2.6
1987/3/4,8.8,16.1,0.8
1987/3/5,10.4,18.7,2.9
1987/3/6,8.3,15.4,2.5
1987/3/7,1.4,5.9,-0.4
1987/3/8,3.8,10.2,-1.7
1987/3/9,5.8,11.9,1.6
1987/3/10,3.9,8.1,0.0
1987/3/11,4.1,8.8,0.6
1987/3/12,7.8,13.4,0.9
1987/3/13,6.8,8.7,5.7
1987/3/14,11.0,17.4,5.9
1987/3/15,7.3,13.3,3.0
1987/3/16,6.4,12.3,1.6
1987/3/17,4.5,7.8,1.3
1987/3/18,8.1,13.8,2.5
1987/3/19,7.0,10.5,2.8
1987/3/20,9.9,16.6,5.8
1987/3/21,7.2,10.6,2.4
1987/3/22,10.8,17.2,4.9
1987/3/23,12.0,14.5,9.7
1987/3/24,13.3,17.5,11.4
1987/3/25,9.8,19.9,2.9
1987/3/26,4.9,10.7,1.2
1987/3/27,7.3,13.3,0.3
1987/3/28,8.4,13.3,2.8
1987/3/29,10.3,14.4,7.4
1987/3/30,11.7,17.7,4.7
1987/3/31,7.0,13.0,0.6
