ダウンロードした時刻：2017/07/24 15:43:17

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,4.0,6.9,2.6
1996/1/2,4.1,10.3,-0.2
1996/1/3,6.3,10.8,1.6
1996/1/4,2.1,4.0,0.0
1996/1/5,5.0,10.1,0.7
1996/1/6,6.7,11.0,4.4
1996/1/7,7.9,15.8,0.8
1996/1/8,6.7,13.6,-0.9
1996/1/9,-0.6,2.2,-2.5
1996/1/10,1.6,3.2,0.5
1996/1/11,2.7,6.5,1.1
1996/1/12,3.9,8.2,1.1
1996/1/13,3.3,10.1,-1.5
1996/1/14,8.6,14.4,-0.4
1996/1/15,10.4,14.5,7.9
1996/1/16,6.6,9.9,0.8
1996/1/17,3.5,8.1,0.6
1996/1/18,2.9,4.9,1.5
1996/1/19,4.1,8.9,0.0
1996/1/20,5.0,10.0,1.6
1996/1/21,4.0,8.4,0.3
1996/1/22,4.3,9.1,-0.2
1996/1/23,4.1,7.0,1.3
1996/1/24,1.7,3.5,0.1
1996/1/25,1.2,4.8,-2.4
1996/1/26,1.3,2.8,-0.6
1996/1/27,1.6,7.0,-1.2
1996/1/28,3.6,7.9,-0.6
1996/1/29,4.6,8.9,1.6
1996/1/30,1.6,3.8,-0.6
1996/1/31,0.3,3.0,-1.6
1996/2/1,-0.1,2.9,-2.2
1996/2/2,-0.8,1.7,-3.3
1996/2/3,0.4,3.9,-2.0
1996/2/4,2.2,7.0,-1.9
1996/2/5,2.8,8.2,-1.9
1996/2/6,0.7,2.2,-1.5
1996/2/7,0.9,3.5,-2.0
1996/2/8,2.6,8.7,-3.4
1996/2/9,1.6,4.7,-1.6
1996/2/10,0.2,2.4,-1.2
1996/2/11,3.4,8.3,-0.6
1996/2/12,8.1,13.9,2.2
1996/2/13,11.1,20.1,4.9
1996/2/14,11.5,23.2,4.2
1996/2/15,7.0,9.6,4.7
1996/2/16,2.9,4.8,1.6
1996/2/17,2.8,6.8,-0.1
1996/2/18,1.5,3.2,0.4
1996/2/19,0.1,4.6,-3.4
1996/2/20,1.4,6.7,-2.4
1996/2/21,0.7,3.1,-0.3
1996/2/22,1.5,5.4,-1.1
1996/2/23,2.8,6.9,-0.4
1996/2/24,2.3,4.7,-0.4
1996/2/25,0.8,5.3,-2.9
1996/2/26,3.6,8.3,0.8
1996/2/27,5.2,10.8,1.3
1996/2/28,6.0,10.3,1.0
1996/2/29,6.2,13.4,-1.4
1996/3/1,5.6,9.7,3.0
1996/3/2,3.6,7.7,0.4
1996/3/3,4.1,9.3,1.0
1996/3/4,4.8,10.7,-0.2
1996/3/5,2.4,5.8,-0.1
1996/3/6,3.3,9.6,-1.4
1996/3/7,5.9,12.9,-0.4
1996/3/8,9.3,13.8,5.0
1996/3/9,4.9,8.4,2.1
1996/3/10,3.8,7.7,0.6
1996/3/11,4.5,10.3,1.0
1996/3/12,3.2,7.0,0.0
1996/3/13,5.6,13.0,-0.7
1996/3/14,8.5,16.7,0.8
1996/3/15,7.0,8.1,6.0
1996/3/16,8.9,15.2,0.4
1996/3/17,12.1,16.3,9.1
1996/3/18,5.9,10.6,0.0
1996/3/19,4.0,7.4,-0.2
1996/3/20,6.7,13.4,0.5
1996/3/21,11.7,18.8,2.7
1996/3/22,10.3,15.7,7.5
1996/3/23,5.6,8.0,2.6
1996/3/24,6.3,12.4,-0.3
1996/3/25,8.0,10.1,5.3
1996/3/26,6.9,13.1,1.5
1996/3/27,8.0,16.1,1.7
1996/3/28,7.8,13.2,2.2
1996/3/29,10.1,17.0,3.2
1996/3/30,17.1,23.3,12.9
1996/3/31,11.8,14.2,9.5
1996/4/1,8.1,11.1,3.6
1996/4/2,5.3,8.9,1.2
1996/4/3,3.4,6.4,0.8
1996/4/4,4.1,9.5,-0.1
1996/4/5,6.6,13.0,0.1
1996/4/6,9.0,15.9,0.6
1996/4/7,10.6,15.8,7.7
1996/4/8,10.0,15.0,5.0
1996/4/9,9.5,15.7,4.1
1996/4/10,6.7,13.6,0.8
1996/4/11,5.4,11.1,0.2
1996/4/12,6.6,10.4,2.6
1996/4/13,6.8,14.0,-0.5
1996/4/14,9.8,17.2,1.2
1996/4/15,12.4,18.2,7.9
1996/4/16,10.6,13.3,6.8
1996/4/17,13.2,19.7,4.8
1996/4/18,13.1,16.6,6.9
1996/4/19,8.8,13.4,5.2
1996/4/20,8.5,12.2,5.7
1996/4/21,7.8,13.2,3.2
1996/4/22,10.0,18.4,1.3
1996/4/23,13.6,23.1,6.1
1996/4/24,14.2,21.3,7.3
1996/4/25,14.9,23.8,7.1
1996/4/26,14.8,22.3,8.7
1996/4/27,16.3,24.0,8.3
1996/4/28,16.2,23.8,10.6
1996/4/29,18.2,28.7,11.1
1996/4/30,18.2,20.5,16.0
1996/5/1,17.6,21.9,14.7
