ダウンロードした時刻：2019/10/10 16:16:31

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,11.3,17.8,6.5
2010/12/2,13.1,20.3,5.2
2010/12/3,13.8,18.6,10.0
2010/12/4,10.8,14.3,7.2
2010/12/5,9.7,15.7,4.1
2010/12/6,11.1,17.1,4.5
2010/12/7,10.7,13.3,7.4
2010/12/8,7.9,11.8,2.9
2010/12/9,7.9,10.6,5.4
2010/12/10,7.5,12.4,2.9
2010/12/11,9.3,14.4,3.9
2010/12/12,8.5,12.4,2.8
2010/12/13,10.9,12.4,9.7
2010/12/14,13.2,16.1,10.5
2010/12/15,6.1,10.7,3.3
2010/12/16,4.3,6.3,1.4
2010/12/17,5.0,9.0,0.8
2010/12/18,8.2,11.9,3.1
2010/12/19,6.7,12.5,1.3
2010/12/20,10.3,15.1,6.0
2010/12/21,8.6,11.9,4.3
2010/12/22,12.3,15.8,10.0
2010/12/23,11.0,14.1,8.4
2010/12/24,7.6,10.9,3.2
2010/12/25,3.1,5.1,1.8
2010/12/26,4.0,7.0,1.6
2010/12/27,5.3,8.6,2.2
2010/12/28,8.2,15.3,3.4
2010/12/29,5.7,7.6,4.0
2010/12/30,3.7,5.8,2.0
2010/12/31,3.0,5.2,1.3
2011/1/1,3.9,6.1,2.1
2011/1/2,5.2,9.6,1.4
2011/1/3,4.3,8.8,0.6
2011/1/4,5.8,10.0,1.9
2011/1/5,5.7,8.8,0.4
2011/1/6,5.8,7.9,3.7
2011/1/7,3.7,7.2,0.3
2011/1/8,4.1,9.8,-1.3
2011/1/9,6.5,10.0,3.3
2011/1/10,3.1,6.9,-0.1
2011/1/11,3.6,8.6,-2.0
2011/1/12,4.5,7.0,1.5
2011/1/13,3.9,7.6,0.1
2011/1/14,3.9,8.5,-0.1
2011/1/15,3.4,6.9,-1.7
2011/1/16,-0.1,3.5,-2.5
2011/1/17,3.8,7.3,0.4
2011/1/18,5.1,8.2,0.5
2011/1/19,5.0,7.4,3.3
2011/1/20,4.4,7.3,1.7
2011/1/21,3.8,8.5,-0.8
2011/1/22,5.7,9.2,3.1
2011/1/23,4.9,8.7,1.2
2011/1/24,4.4,8.9,0.5
2011/1/25,5.3,8.6,2.8
2011/1/26,4.0,6.7,1.3
2011/1/27,3.9,7.1,1.5
2011/1/28,3.8,7.4,0.2
2011/1/29,2.4,7.8,-1.5
2011/1/30,0.6,4.5,-1.3
2011/1/31,1.4,5.0,-1.8
2011/2/1,4.9,8.5,1.7
2011/2/2,4.9,10.7,-0.6
2011/2/3,6.2,11.9,0.7
2011/2/4,7.5,12.4,3.1
2011/2/5,6.0,12.9,1.0
2011/2/6,6.5,11.8,-0.2
2011/2/7,9.5,13.4,5.0
2011/2/8,6.2,10.8,1.6
2011/2/9,7.8,11.6,4.5
2011/2/10,4.1,7.1,0.5
2011/2/11,1.6,4.2,0.3
2011/2/12,3.0,6.7,0.3
2011/2/13,3.2,7.2,-0.6
2011/2/14,1.2,2.7,0.4
2011/2/15,4.0,8.3,0.8
2011/2/16,4.7,9.9,-1.0
2011/2/17,9.8,14.5,5.0
2011/2/18,8.5,11.1,2.5
2011/2/19,4.5,8.7,-0.4
2011/2/20,5.9,11.5,1.0
2011/2/21,6.7,12.4,0.7
2011/2/22,6.9,12.6,0.8
2011/2/23,8.9,15.1,2.5
2011/2/24,11.1,15.1,7.4
2011/2/25,12.7,20.2,8.0
2011/2/26,7.7,11.1,3.3
2011/2/27,9.7,15.0,3.2
2011/2/28,11.1,13.7,9.6
2011/3/1,8.9,9.7,8.0
2011/3/2,7.7,11.0,3.5
2011/3/3,3.9,7.4,1.3
2011/3/4,4.2,8.6,0.6
2011/3/5,5.5,10.8,-0.2
2011/3/6,7.7,12.9,3.3
2011/3/7,7.9,12.2,5.3
2011/3/8,7.1,11.7,2.5
2011/3/9,6.0,11.7,1.2
2011/3/10,5.3,9.9,0.1
2011/3/11,6.6,10.9,1.3
2011/3/12,7.2,13.6,1.4
2011/3/13,9.9,17.2,3.2
2011/3/14,12.2,18.0,5.9
2011/3/15,13.5,18.0,8.4
2011/3/16,5.2,8.8,1.5
2011/3/17,4.1,9.2,0.2
2011/3/18,5.9,10.3,0.6
2011/3/19,11.7,18.5,5.3
2011/3/20,11.3,14.8,7.3
2011/3/21,11.0,12.6,9.6
2011/3/22,10.1,14.9,5.9
2011/3/23,7.0,11.1,3.4
2011/3/24,7.4,12.3,3.4
2011/3/25,6.0,12.0,1.4
2011/3/26,5.4,8.9,2.7
2011/3/27,6.1,11.7,0.6
2011/3/28,7.7,13.5,1.0
2011/3/29,9.7,17.4,2.9
2011/3/30,10.7,16.2,5.1
2011/3/31,12.4,19.4,4.5
