É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:11

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1999/12/1,8.0,11.3,3.9
1999/12/2,8.9,12.2,7.0
1999/12/3,7.8,11.2,5.6
1999/12/4,5.8,11.6,0.4
1999/12/5,9.0,15.1,2.6
1999/12/6,9.9,12.5,6.1
1999/12/7,6.9,11.5,2.3
1999/12/8,7.0,13.6,0.1
1999/12/9,8.5,13.9,2.6
1999/12/10,9.0,14.9,3.3
1999/12/11,8.4,16.0,2.3
1999/12/12,6.7,12.7,2.0
1999/12/13,5.8,13.1,-1.3
1999/12/14,6.4,11.8,0.7
1999/12/15,5.8,11.0,1.8
1999/12/16,4.5,11.8,-1.8
1999/12/17,7.9,15.5,0.2
1999/12/18,6.2,8.0,3.8
1999/12/19,4.4,10.2,-0.9
1999/12/20,5.0,10.7,-0.9
1999/12/21,4.3,11.0,-1.9
1999/12/22,4.4,10.7,-0.1
1999/12/23,3.8,11.0,-2.6
1999/12/24,3.4,10.3,-1.7
1999/12/25,5.6,14.4,-2.6
1999/12/26,5.5,11.9,0.9
1999/12/27,5.3,11.2,0.5
1999/12/28,4.4,11.1,-1.6
1999/12/29,6.5,14.7,-0.3
1999/12/30,6.6,12.6,0.6
1999/12/31,7.2,12.1,4.4
2000/1/1,7.0,12.4,1.8
2000/1/2,4.3,8.8,-1.4
2000/1/3,7.5,13.2,3.2
2000/1/4,8.6,14.1,5.6
2000/1/5,7.3,11.8,3.8
2000/1/6,8.4,11.4,5.7
2000/1/7,11.1,17.1,7.8
2000/1/8,6.9,10.9,1.9
2000/1/9,7.0,12.5,0.2
2000/1/10,10.2,18.3,6.1
2000/1/11,6.4,10.7,3.3
2000/1/12,2.1,5.4,0.5
2000/1/13,7.0,11.6,1.5
2000/1/14,10.5,16.3,6.3
2000/1/15,8.5,13.3,4.5
2000/1/16,5.2,8.5,1.0
2000/1/17,4.8,6.7,2.7
2000/1/18,7.4,12.9,3.4
2000/1/19,5.6,7.9,4.2
2000/1/20,5.9,11.8,-0.1
2000/1/21,2.0,5.9,-0.5
2000/1/22,2.7,8.1,-1.6
2000/1/23,3.4,9.2,-2.1
2000/1/24,4.8,10.8,-0.6
2000/1/25,3.7,7.3,0.1
2000/1/26,2.3,7.7,-1.0
2000/1/27,1.7,8.2,-3.9
2000/1/28,3.2,9.6,-2.6
2000/1/29,4.7,10.7,-2.1
2000/1/30,6.9,14.4,-0.9
2000/1/31,4.6,8.8,0.3
2000/2/1,3.5,9.3,-2.2
2000/2/2,5.3,12.1,-1.2
2000/2/3,5.2,12.4,-1.7
2000/2/4,5.1,11.6,0.2
2000/2/5,5.5,12.0,-1.5
2000/2/6,5.3,9.8,1.1
2000/2/7,7.6,14.1,0.2
2000/2/8,6.3,11.8,2.3
2000/2/9,4.0,9.0,-0.1
2000/2/10,3.7,10.2,-2.0
2000/2/11,4.7,12.4,-2.3
2000/2/12,7.1,13.1,1.0
2000/2/13,7.2,12.0,3.9
2000/2/14,5.2,8.4,2.4
2000/2/15,3.1,9.2,-0.2
2000/2/16,1.1,6.9,-3.3
2000/2/17,2.5,9.0,-3.2
2000/2/18,2.5,8.4,-2.3
2000/2/19,3.7,8.2,-1.6
2000/2/20,3.9,7.5,0.8
2000/2/21,3.6,8.4,-1.1
2000/2/22,2.9,8.3,-2.1
2000/2/23,3.8,9.4,-0.4
2000/2/24,3.1,9.9,-0.8
2000/2/25,1.7,7.0,-1.9
2000/2/26,1.4,5.1,-2.0
2000/2/27,3.3,11.2,-4.0
2000/2/28,4.8,13.1,-1.5
2000/2/29,2.8,8.2,-1.1
2000/3/1,3.8,11.3,-3.8
2000/3/2,6.0,14.9,-2.8
2000/3/3,9.0,16.8,0.1
2000/3/4,8.8,14.2,4.3
2000/3/5,12.4,17.7,8.8
2000/3/6,6.5,9.6,4.8
2000/3/7,8.2,17.9,0.3
2000/3/8,6.2,12.1,1.3
2000/3/9,3.1,9.9,-1.7
2000/3/10,4.0,10.1,-1.3
2000/3/11,6.1,12.9,-0.5
2000/3/12,8.4,15.1,3.6
2000/3/13,6.3,15.6,-0.3
2000/3/14,6.0,11.7,1.1
2000/3/15,7.3,13.3,0.3
2000/3/16,5.7,8.6,3.8
2000/3/17,7.1,12.6,2.2
2000/3/18,8.6,17.2,0.6
2000/3/19,11.0,18.4,3.6
2000/3/20,8.5,12.3,4.2
2000/3/21,7.0,13.1,2.1
2000/3/22,7.3,13.1,1.8
2000/3/23,6.1,10.9,0.1
2000/3/24,9.3,15.5,3.5
2000/3/25,7.3,13.5,1.7
2000/3/26,5.4,12.2,1.9
2000/3/27,8.7,16.1,1.3
2000/3/28,10.7,17.1,4.8
2000/3/29,15.2,21.1,10.2
2000/3/30,12.4,17.4,8.1
2000/3/31,10.7,17.2,3.4
