ダウンロードした時刻：2019/10/10 15:43:10

,相川,相川,相川
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,8.2,13.1,3.3
1997/12/2,2.9,8.6,-0.4
1997/12/3,1.8,4.4,-0.8
1997/12/4,4.8,7.5,2.0
1997/12/5,8.9,11.6,6.5
1997/12/6,10.5,14.7,7.0
1997/12/7,13.8,17.6,9.3
1997/12/8,13.2,15.7,10.9
1997/12/9,10.2,14.0,7.0
1997/12/10,6.6,11.0,1.2
1997/12/11,5.1,8.9,1.0
1997/12/12,4.0,6.7,2.2
1997/12/13,4.5,6.9,2.9
1997/12/14,7.8,11.5,3.7
1997/12/15,8.9,11.4,6.1
1997/12/16,7.8,9.6,3.7
1997/12/17,7.0,9.6,3.3
1997/12/18,9.9,12.7,5.8
1997/12/19,13.0,14.8,10.9
1997/12/20,10.5,14.4,6.0
1997/12/21,5.1,7.1,3.4
1997/12/22,4.1,5.5,3.0
1997/12/23,5.4,7.3,3.9
1997/12/24,5.6,8.4,2.5
1997/12/25,5.8,10.0,2.4
1997/12/26,6.8,10.2,3.1
1997/12/27,10.8,13.7,5.9
1997/12/28,6.4,10.4,4.4
1997/12/29,4.8,7.2,2.2
1997/12/30,7.8,10.7,3.5
1997/12/31,6.6,8.3,4.6
1998/1/1,7.3,10.7,3.8
1998/1/2,3.9,5.9,2.3
1998/1/3,8.2,11.1,5.1
1998/1/4,6.9,12.4,1.2
1998/1/5,3.6,6.9,1.2
1998/1/6,3.3,6.2,0.7
1998/1/7,2.4,4.3,0.3
1998/1/8,0.9,2.5,0.0
1998/1/9,2.6,4.8,0.7
1998/1/10,4.8,6.6,2.7
1998/1/11,3.3,5.8,0.8
1998/1/12,3.0,4.5,0.8
1998/1/13,3.9,5.8,0.9
1998/1/14,3.6,8.1,0.7
1998/1/15,1.5,2.6,0.4
1998/1/16,3.8,6.5,1.4
1998/1/17,4.6,7.9,0.8
1998/1/18,7.7,9.6,4.7
1998/1/19,2.1,8.8,-0.9
1998/1/20,3.1,5.7,0.1
1998/1/21,4.1,6.4,1.1
1998/1/22,1.3,3.8,-0.1
1998/1/23,2.5,5.6,0.3
1998/1/24,-1.1,2.0,-3.7
1998/1/25,1.0,3.3,-2.0
1998/1/26,1.3,3.4,0.0
1998/1/27,-0.3,1.1,-1.4
1998/1/28,-0.2,1.0,-1.3
1998/1/29,1.5,3.6,-1.8
1998/1/30,5.7,7.9,3.1
1998/1/31,3.4,7.3,-0.7
1998/2/1,2.3,4.2,-1.8
1998/2/2,5.0,7.0,2.2
1998/2/3,5.3,8.4,0.9
1998/2/4,0.7,2.2,-0.9
1998/2/5,3.3,5.2,0.2
1998/2/6,4.1,6.1,1.8
1998/2/7,4.5,7.1,0.4
1998/2/8,5.3,9.4,1.4
1998/2/9,3.1,5.2,0.8
1998/2/10,0.7,2.5,-0.6
1998/2/11,4.1,6.8,1.0
1998/2/12,8.9,11.7,5.4
1998/2/13,6.2,9.0,2.3
1998/2/14,3.8,7.2,1.7
1998/2/15,2.2,5.1,0.5
1998/2/16,2.0,5.2,-1.6
1998/2/17,1.2,3.6,-0.2
1998/2/18,1.6,4.0,-1.3
1998/2/19,4.4,9.7,-1.9
1998/2/20,9.6,13.7,7.1
1998/2/21,5.1,7.6,2.3
1998/2/22,2.3,5.3,-0.6
1998/2/23,3.0,6.6,-1.0
1998/2/24,4.9,9.9,0.1
1998/2/25,8.8,11.8,4.9
1998/2/26,8.9,11.1,7.3
1998/2/27,7.7,10.4,4.1
1998/2/28,7.4,11.2,3.1
1998/3/1,6.6,9.7,5.2
1998/3/2,6.6,9.2,1.6
1998/3/3,8.4,11.7,5.4
1998/3/4,6.7,9.8,0.2
1998/3/5,4.6,7.9,0.3
1998/3/6,6.1,9.3,0.1
1998/3/7,4.8,9.7,1.7
1998/3/8,5.1,6.8,2.7
1998/3/9,6.0,9.9,2.7
1998/3/10,3.1,6.9,-1.0
1998/3/11,5.8,11.1,-1.2
1998/3/12,9.6,11.7,7.3
1998/3/13,8.1,10.3,6.3
1998/3/14,8.0,10.6,4.5
1998/3/15,2.9,6.1,0.0
1998/3/16,3.3,6.9,0.9
1998/3/17,2.2,4.2,0.2
1998/3/18,4.4,6.8,1.5
1998/3/19,10.6,15.2,1.7
1998/3/20,8.4,13.8,4.6
1998/3/21,6.2,8.2,4.8
1998/3/22,4.4,6.2,1.6
1998/3/23,5.2,7.4,2.7
1998/3/24,7.1,10.0,4.0
1998/3/25,9.1,11.4,4.6
1998/3/26,9.8,14.0,5.2
1998/3/27,10.3,13.8,8.9
1998/3/28,10.3,14.0,6.3
1998/3/29,12.5,15.4,9.0
1998/3/30,10.8,13.5,5.8
1998/3/31,6.7,8.7,5.0
