ダウンロードした時刻：2019/10/10 16:05:11

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,8.5,13.8,2.3
2005/12/2,9.0,11.8,5.8
2005/12/3,6.7,10.7,3.9
2005/12/4,5.0,8.1,0.6
2005/12/5,2.2,6.4,0.2
2005/12/6,4.9,10.8,1.4
2005/12/7,3.7,7.0,1.5
2005/12/8,4.1,8.8,0.0
2005/12/9,6.8,9.5,4.6
2005/12/10,7.1,9.7,4.4
2005/12/11,4.0,8.9,0.7
2005/12/12,1.8,6.0,-0.6
2005/12/13,1.0,3.8,-1.2
2005/12/14,1.1,5.1,-1.7
2005/12/15,1.3,6.3,-3.4
2005/12/16,2.3,6.9,-1.7
2005/12/17,1.8,4.8,-1.8
2005/12/18,0.3,2.9,-1.8
2005/12/19,2.4,4.6,0.5
2005/12/20,1.9,3.9,0.5
2005/12/21,2.8,7.7,-0.9
2005/12/22,-0.5,2.1,-3.0
2005/12/23,2.2,5.4,-0.8
2005/12/24,2.2,3.9,0.9
2005/12/25,4.2,7.7,0.4
2005/12/26,3.3,6.6,0.5
2005/12/27,1.1,3.3,0.2
2005/12/28,1.0,2.2,0.3
2005/12/29,2.5,6.5,0.5
2005/12/30,4.0,7.5,1.0
2005/12/31,2.9,5.7,1.2
2006/1/1,2.5,8.3,-1.9
2006/1/2,3.3,7.2,1.5
2006/1/3,4.8,6.5,1.9
2006/1/4,3.6,5.6,0.2
2006/1/5,0.6,2.0,-1.3
2006/1/6,-0.3,2.3,-2.4
2006/1/7,1.3,3.6,-0.2
2006/1/8,0.7,3.4,-0.8
2006/1/9,1.2,7.1,-3.0
2006/1/10,2.7,6.3,-1.2
2006/1/11,2.4,6.0,0.3
2006/1/12,2.7,6.1,0.1
2006/1/13,7.4,13.0,0.1
2006/1/14,7.9,12.9,5.7
2006/1/15,5.8,8.6,0.9
2006/1/16,4.3,11.4,-0.7
2006/1/17,4.3,5.5,3.0
2006/1/18,3.5,8.6,1.0
2006/1/19,2.4,5.2,1.1
2006/1/20,2.5,6.6,-0.5
2006/1/21,2.7,6.6,-1.3
2006/1/22,2.4,7.9,-1.8
2006/1/23,1.5,4.7,-0.5
2006/1/24,1.6,4.5,-0.8
2006/1/25,2.5,6.7,0.6
2006/1/26,2.6,6.3,0.2
2006/1/27,4.6,8.8,1.6
2006/1/28,3.3,5.6,-1.1
2006/1/29,4.4,13.7,-3.5
2006/1/30,8.4,12.2,6.0
2006/1/31,5.9,7.4,3.7
2006/2/1,5.8,7.2,4.1
2006/2/2,4.6,7.2,1.8
2006/2/3,1.7,5.9,-1.9
2006/2/4,-1.0,1.3,-3.0
2006/2/5,0.1,2.3,-2.6
2006/2/6,0.5,3.3,-2.6
2006/2/7,4.1,11.3,0.5
2006/2/8,1.9,5.4,-0.1
2006/2/9,0.9,3.3,-2.3
2006/2/10,3.6,8.2,-2.4
2006/2/11,4.9,9.4,1.6
2006/2/12,0.7,3.0,-0.3
2006/2/13,5.3,14.0,-1.3
2006/2/14,11.4,15.0,3.2
2006/2/15,8.8,11.3,6.9
2006/2/16,6.8,8.1,5.5
2006/2/17,2.6,6.3,0.1
2006/2/18,2.2,6.3,-0.3
2006/2/19,4.0,9.6,-1.1
2006/2/20,2.8,7.2,-0.3
2006/2/21,5.5,13.3,0.1
2006/2/22,9.9,17.3,1.9
2006/2/23,6.2,9.6,1.2
2006/2/24,4.4,10.9,0.2
2006/2/25,7.5,16.6,-1.3
2006/2/26,9.4,13.0,5.9
2006/2/27,3.9,5.8,2.9
2006/2/28,5.2,9.5,2.9
2006/3/1,3.3,5.6,1.5
2006/3/2,2.9,7.2,0.4
2006/3/3,0.9,2.9,0.2
2006/3/4,3.7,10.6,-1.5
2006/3/5,9.2,16.0,0.1
2006/3/6,9.2,12.5,6.6
2006/3/7,7.7,13.5,1.6
2006/3/8,9.4,14.3,3.8
2006/3/9,6.3,12.0,0.8
2006/3/10,9.9,15.1,6.0
2006/3/11,12.0,18.8,5.0
2006/3/12,6.5,10.6,0.2
2006/3/13,0.0,2.1,-1.2
2006/3/14,0.1,3.3,-1.6
2006/3/15,4.1,13.0,-2.9
2006/3/16,7.8,14.7,1.5
2006/3/17,9.1,13.8,3.5
2006/3/18,7.6,13.2,2.4
2006/3/19,6.1,9.5,4.2
2006/3/20,5.7,12.9,-1.5
2006/3/21,7.4,14.3,1.8
2006/3/22,6.2,11.9,2.3
2006/3/23,9.8,15.2,4.6
2006/3/24,6.1,12.2,1.1
2006/3/25,8.5,17.0,-1.0
2006/3/26,12.0,16.4,8.1
2006/3/27,10.6,18.2,4.2
2006/3/28,9.1,19.1,3.4
2006/3/29,3.6,6.4,0.3
2006/3/30,3.7,6.4,2.0
2006/3/31,5.8,10.3,1.4
