ダウンロードした時刻：2019/10/10 16:16:13

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,3.5,6.4,1.8
1996/12/2,6.4,10.0,2.9
1996/12/3,6.3,12.3,1.9
1996/12/4,7.7,12.8,0.5
1996/12/5,12.2,17.6,8.3
1996/12/6,4.8,8.5,0.8
1996/12/7,3.6,7.9,-0.3
1996/12/8,5.4,10.1,0.8
1996/12/9,8.4,13.5,3.8
1996/12/10,7.9,10.3,4.5
1996/12/11,8.8,14.0,4.7
1996/12/12,7.8,14.5,2.3
1996/12/13,7.6,13.2,2.3
1996/12/14,8.6,16.2,2.8
1996/12/15,8.0,14.2,3.1
1996/12/16,8.9,13.8,2.0
1996/12/17,12.4,13.4,10.8
1996/12/18,10.9,13.3,8.0
1996/12/19,6.3,8.2,4.9
1996/12/20,7.0,10.5,4.3
1996/12/21,6.5,11.6,2.6
1996/12/22,8.6,16.0,0.5
1996/12/23,6.5,10.6,2.4
1996/12/24,5.3,12.1,-0.6
1996/12/25,9.2,16.5,2.1
1996/12/26,8.5,13.8,4.3
1996/12/27,5.8,11.3,0.9
1996/12/28,8.1,14.8,1.0
1996/12/29,6.4,12.4,0.9
1996/12/30,6.6,13.0,0.9
1996/12/31,7.8,14.5,2.3
1997/1/1,11.1,18.9,4.4
1997/1/2,6.9,10.8,5.6
1997/1/3,6.6,9.2,5.2
1997/1/4,5.5,9.1,1.1
1997/1/5,3.2,7.0,-0.8
1997/1/6,6.1,7.9,4.5
1997/1/7,6.1,9.6,3.6
1997/1/8,5.2,8.4,3.2
1997/1/9,5.5,8.8,3.2
1997/1/10,5.0,10.3,0.3
1997/1/11,5.0,9.7,0.2
1997/1/12,4.2,10.1,0.2
1997/1/13,4.1,10.4,-1.7
1997/1/14,6.5,13.3,-0.9
1997/1/15,6.7,10.3,2.5
1997/1/16,5.0,10.4,-0.2
1997/1/17,6.4,11.8,1.2
1997/1/18,8.7,12.8,2.6
1997/1/19,5.9,10.4,1.2
1997/1/20,7.1,12.7,0.4
1997/1/21,5.2,9.7,-1.9
1997/1/22,2.0,5.5,-2.7
1997/1/23,5.9,9.0,1.6
1997/1/24,4.9,6.6,3.7
1997/1/25,5.5,8.1,4.1
1997/1/26,7.1,10.9,3.9
1997/1/27,8.1,12.0,4.4
1997/1/28,6.9,10.3,2.9
1997/1/29,4.5,7.0,2.3
1997/1/30,4.3,7.7,0.4
1997/1/31,2.5,6.2,-0.5
1997/2/1,5.0,9.8,0.9
1997/2/2,2.1,5.7,0.3
1997/2/3,4.0,9.7,0.9
1997/2/4,4.3,7.6,1.6
1997/2/5,4.4,8.5,1.1
1997/2/6,6.0,11.1,1.6
1997/2/7,5.0,8.5,1.8
1997/2/8,6.2,9.8,3.6
1997/2/9,6.1,12.3,0.0
1997/2/10,6.1,12.1,-0.2
1997/2/11,4.9,8.6,2.0
1997/2/12,4.9,8.6,2.1
1997/2/13,4.2,8.3,0.9
1997/2/14,4.6,10.5,-1.2
1997/2/15,5.0,8.7,0.0
1997/2/16,7.3,12.3,5.1
1997/2/17,6.2,9.5,4.2
1997/2/18,5.0,9.5,2.6
1997/2/19,4.3,8.3,1.5
1997/2/20,6.7,11.8,0.6
1997/2/21,6.5,10.2,1.0
1997/2/22,2.6,6.6,-0.5
1997/2/23,2.6,8.6,-3.1
1997/2/24,5.5,15.6,-2.3
1997/2/25,6.3,9.7,0.6
1997/2/26,9.4,12.0,7.4
1997/2/27,8.5,13.3,4.1
1997/2/28,9.0,14.4,1.3
1997/3/1,9.9,14.0,4.3
1997/3/2,7.2,12.9,1.3
1997/3/3,8.0,11.3,5.9
1997/3/4,8.7,13.0,4.9
1997/3/5,10.2,17.2,3.5
1997/3/6,11.0,17.9,1.9
1997/3/7,15.6,21.6,10.5
1997/3/8,11.6,18.0,4.7
1997/3/9,12.5,18.3,6.5
1997/3/10,7.6,10.6,4.8
1997/3/11,10.5,15.4,4.9
1997/3/12,7.7,12.2,1.9
1997/3/13,9.6,12.4,7.0
1997/3/14,11.5,13.7,9.8
1997/3/15,10.9,13.5,8.8
1997/3/16,9.7,12.9,7.2
1997/3/17,8.5,12.5,5.2
1997/3/18,8.4,13.9,2.0
1997/3/19,8.8,9.6,7.6
1997/3/20,7.5,10.8,4.0
1997/3/21,7.6,8.5,5.6
1997/3/22,11.6,16.5,8.3
1997/3/23,9.9,16.7,5.8
1997/3/24,6.5,10.6,2.4
1997/3/25,9.5,18.0,0.5
1997/3/26,10.6,16.7,4.6
1997/3/27,10.2,15.1,6.3
1997/3/28,10.6,16.5,3.4
1997/3/29,13.0,16.2,10.5
1997/3/30,13.3,17.1,7.2
1997/3/31,10.5,16.6,3.1
