ダウンロードした時刻：2019/10/10 16:21:58

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,10.8,17.6,5.8
1980/12/2,11.6,15.7,6.0
1980/12/3,12.3,15.1,7.9
1980/12/4,7.4,12.4,4.0
1980/12/5,7.1,10.8,2.6
1980/12/6,6.4,13.6,0.3
1980/12/7,7.6,12.8,4.0
1980/12/8,8.0,12.6,3.6
1980/12/9,5.7,12.4,0.6
1980/12/10,5.8,11.3,1.0
1980/12/11,9.9,17.0,1.4
1980/12/12,8.2,13.1,4.2
1980/12/13,3.9,6.6,2.5
1980/12/14,6.1,10.3,0.9
1980/12/15,5.4,8.7,0.6
1980/12/16,4.4,10.9,-1.1
1980/12/17,5.2,11.1,0.9
1980/12/18,7.2,13.1,-0.4
1980/12/19,9.0,12.3,6.6
1980/12/20,5.3,7.6,2.4
1980/12/21,4.9,9.7,1.0
1980/12/22,4.1,10.3,-2.1
1980/12/23,5.5,8.8,2.4
1980/12/24,5.6,8.4,1.7
1980/12/25,8.1,10.9,6.1
1980/12/26,4.9,7.8,2.5
1980/12/27,1.9,5.7,-0.3
1980/12/28,1.1,4.8,-0.4
1980/12/29,0.8,3.2,-0.7
1980/12/30,2.6,6.0,0.2
1980/12/31,3.0,7.4,-1.2
1981/1/1,4.4,10.2,-3.7
1981/1/2,4.1,7.4,1.7
1981/1/3,2.6,5.8,1.0
1981/1/4,2.5,5.8,-1.6
1981/1/5,3.5,6.1,1.1
1981/1/6,3.4,6.4,0.7
1981/1/7,4.2,10.5,-2.2
1981/1/8,2.6,9.5,-3.9
1981/1/9,5.8,12.0,-1.5
1981/1/10,5.2,8.2,1.7
1981/1/11,2.5,5.0,-0.1
1981/1/12,5.2,8.3,3.7
1981/1/13,3.8,5.7,2.3
1981/1/14,3.2,7.7,-1.2
1981/1/15,4.3,12.4,-3.3
1981/1/16,4.3,6.2,3.0
1981/1/17,3.2,8.6,-1.7
1981/1/18,3.2,8.4,-3.3
1981/1/19,4.2,8.3,-0.4
1981/1/20,5.2,9.5,1.0
1981/1/21,3.4,6.8,-1.0
1981/1/22,3.0,6.6,-0.7
1981/1/23,1.8,8.0,-4.1
1981/1/24,8.5,18.0,-0.2
1981/1/25,7.0,9.8,3.6
1981/1/26,3.9,7.1,0.7
1981/1/27,3.4,7.5,-0.7
1981/1/28,2.7,8.1,-2.3
1981/1/29,3.6,9.6,-2.7
1981/1/30,2.8,7.8,-1.7
1981/1/31,3.6,8.2,-2.0
1981/2/1,6.0,10.1,3.8
1981/2/2,5.8,9.6,1.0
1981/2/3,4.8,10.7,0.5
1981/2/4,3.8,7.4,0.7
1981/2/5,2.4,8.1,-3.4
1981/2/6,4.7,10.7,-0.1
1981/2/7,5.1,10.2,-1.4
1981/2/8,5.1,10.9,0.0
1981/2/9,6.7,13.1,0.6
1981/2/10,7.0,10.4,4.8
1981/2/11,6.0,11.7,-0.1
1981/2/12,3.6,7.0,-2.2
1981/2/13,7.9,9.0,5.9
1981/2/14,9.8,13.4,5.4
1981/2/15,8.0,12.7,3.0
1981/2/16,9.7,14.5,5.0
1981/2/17,6.0,10.4,4.4
1981/2/18,6.2,10.2,2.4
1981/2/19,8.1,10.0,5.8
1981/2/20,5.1,8.3,0.0
1981/2/21,6.6,10.0,5.0
1981/2/22,5.2,8.8,-0.2
1981/2/23,8.3,10.2,5.5
1981/2/24,8.1,11.2,5.2
1981/2/25,1.9,5.4,-1.5
1981/2/26,-3.4,-0.3,-5.3
1981/2/27,-1.0,2.3,-4.9
1981/2/28,1.1,5.9,-4.1
1981/3/1,1.3,2.9,-1.0
1981/3/2,4.7,8.4,1.6
1981/3/3,4.0,6.1,0.3
1981/3/4,8.4,15.1,3.1
1981/3/5,7.8,13.5,0.6
1981/3/6,5.3,14.4,-0.8
1981/3/7,7.0,15.1,-1.2
1981/3/8,8.0,15.2,-0.4
1981/3/9,9.7,16.5,6.5
1981/3/10,6.3,10.7,1.7
1981/3/11,4.5,9.9,-1.2
1981/3/12,7.2,11.3,0.7
1981/3/13,10.9,15.3,8.6
1981/3/14,13.9,18.9,10.5
1981/3/15,11.0,15.2,7.4
1981/3/16,8.6,13.3,5.0
1981/3/17,10.0,17.6,1.8
1981/3/18,9.2,14.9,2.3
1981/3/19,9.4,11.2,6.5
1981/3/20,14.0,18.7,9.1
1981/3/21,11.2,12.9,10.4
1981/3/22,14.1,20.1,9.7
1981/3/23,12.6,17.8,6.8
1981/3/24,9.8,17.1,5.5
1981/3/25,16.5,20.8,13.3
1981/3/26,11.2,14.2,8.0
1981/3/27,8.5,12.4,5.2
1981/3/28,8.8,11.9,5.1
1981/3/29,9.8,11.8,8.5
1981/3/30,10.6,12.9,8.3
1981/3/31,10.1,13.3,7.1
