ダウンロードした時刻：2019/10/10 16:08:24

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,12.1,17.0,6.8
1991/12/2,11.3,14.4,5.9
1991/12/3,8.0,12.7,3.5
1991/12/4,8.9,14.0,5.4
1991/12/5,8.0,12.7,3.6
1991/12/6,10.7,14.1,7.1
1991/12/7,10.5,16.4,6.5
1991/12/8,9.7,12.6,6.4
1991/12/9,7.7,10.2,4.7
1991/12/10,7.3,11.1,3.5
1991/12/11,8.9,11.5,6.8
1991/12/12,3.8,9.2,1.0
1991/12/13,4.1,8.3,1.6
1991/12/14,4.2,9.3,0.3
1991/12/15,3.9,7.9,0.4
1991/12/16,5.3,9.6,1.3
1991/12/17,9.4,14.7,3.3
1991/12/18,10.5,12.4,7.7
1991/12/19,7.8,10.2,6.5
1991/12/20,6.4,9.8,1.8
1991/12/21,4.7,9.9,-0.1
1991/12/22,7.1,13.3,2.1
1991/12/23,10.5,15.2,6.6
1991/12/24,11.5,14.0,10.4
1991/12/25,7.9,10.7,5.8
1991/12/26,7.2,10.0,4.6
1991/12/27,4.3,5.7,3.4
1991/12/28,5.8,10.6,1.1
1991/12/29,1.8,3.5,0.6
1991/12/30,3.2,6.0,0.9
1991/12/31,4.3,8.1,2.2
1992/1/1,5.2,9.0,2.0
1992/1/2,5.2,9.3,2.1
1992/1/3,5.7,9.9,1.8
1992/1/4,6.0,7.9,3.9
1992/1/5,5.9,8.6,1.7
1992/1/6,5.4,6.7,4.3
1992/1/7,8.6,12.2,6.2
1992/1/8,8.6,11.1,6.3
1992/1/9,6.7,7.7,5.3
1992/1/10,6.6,8.6,4.8
1992/1/11,5.5,9.7,0.9
1992/1/12,4.8,10.0,0.3
1992/1/13,6.6,12.1,1.4
1992/1/14,4.8,7.1,2.0
1992/1/15,3.3,6.4,-0.1
1992/1/16,2.2,7.4,-2.4
1992/1/17,4.7,10.5,0.2
1992/1/18,3.4,7.2,1.1
1992/1/19,1.7,3.8,0.2
1992/1/20,3.0,5.2,0.0
1992/1/21,2.4,6.4,-1.7
1992/1/22,4.7,9.2,0.7
1992/1/23,3.9,7.1,0.8
1992/1/24,2.1,5.6,0.3
1992/1/25,4.0,8.9,-0.9
1992/1/26,5.3,9.8,2.3
1992/1/27,6.1,11.4,1.1
1992/1/28,7.4,11.1,2.9
1992/1/29,8.6,10.5,4.6
1992/1/30,7.0,9.4,4.7
1992/1/31,5.5,8.2,3.4
1992/2/1,2.2,4.3,-0.4
1992/2/2,2.7,5.6,0.1
1992/2/3,3.2,4.9,1.0
1992/2/4,6.6,9.3,4.7
1992/2/5,4.6,6.1,2.5
1992/2/6,4.8,10.4,-0.2
1992/2/7,4.2,8.2,2.3
1992/2/8,3.1,5.7,1.2
1992/2/9,3.2,6.7,-0.1
1992/2/10,3.4,8.6,-1.8
1992/2/11,3.6,6.3,0.3
1992/2/12,3.2,7.6,-1.9
1992/2/13,5.7,10.7,0.5
1992/2/14,4.0,7.3,0.7
1992/2/15,4.0,7.6,-0.8
1992/2/16,4.1,8.6,1.1
1992/2/17,3.8,6.9,0.8
1992/2/18,4.2,9.1,-1.2
1992/2/19,3.5,5.9,1.3
1992/2/20,2.9,5.2,1.3
1992/2/21,1.3,4.1,-0.2
1992/2/22,1.5,3.2,-0.1
1992/2/23,3.8,7.6,0.4
1992/2/24,2.5,5.3,0.4
1992/2/25,2.8,4.5,0.8
1992/2/26,4.4,7.7,0.4
1992/2/27,4.7,12.7,-1.6
1992/2/28,7.5,13.3,0.9
1992/2/29,9.0,9.8,8.2
1992/3/1,9.8,12.5,7.4
1992/3/2,6.4,9.2,4.7
1992/3/3,4.9,7.6,3.6
1992/3/4,5.6,9.3,2.7
1992/3/5,6.9,8.1,4.8
1992/3/6,6.1,8.0,4.1
1992/3/7,4.9,8.3,0.9
1992/3/8,4.3,10.1,-1.6
1992/3/9,6.9,12.2,0.2
1992/3/10,9.6,13.4,7.0
1992/3/11,8.8,12.1,5.5
1992/3/12,7.8,15.5,1.6
1992/3/13,9.7,15.6,3.6
1992/3/14,10.9,17.9,3.3
1992/3/15,11.5,13.0,9.8
1992/3/16,8.7,10.3,6.0
1992/3/17,6.2,8.7,3.7
1992/3/18,6.9,8.0,5.8
1992/3/19,8.2,11.4,5.9
1992/3/20,8.4,13.0,3.9
1992/3/21,6.0,7.8,4.7
1992/3/22,5.7,8.4,1.8
1992/3/23,5.2,7.6,0.9
1992/3/24,8.9,10.9,7.6
1992/3/25,9.5,12.0,7.9
1992/3/26,9.2,10.9,6.8
1992/3/27,7.4,10.1,5.1
1992/3/28,7.8,10.6,4.3
1992/3/29,11.2,14.2,8.7
1992/3/30,10.3,12.1,8.7
1992/3/31,12.1,16.8,7.7
