ダウンロードした時刻：2019/10/10 15:59:05

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,10.3,14.3,5.3
1989/12/2,11.3,16.6,6.7
1989/12/3,12.2,18.6,6.4
1989/12/4,13.8,20.1,7.0
1989/12/5,13.3,17.3,9.9
1989/12/6,12.9,17.6,9.2
1989/12/7,10.7,12.4,8.3
1989/12/8,10.0,14.8,7.2
1989/12/9,8.0,12.3,5.6
1989/12/10,8.2,11.8,4.9
1989/12/11,9.2,13.6,4.6
1989/12/12,9.4,12.5,6.2
1989/12/13,7.4,9.8,4.4
1989/12/14,6.2,8.2,3.7
1989/12/15,9.1,13.8,4.0
1989/12/16,10.4,13.3,7.0
1989/12/17,10.7,15.4,6.0
1989/12/18,10.1,13.8,7.2
1989/12/19,5.7,8.6,4.1
1989/12/20,7.2,11.7,4.3
1989/12/21,8.0,11.5,4.4
1989/12/22,8.2,11.3,4.2
1989/12/23,9.2,13.0,5.1
1989/12/24,6.2,8.6,4.5
1989/12/25,7.3,9.1,4.4
1989/12/26,8.9,11.3,6.7
1989/12/27,10.5,13.6,8.3
1989/12/28,8.0,10.7,6.0
1989/12/29,8.2,10.8,5.2
1989/12/30,7.1,10.4,3.9
1989/12/31,6.0,9.9,2.4
1990/1/1,5.2,9.8,1.4
1990/1/2,5.5,9.4,0.7
1990/1/3,5.8,9.1,2.4
1990/1/4,5.7,9.3,2.8
1990/1/5,6.8,10.6,2.0
1990/1/6,8.6,16.3,1.2
1990/1/7,5.9,9.0,4.2
1990/1/8,5.9,9.8,1.8
1990/1/9,6.3,11.4,2.4
1990/1/10,7.4,10.1,5.1
1990/1/11,10.6,13.1,7.4
1990/1/12,7.6,10.2,5.0
1990/1/13,5.8,10.0,2.7
1990/1/14,3.5,6.0,1.7
1990/1/15,5.8,8.8,1.2
1990/1/16,1.3,5.4,0.8
1990/1/17,3.4,6.8,0.1
1990/1/18,4.9,10.1,0.2
1990/1/19,5.5,9.0,3.9
1990/1/20,4.3,5.9,2.3
1990/1/21,3.2,6.7,0.3
1990/1/22,5.7,10.6,0.1
1990/1/23,3.0,7.3,0.9
1990/1/24,3.7,8.3,0.2
1990/1/25,2.9,6.2,0.3
1990/1/26,2.3,5.5,-0.3
1990/1/27,2.3,6.6,-1.4
1990/1/28,3.6,7.3,-1.1
1990/1/29,4.0,6.8,1.4
1990/1/30,7.1,12.0,3.1
1990/1/31,1.5,4.2,0.8
1990/2/1,1.0,1.5,0.4
1990/2/2,2.8,5.1,0.1
1990/2/3,3.0,5.3,0.3
1990/2/4,4.5,5.9,2.8
1990/2/5,3.8,5.8,1.7
1990/2/6,5.2,7.8,2.5
1990/2/7,6.7,8.3,4.8
1990/2/8,8.0,11.3,5.4
1990/2/9,5.2,7.3,2.3
1990/2/10,5.2,7.2,1.4
1990/2/11,11.7,17.1,6.5
1990/2/12,11.1,14.4,7.8
1990/2/13,8.0,11.2,5.7
1990/2/14,4.3,6.6,2.0
1990/2/15,4.4,6.5,1.8
1990/2/16,6.3,7.3,5.5
1990/2/17,8.6,13.0,4.9
1990/2/18,9.2,12.8,5.3
1990/2/19,7.8,9.6,7.3
1990/2/20,12.4,17.1,7.4
1990/2/21,12.9,17.2,7.8
1990/2/22,13.0,16.9,8.6
1990/2/23,11.5,13.6,10.5
1990/2/24,14.1,19.4,10.2
1990/2/25,11.5,14.4,9.7
1990/2/26,9.2,10.7,7.5
1990/2/27,8.1,10.0,7.3
1990/2/28,7.9,11.0,5.9
1990/3/1,7.7,9.7,5.6
1990/3/2,7.3,8.7,5.5
1990/3/3,7.6,9.1,5.7
1990/3/4,10.6,14.9,7.3
1990/3/5,9.6,11.3,7.6
1990/3/6,9.2,11.5,6.5
1990/3/7,9.7,15.4,5.5
1990/3/8,6.9,10.6,4.4
1990/3/9,10.6,14.5,6.0
1990/3/10,11.4,16.7,7.1
1990/3/11,13.2,17.1,8.4
1990/3/12,13.1,17.9,6.6
1990/3/13,7.7,11.4,5.3
1990/3/14,10.1,13.6,4.3
1990/3/15,12.7,19.4,9.4
1990/3/16,11.9,16.3,8.1
1990/3/17,10.8,14.3,7.4
1990/3/18,8.6,11.8,5.9
1990/3/19,11.4,16.2,5.9
1990/3/20,13.2,18.9,7.2
1990/3/21,11.1,15.4,8.3
1990/3/22,11.9,16.4,6.6
1990/3/23,13.6,18.7,9.3
1990/3/24,16.3,21.3,11.4
1990/3/25,9.9,13.4,5.6
1990/3/26,8.0,12.3,4.8
1990/3/27,10.3,14.3,4.8
1990/3/28,13.3,17.0,9.4
1990/3/29,9.5,12.5,9.1
1990/3/30,11.6,14.4,8.6
1990/3/31,10.5,11.6,10.0
