ダウンロードした時刻：2019/10/10 16:10:57

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,13.1,15.5,10.8
1993/12/2,12.0,16.8,7.6
1993/12/3,14.3,18.8,10.7
1993/12/4,8.1,10.8,5.1
1993/12/5,7.3,12.6,4.7
1993/12/6,7.2,12.4,3.6
1993/12/7,7.5,12.2,3.5
1993/12/8,8.7,13.2,4.4
1993/12/9,9.7,14.7,5.5
1993/12/10,9.5,11.5,6.6
1993/12/11,9.4,11.9,5.9
1993/12/12,7.2,11.2,3.0
1993/12/13,9.0,11.3,5.3
1993/12/14,8.7,11.2,5.5
1993/12/15,5.7,9.7,2.7
1993/12/16,5.0,8.6,1.0
1993/12/17,4.9,8.8,2.1
1993/12/18,5.1,8.8,1.9
1993/12/19,7.5,11.3,4.2
1993/12/20,7.6,9.3,6.5
1993/12/21,6.4,11.0,1.5
1993/12/22,3.3,5.5,0.9
1993/12/23,4.3,8.2,1.9
1993/12/24,7.6,11.1,4.1
1993/12/25,8.2,12.3,5.2
1993/12/26,9.4,13.7,4.6
1993/12/27,8.4,12.0,5.1
1993/12/28,7.5,11.0,5.3
1993/12/29,6.4,10.9,3.7
1993/12/30,7.2,12.4,1.8
1993/12/31,8.6,12.8,4.2
1994/1/1,4.5,8.4,2.0
1994/1/2,6.0,11.1,1.4
1994/1/3,7.8,10.9,5.5
1994/1/4,8.0,12.6,4.0
1994/1/5,7.0,11.2,4.9
1994/1/6,7.6,11.3,3.5
1994/1/7,6.1,9.4,2.4
1994/1/8,4.2,8.7,1.3
1994/1/9,6.1,11.4,1.1
1994/1/10,8.3,12.9,3.8
1994/1/11,8.8,14.0,4.7
1994/1/12,7.9,11.2,5.7
1994/1/13,6.5,8.4,5.1
1994/1/14,5.9,10.1,3.4
1994/1/15,4.2,9.0,1.2
1994/1/16,5.0,10.4,-0.1
1994/1/17,10.2,14.9,4.8
1994/1/18,8.4,11.4,4.6
1994/1/19,3.3,7.4,0.8
1994/1/20,3.0,6.1,0.4
1994/1/21,4.0,7.6,1.8
1994/1/22,2.8,7.3,0.3
1994/1/23,2.6,6.3,-0.9
1994/1/24,1.8,5.8,-1.4
1994/1/25,5.3,9.6,0.6
1994/1/26,7.4,12.4,2.0
1994/1/27,6.6,10.6,3.7
1994/1/28,4.7,7.9,2.8
1994/1/29,2.8,6.8,-0.5
1994/1/30,0.6,5.7,-2.3
1994/1/31,3.3,7.1,-1.5
1994/2/1,6.5,8.9,4.2
1994/2/2,3.6,6.6,1.8
1994/2/3,2.7,6.0,1.0
1994/2/4,4.7,8.2,0.8
1994/2/5,7.4,11.8,4.5
1994/2/6,7.3,11.9,3.9
1994/2/7,8.4,13.1,5.0
1994/2/8,7.7,11.1,3.4
1994/2/9,6.7,9.4,3.0
1994/2/10,2.3,5.0,-0.2
1994/2/11,3.2,7.6,0.2
1994/2/12,1.6,4.2,-0.6
1994/2/13,2.1,6.4,-1.4
1994/2/14,4.7,9.5,0.7
1994/2/15,4.4,7.5,2.4
1994/2/16,4.9,9.5,0.7
1994/2/17,5.3,10.9,1.3
1994/2/18,5.7,11.0,1.1
1994/2/19,8.3,15.0,2.7
1994/2/20,10.7,14.3,7.0
1994/2/21,8.6,11.4,2.4
1994/2/22,5.7,9.8,1.9
1994/2/23,5.6,9.8,2.3
1994/2/24,2.7,6.5,0.6
1994/2/25,4.5,10.7,0.0
1994/2/26,5.5,10.3,2.4
1994/2/27,4.3,8.6,1.1
1994/2/28,5.8,10.4,2.3
1994/3/1,6.4,11.3,3.0
1994/3/2,5.6,9.5,2.2
1994/3/3,5.6,8.8,0.7
1994/3/4,6.7,11.4,2.8
1994/3/5,5.6,10.4,2.0
1994/3/6,5.1,10.3,0.6
1994/3/7,8.3,12.5,2.6
1994/3/8,11.3,13.4,9.0
1994/3/9,11.9,16.4,8.7
1994/3/10,6.7,11.1,2.3
1994/3/11,5.5,9.5,1.6
1994/3/12,5.7,6.8,4.2
1994/3/13,6.4,11.3,3.1
1994/3/14,4.4,9.4,1.6
1994/3/15,3.9,8.4,0.8
1994/3/16,5.6,9.5,0.8
1994/3/17,7.6,12.5,3.6
1994/3/18,7.4,13.3,1.6
1994/3/19,11.0,15.3,6.7
1994/3/20,9.4,15.3,6.1
1994/3/21,7.0,12.8,3.0
1994/3/22,7.9,12.7,2.2
1994/3/23,10.6,12.8,9.2
1994/3/24,8.2,11.5,4.5
1994/3/25,5.5,8.8,3.0
1994/3/26,4.8,9.6,1.5
1994/3/27,5.8,10.1,1.0
1994/3/28,9.7,13.9,4.4
1994/3/29,9.8,14.0,4.4
1994/3/30,7.2,12.9,1.7
1994/3/31,11.6,18.2,5.3
