ダウンロードした時刻：2019/10/10 15:39:27

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,0.8,3.4,-1.6
2012/12/2,0.9,3.9,-1.4
2012/12/3,1.9,7.1,-2.4
2012/12/4,5.1,8.8,2.6
2012/12/5,3.3,6.4,1.4
2012/12/6,2.8,6.7,-0.4
2012/12/7,2.1,3.6,-0.1
2012/12/8,0.9,5.0,-1.0
2012/12/9,-1.4,0.0,-3.1
2012/12/10,-0.3,1.9,-3.3
2012/12/11,1.8,4.7,0.2
2012/12/12,1.0,3.6,-2.1
2012/12/13,2.1,4.9,-0.4
2012/12/14,3.5,9.6,-0.8
2012/12/15,2.6,4.1,0.7
2012/12/16,6.8,11.5,2.2
2012/12/17,3.1,7.2,-1.6
2012/12/18,2.9,5.8,-0.7
2012/12/19,-1.0,0.8,-1.8
2012/12/20,0.6,4.6,-2.2
2012/12/21,1.2,4.8,-1.4
2012/12/22,0.5,2.4,-0.9
2012/12/23,0.8,4.7,-1.8
2012/12/24,-2.0,0.5,-4.1
2012/12/25,-1.3,1.5,-4.8
2012/12/26,-4.2,-1.4,-6.0
2012/12/27,-1.6,1.4,-6.9
2012/12/28,-0.3,2.0,-3.7
2012/12/29,0.2,2.9,-2.9
2012/12/30,1.8,3.6,-0.3
2012/12/31,1.0,3.6,-1.0
2013/1/1,-0.8,3.2,-3.6
2013/1/2,1.1,3.6,-4.1
2013/1/3,-3.3,0.0,-5.1
2013/1/4,-4.1,-2.6,-6.4
2013/1/5,-2.0,2.4,-5.7
2013/1/6,-1.4,1.9,-5.5
2013/1/7,-1.0,3.1,-3.5
2013/1/8,-1.5,2.2,-3.5
2013/1/9,-2.9,-1.2,-4.3
2013/1/10,-3.1,-0.8,-6.0
2013/1/11,-2.9,1.3,-6.4
2013/1/12,-1.1,5.3,-8.2
2013/1/13,1.8,3.3,-0.3
2013/1/14,-0.7,0.2,-1.5
2013/1/15,-1.8,0.8,-4.8
2013/1/16,-1.4,3.6,-6.1
2013/1/17,-2.4,0.2,-6.8
2013/1/18,-4.4,-1.0,-7.6
2013/1/19,-1.2,2.8,-6.1
2013/1/20,0.2,3.7,-3.5
2013/1/21,0.5,4.5,-3.3
2013/1/22,-0.1,1.0,-1.7
2013/1/23,-1.1,2.8,-4.2
2013/1/24,0.9,5.0,-3.4
2013/1/25,-0.7,3.0,-4.3
2013/1/26,-3.4,-1.4,-4.7
2013/1/27,-0.1,4.0,-2.7
2013/1/28,-1.2,4.5,-5.8
2013/1/29,0.5,3.8,-1.9
2013/1/30,0.6,2.8,-1.7
2013/1/31,-0.5,5.0,-4.4
2013/2/1,-0.3,5.7,-5.9
2013/2/2,3.9,8.3,0.1
2013/2/3,-0.5,3.1,-3.0
2013/2/4,-0.8,3.1,-3.2
2013/2/5,0.6,3.3,-1.6
2013/2/6,-1.3,-0.4,-2.3
2013/2/7,0.9,5.7,-3.7
2013/2/8,-2.8,0.1,-6.0
2013/2/9,-1.8,1.5,-4.5
2013/2/10,-3.1,-0.2,-7.3
2013/2/11,-3.0,-1.8,-5.8
2013/2/12,-1.0,2.0,-4.8
2013/2/13,0.5,4.9,-2.2
2013/2/14,1.6,6.0,-1.3
2013/2/15,1.3,3.5,-1.3
2013/2/16,-3.5,-0.2,-5.5
2013/2/17,-2.8,0.9,-7.3
2013/2/18,-1.2,1.6,-4.1
2013/2/19,-0.3,2.5,-3.3
2013/2/20,-3.3,0.8,-5.7
2013/2/21,-4.0,-1.0,-5.7
2013/2/22,-1.3,3.0,-6.5
2013/2/23,-2.2,1.2,-5.5
2013/2/24,-4.6,-1.9,-6.8
2013/2/25,-4.4,-0.1,-8.6
2013/2/26,-1.7,2.9,-5.6
2013/2/27,-2.3,4.8,-7.9
2013/2/28,2.6,9.0,-2.6
2013/3/1,2.2,6.7,-1.4
2013/3/2,0.2,3.8,-1.7
2013/3/3,0.2,3.7,-3.7
2013/3/4,0.4,5.2,-4.6
2013/3/5,1.1,6.5,-4.8
2013/3/6,4.7,11.4,-2.7
2013/3/7,5.2,15.3,-1.9
2013/3/8,9.7,13.7,3.2
2013/3/9,4.4,8.9,-0.1
2013/3/10,1.9,16.8,-3.2
2013/3/11,-1.5,1.7,-4.6
2013/3/12,2.0,14.0,-6.3
2013/3/13,2.7,5.8,-1.1
2013/3/14,1.1,4.0,-1.1
2013/3/15,2.2,10.4,-4.2
2013/3/16,3.4,13.4,-3.5
2013/3/17,5.6,14.5,-2.3
2013/3/18,6.5,11.4,2.8
2013/3/19,7.7,14.7,3.5
2013/3/20,8.6,16.8,1.8
2013/3/21,1.3,4.7,-1.3
2013/3/22,5.3,16.1,-3.6
2013/3/23,4.1,9.9,-0.4
2013/3/24,4.1,12.1,-2.1
2013/3/25,4.0,9.3,1.3
2013/3/26,2.3,6.5,-0.5
2013/3/27,5.6,14.1,-3.5
2013/3/28,10.0,20.2,2.7
2013/3/29,6.1,7.9,3.3
2013/3/30,4.0,9.7,0.0
2013/3/31,0.8,2.1,-0.5
