ダウンロードした時刻：2019/10/10 15:52:22

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,10.1,15.9,6.4
2016/12/2,9.8,15.5,3.3
2016/12/3,8.6,16.5,1.3
2016/12/4,10.5,16.1,5.3
2016/12/5,11.9,17.4,8.0
2016/12/6,9.1,15.8,2.4
2016/12/7,4.6,9.8,-0.2
2016/12/8,6.5,13.1,0.4
2016/12/9,9.3,16.4,3.4
2016/12/10,6.0,11.1,2.0
2016/12/11,3.0,9.3,-2.7
2016/12/12,3.4,10.2,-3.0
2016/12/13,8.4,15.3,2.6
2016/12/14,6.2,9.6,0.4
2016/12/15,3.3,9.1,-1.0
2016/12/16,2.5,9.5,-2.0
2016/12/17,3.0,10.6,-4.1
2016/12/18,5.4,14.1,-2.0
2016/12/19,7.0,16.1,0.8
2016/12/20,8.1,15.4,1.7
2016/12/21,8.9,17.4,2.9
2016/12/22,12.4,18.3,3.5
2016/12/23,14.0,18.4,7.5
2016/12/24,6.5,10.8,1.6
2016/12/25,4.2,10.9,-0.7
2016/12/26,5.8,12.3,-0.5
2016/12/27,7.5,10.9,5.5
2016/12/28,4.5,8.6,-1.7
2016/12/29,2.8,9.5,-2.2
2016/12/30,3.1,8.6,-1.8
2016/12/31,3.4,11.5,-2.8
2017/1/1,4.9,13.1,-1.1
2017/1/2,4.4,12.2,-0.6
2017/1/3,5.3,12.4,-0.1
2017/1/4,5.1,13.1,-1.6
2017/1/5,3.6,10.0,-1.7
2017/1/6,2.1,8.5,-3.7
2017/1/7,2.4,10.0,-3.6
2017/1/8,3.8,9.7,-2.5
2017/1/9,6.0,9.3,2.4
2017/1/10,6.1,12.5,0.6
2017/1/11,3.9,10.3,-1.3
2017/1/12,3.1,11.2,-3.5
2017/1/13,2.6,11.3,-2.9
2017/1/14,0.0,5.8,-3.1
2017/1/15,-0.1,5.5,-4.8
2017/1/16,1.4,7.2,-5.6
2017/1/17,3.3,9.4,-2.3
2017/1/18,3.1,9.9,-2.9
2017/1/19,3.4,10.8,-1.6
2017/1/20,1.7,3.4,-1.3
2017/1/21,4.3,9.6,0.0
2017/1/22,5.0,11.3,-0.6
2017/1/23,2.9,7.0,-0.8
2017/1/24,0.6,6.2,-4.0
2017/1/25,1.1,8.2,-6.2
2017/1/26,1.8,9.8,-5.4
2017/1/27,5.0,14.1,-2.7
2017/1/28,5.2,12.0,-1.2
2017/1/29,5.9,11.2,0.7
2017/1/30,8.6,16.1,4.2
2017/1/31,3.9,8.9,0.5
2017/2/1,4.1,9.4,0.5
2017/2/2,2.9,8.3,-1.1
2017/2/3,3.9,11.6,-3.1
2017/2/4,4.2,12.7,-3.3
2017/2/5,5.2,11.1,-1.3
2017/2/6,8.1,14.4,3.4
2017/2/7,4.1,9.3,0.2
2017/2/8,3.0,9.5,-3.2
2017/2/9,1.2,2.5,0.0
2017/2/10,3.6,8.5,0.8
2017/2/11,3.5,8.8,-3.8
2017/2/12,4.1,10.4,-2.8
2017/2/13,3.6,10.8,-3.7
2017/2/14,3.3,10.4,-3.8
2017/2/15,4.3,11.5,-3.7
2017/2/16,5.4,13.9,-3.1
2017/2/17,10.3,20.2,0.2
2017/2/18,5.6,8.6,1.9
2017/2/19,4.5,9.8,-0.1
2017/2/20,7.9,19.1,-0.9
2017/2/21,4.3,8.6,-0.4
2017/2/22,4.2,8.5,-2.7
2017/2/23,7.9,13.8,3.6
2017/2/24,6.2,10.9,2.7
2017/2/25,6.1,12.5,-1.0
2017/2/26,7.3,13.8,1.8
2017/2/27,4.5,8.0,1.4
2017/2/28,2.8,8.2,-1.1
2017/3/1,4.4,10.0,-2.5
2017/3/2,6.8,9.5,4.4
2017/3/3,6.7,13.0,2.5
2017/3/4,6.5,14.4,-1.9
2017/3/5,6.5,12.3,0.6
2017/3/6,7.7,11.7,3.0
2017/3/7,3.6,6.5,-0.2
2017/3/8,3.2,11.1,-3.4
2017/3/9,5.6,13.8,-3.2
2017/3/10,5.7,13.7,-0.1
2017/3/11,4.4,11.1,-2.4
2017/3/12,4.7,10.7,0.0
2017/3/13,6.3,10.4,1.7
2017/3/14,7.0,10.3,4.5
2017/3/15,4.0,6.0,2.4
2017/3/16,6.2,13.2,-0.4
2017/3/17,7.3,13.6,-0.2
2017/3/18,7.8,14.8,-0.3
2017/3/19,7.5,15.1,0.1
2017/3/20,10.0,16.8,2.6
2017/3/21,8.0,10.3,6.1
2017/3/22,8.5,13.3,3.7
2017/3/23,6.9,14.2,-0.5
2017/3/24,6.6,12.8,2.0
2017/3/25,5.4,10.9,0.2
2017/3/26,6.2,10.4,1.0
2017/3/27,4.5,6.5,2.8
2017/3/28,6.8,13.5,1.0
2017/3/29,7.8,13.6,2.8
2017/3/30,10.0,17.5,2.2
2017/3/31,8.2,10.8,5.3
