ダウンロードした時刻：2019/10/10 15:54:52

,飯田,飯田,飯田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,5.3,10.1,-0.8
1994/12/2,11.2,18.3,6.9
1994/12/3,8.8,12.5,4.8
1994/12/4,5.9,10.3,2.1
1994/12/5,3.8,5.7,2.5
1994/12/6,4.5,11.0,-0.8
1994/12/7,2.8,9.0,-3.4
1994/12/8,5.2,13.6,0.0
1994/12/9,6.8,13.3,1.5
1994/12/10,5.0,10.9,0.1
1994/12/11,1.5,3.0,-0.6
1994/12/12,8.1,15.8,2.7
1994/12/13,9.5,12.0,7.2
1994/12/14,4.9,7.7,2.6
1994/12/15,4.6,8.4,2.0
1994/12/16,1.3,5.0,-2.9
1994/12/17,-0.9,7.3,-7.3
1994/12/18,0.8,8.0,-5.0
1994/12/19,0.1,6.9,-4.6
1994/12/20,-0.3,6.5,-4.4
1994/12/21,3.7,10.7,-0.9
1994/12/22,1.3,10.4,-4.6
1994/12/23,2.4,14.4,-4.6
1994/12/24,5.2,16.4,-5.2
1994/12/25,8.4,15.1,2.0
1994/12/26,3.6,6.9,0.5
1994/12/27,5.9,9.4,3.2
1994/12/28,6.2,11.7,1.2
1994/12/29,2.5,8.9,-2.1
1994/12/30,-0.1,5.8,-4.9
1994/12/31,2.7,9.1,-0.6
1995/1/1,1.7,7.9,-3.1
1995/1/2,0.1,8.1,-5.0
1995/1/3,1.7,9.4,-6.3
1995/1/4,6.8,10.3,4.0
1995/1/5,3.8,6.8,-0.1
1995/1/6,0.0,2.8,-4.0
1995/1/7,1.0,8.2,-5.7
1995/1/8,2.2,10.7,-3.7
1995/1/9,3.5,12.1,-4.5
1995/1/10,3.0,8.8,-0.2
1995/1/11,1.1,4.6,-1.1
1995/1/12,1.7,6.4,-1.9
1995/1/13,-0.4,3.1,-2.8
1995/1/14,-2.2,2.7,-5.9
1995/1/15,-2.3,3.7,-7.6
1995/1/16,-2.0,6.1,-8.5
1995/1/17,-1.8,7.1,-8.6
1995/1/18,-1.0,5.5,-8.6
1995/1/19,1.9,7.7,-3.5
1995/1/20,-0.5,7.6,-6.2
1995/1/21,2.2,12.4,-6.2
1995/1/22,1.5,5.3,0.0
1995/1/23,4.4,8.0,1.6
1995/1/24,3.7,9.8,-0.7
1995/1/25,0.8,7.6,-2.9
1995/1/26,-0.2,7.9,-6.6
1995/1/27,1.0,7.9,-4.0
1995/1/28,0.7,7.4,-5.0
1995/1/29,0.4,6.9,-5.5
1995/1/30,-1.4,1.8,-4.3
1995/1/31,-1.9,1.9,-4.8
1995/2/1,-1.4,5.9,-7.5
1995/2/2,-0.6,8.2,-7.9
1995/2/3,0.7,8.6,-4.9
1995/2/4,0.7,7.5,-6.1
1995/2/5,1.6,8.0,-2.3
1995/2/6,0.9,7.9,-3.0
1995/2/7,1.0,8.2,-4.3
1995/2/8,2.3,10.1,-4.7
1995/2/9,3.4,10.2,-2.1
1995/2/10,2.4,7.7,-2.3
1995/2/11,1.7,10.8,-5.1
1995/2/12,2.3,11.1,-4.3
1995/2/13,6.5,13.7,1.7
1995/2/14,4.6,11.6,-0.9
1995/2/15,2.4,11.7,-4.3
1995/2/16,2.6,10.3,-2.4
1995/2/17,0.1,6.8,-6.0
1995/2/18,0.6,9.4,-7.0
1995/2/19,2.8,11.4,-3.1
1995/2/20,1.3,8.8,-4.9
1995/2/21,0.7,7.2,-5.1
1995/2/22,1.4,10.2,-6.2
1995/2/23,2.6,11.8,-5.1
1995/2/24,2.3,11.7,-4.8
1995/2/25,3.7,10.5,-1.1
1995/2/26,2.3,7.3,0.3
1995/2/27,4.2,10.5,-0.4
1995/2/28,4.3,11.8,-2.5
1995/3/1,3.8,10.2,0.1
1995/3/2,2.9,10.0,-3.0
1995/3/3,2.9,9.0,-2.8
1995/3/4,2.3,5.8,0.3
1995/3/5,2.3,8.1,-3.3
1995/3/6,3.4,10.9,-3.3
1995/3/7,3.1,12.1,-5.0
1995/3/8,4.1,13.9,-3.5
1995/3/9,6.4,14.5,-2.4
1995/3/10,2.2,5.0,0.2
1995/3/11,3.9,7.8,1.2
1995/3/12,4.6,12.9,-1.8
1995/3/13,5.4,11.9,1.7
1995/3/14,5.6,13.6,-1.7
1995/3/15,6.9,15.0,-0.4
1995/3/16,6.9,9.9,5.2
1995/3/17,12.4,16.6,6.8
1995/3/18,6.4,12.3,2.1
1995/3/19,3.9,11.1,-1.8
1995/3/20,4.9,13.5,-3.3
1995/3/21,6.9,17.0,-2.5
1995/3/22,10.9,19.0,3.7
1995/3/23,10.5,18.6,2.5
1995/3/24,9.5,11.8,6.7
1995/3/25,5.6,10.5,0.1
1995/3/26,1.1,5.7,-0.5
1995/3/27,4.6,13.0,-1.2
1995/3/28,6.1,12.4,0.9
1995/3/29,4.8,11.9,0.4
1995/3/30,7.6,10.5,5.5
1995/3/31,11.7,19.7,6.7
