ダウンロードした時刻：2019/10/10 16:18:42

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,12.1,14.5,11.0
2011/12/2,11.6,12.4,10.7
2011/12/3,14.0,18.0,11.1
2011/12/4,12.5,16.0,10.3
2011/12/5,11.8,15.7,8.1
2011/12/6,10.7,13.7,8.3
2011/12/7,12.2,16.3,7.8
2011/12/8,10.6,12.4,9.3
2011/12/9,6.7,10.7,3.4
2011/12/10,7.1,11.5,2.7
2011/12/11,8.1,11.8,4.2
2011/12/12,9.8,14.5,5.0
2011/12/13,9.9,14.5,6.0
2011/12/14,10.4,15.3,6.0
2011/12/15,11.2,15.6,7.2
2011/12/16,6.3,9.0,2.9
2011/12/17,5.5,9.6,2.5
2011/12/18,7.3,10.9,3.2
2011/12/19,8.1,11.6,4.2
2011/12/20,7.5,11.0,3.9
2011/12/21,8.9,13.3,6.0
2011/12/22,8.4,12.8,5.9
2011/12/23,6.1,9.0,4.1
2011/12/24,4.7,8.9,2.8
2011/12/25,4.2,7.3,2.3
2011/12/26,4.8,8.4,3.1
2011/12/27,5.3,9.3,2.2
2011/12/28,5.4,10.6,1.1
2011/12/29,7.6,12.5,3.1
2011/12/30,6.5,8.9,4.9
2011/12/31,5.6,10.2,2.6
2012/1/1,6.8,12.1,1.2
2012/1/2,6.1,9.3,3.2
2012/1/3,6.1,10.5,2.7
2012/1/4,3.6,6.7,0.8
2012/1/5,4.9,8.2,2.5
2012/1/6,5.6,10.4,2.3
2012/1/7,6.1,9.0,3.8
2012/1/8,4.7,9.3,0.4
2012/1/9,6.9,11.4,2.4
2012/1/10,7.4,11.7,3.4
2012/1/11,7.2,10.2,3.5
2012/1/12,3.7,7.3,1.2
2012/1/13,5.2,7.9,1.6
2012/1/14,7.5,11.1,4.8
2012/1/15,6.6,8.6,4.6
2012/1/16,5.9,6.7,3.8
2012/1/17,5.9,9.9,2.6
2012/1/18,5.4,9.6,0.7
2012/1/19,6.6,7.7,5.3
2012/1/20,7.6,8.9,6.3
2012/1/21,7.8,8.9,7.1
2012/1/22,8.9,12.4,5.9
2012/1/23,7.1,9.7,3.1
2012/1/24,2.9,5.4,1.6
2012/1/25,2.5,7.3,0.4
2012/1/26,2.7,6.2,-0.2
2012/1/27,4.6,9.0,0.0
2012/1/28,5.5,8.9,2.2
2012/1/29,4.6,7.2,3.0
2012/1/30,4.5,8.4,1.0
2012/1/31,4.1,8.3,0.7
2012/2/1,3.1,11.2,-0.9
2012/2/2,1.2,3.9,-0.7
2012/2/3,1.8,5.7,-1.7
2012/2/4,5.1,9.3,1.0
2012/2/5,5.2,8.9,-0.1
2012/2/6,6.7,9.1,4.4
2012/2/7,8.2,11.3,4.6
2012/2/8,2.8,6.0,-0.3
2012/2/9,2.6,6.8,-0.6
2012/2/10,4.2,8.0,0.8
2012/2/11,5.5,9.9,2.0
2012/2/12,5.1,9.7,2.0
2012/2/13,4.7,5.7,2.7
2012/2/14,6.3,7.4,5.5
2012/2/15,6.4,8.4,3.9
2012/2/16,5.1,8.6,2.8
2012/2/17,3.3,5.9,1.4
2012/2/18,1.8,5.3,0.0
2012/2/19,3.0,7.9,-1.1
2012/2/20,4.2,9.0,-0.3
2012/2/21,6.6,12.3,2.0
2012/2/22,7.4,9.2,5.2
2012/2/23,11.1,17.6,7.7
2012/2/24,9.1,12.2,6.2
2012/2/25,7.6,9.3,5.7
2012/2/26,5.5,8.0,2.9
2012/2/27,3.5,6.6,1.1
2012/2/28,4.5,7.6,0.7
2012/2/29,6.0,11.3,1.4
2012/3/1,8.4,12.9,3.3
2012/3/2,11.2,13.4,9.3
2012/3/3,9.6,13.2,7.2
2012/3/4,6.8,8.1,6.0
2012/3/5,10.2,14.1,7.3
2012/3/6,13.3,18.3,10.3
2012/3/7,11.3,13.2,9.2
2012/3/8,9.9,12.4,7.0
2012/3/9,6.7,9.8,5.2
2012/3/10,8.4,12.1,6.1
2012/3/11,6.2,13.7,2.8
2012/3/12,4.3,8.5,1.8
2012/3/13,5.5,10.1,2.2
2012/3/14,6.0,11.0,2.0
2012/3/15,7.2,11.9,2.1
2012/3/16,8.0,12.5,2.2
2012/3/17,15.4,20.6,10.8
2012/3/18,13.6,14.9,12.2
2012/3/19,9.3,12.5,6.0
2012/3/20,8.4,13.2,3.5
2012/3/21,8.6,13.5,4.3
2012/3/22,10.5,16.2,3.2
2012/3/23,11.7,15.5,8.5
2012/3/24,11.4,14.9,7.1
2012/3/25,7.6,11.1,4.6
2012/3/26,6.8,10.9,3.3
2012/3/27,8.7,13.6,3.5
2012/3/28,10.7,17.4,4.6
2012/3/29,11.0,17.1,5.6
2012/3/30,14.7,21.9,6.5
2012/3/31,12.2,17.8,5.3
