ダウンロードした時刻：2019/10/10 15:38:58

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,4.4,6.7,1.4
1989/12/2,8.7,12.6,5.2
1989/12/3,9.0,14.7,3.3
1989/12/4,8.8,17.1,-0.5
1989/12/5,4.5,9.2,0.7
1989/12/6,4.1,7.9,0.0
1989/12/7,5.4,11.2,0.5
1989/12/8,3.9,7.3,0.8
1989/12/9,0.0,1.6,-1.2
1989/12/10,1.3,3.6,-2.4
1989/12/11,4.8,8.9,-0.5
1989/12/12,1.9,4.7,-0.3
1989/12/13,1.1,4.7,-1.6
1989/12/14,-0.1,0.8,-1.6
1989/12/15,2.9,6.2,0.2
1989/12/16,5.0,8.9,1.9
1989/12/17,4.4,8.9,2.9
1989/12/18,1.2,4.2,-2.1
1989/12/19,-2.3,-0.9,-3.2
1989/12/20,-0.1,3.4,-3.2
1989/12/21,1.0,3.7,-0.9
1989/12/22,3.6,8.5,-1.3
1989/12/23,2.2,5.8,-1.7
1989/12/24,1.4,5.5,-3.1
1989/12/25,4.0,9.0,0.3
1989/12/26,4.0,10.5,-1.1
1989/12/27,4.1,8.1,1.9
1989/12/28,2.0,4.5,-0.3
1989/12/29,2.1,4.6,-0.5
1989/12/30,1.9,5.4,-0.9
1989/12/31,-0.5,1.6,-2.3
1990/1/1,-0.5,2.4,-3.1
1990/1/2,-0.1,3.9,-5.3
1990/1/3,0.7,4.1,-1.3
1990/1/4,-0.3,2.5,-3.5
1990/1/5,1.7,5.7,-2.9
1990/1/6,2.6,7.5,-0.1
1990/1/7,-1.2,0.7,-3.2
1990/1/8,0.8,5.6,-2.8
1990/1/9,-1.6,2.2,-5.5
1990/1/10,2.4,10.0,-2.9
1990/1/11,4.1,8.9,2.3
1990/1/12,3.3,9.0,-1.4
1990/1/13,-0.4,3.7,-3.0
1990/1/14,-1.2,1.8,-3.6
1990/1/15,-1.0,1.8,-3.2
1990/1/16,-2.7,-0.8,-4.2
1990/1/17,-2.9,-0.2,-6.5
1990/1/18,1.8,7.2,-5.6
1990/1/19,1.6,4.0,-0.9
1990/1/20,-3.6,-0.8,-6.5
1990/1/21,-5.6,-3.2,-9.1
1990/1/22,-0.8,3.5,-5.7
1990/1/23,-4.4,-0.9,-8.2
1990/1/24,-5.7,-1.3,-8.8
1990/1/25,-5.1,-2.7,-6.9
1990/1/26,-5.5,-3.0,-7.3
1990/1/27,-3.7,0.0,-7.3
1990/1/28,-2.5,0.9,-6.0
1990/1/29,-4.0,-2.3,-7.8
1990/1/30,-2.1,0.5,-4.5
1990/1/31,-2.9,-0.4,-6.4
1990/2/1,-3.7,-1.0,-6.6
1990/2/2,-4.1,1.6,-9.4
1990/2/3,-1.6,5.2,-7.8
1990/2/4,0.9,3.0,-1.7
1990/2/5,1.0,4.3,-1.5
1990/2/6,1.2,3.9,-1.2
1990/2/7,2.5,8.2,-2.8
1990/2/8,0.8,3.7,-2.8
1990/2/9,-1.0,3.9,-5.9
1990/2/10,0.1,4.8,-5.4
1990/2/11,3.3,8.4,0.4
1990/2/12,3.1,7.3,-0.4
1990/2/13,0.4,3.4,-2.2
1990/2/14,1.7,4.4,-0.6
1990/2/15,1.8,3.7,-0.4
1990/2/16,3.0,4.5,1.5
1990/2/17,4.0,7.6,2.2
1990/2/18,4.2,8.2,0.1
1990/2/19,4.2,8.7,-0.8
1990/2/20,7.2,9.5,4.5
1990/2/21,7.4,11.2,4.6
1990/2/22,5.3,10.8,0.6
1990/2/23,6.4,12.3,1.3
1990/2/24,6.5,8.4,4.9
1990/2/25,6.3,8.9,3.0
1990/2/26,6.0,8.1,4.3
1990/2/27,2.9,6.3,-0.6
1990/2/28,1.4,6.8,-2.2
1990/3/1,4.0,11.4,-3.5
1990/3/2,5.1,6.8,3.5
1990/3/3,5.1,7.6,3.2
1990/3/4,5.3,9.9,2.7
1990/3/5,4.1,6.5,2.3
1990/3/6,4.7,9.1,1.2
1990/3/7,4.0,13.4,-0.4
1990/3/8,0.3,3.1,-1.5
1990/3/9,5.3,10.1,1.3
1990/3/10,6.7,12.4,-0.9
1990/3/11,8.4,14.8,1.3
1990/3/12,5.8,11.3,0.1
1990/3/13,0.2,2.3,-1.5
1990/3/14,3.7,8.6,-1.9
1990/3/15,4.7,9.7,2.0
1990/3/16,5.2,8.3,2.0
1990/3/17,4.1,9.7,-1.0
1990/3/18,4.7,11.0,-1.6
1990/3/19,7.1,11.3,1.8
1990/3/20,9.1,13.7,5.2
1990/3/21,4.4,8.0,0.2
1990/3/22,4.6,13.3,-2.0
1990/3/23,5.5,12.0,-2.0
1990/3/24,5.8,7.6,4.1
1990/3/25,1.5,6.1,-0.9
1990/3/26,0.5,4.7,-2.2
1990/3/27,4.0,11.6,-3.4
1990/3/28,7.9,15.7,-0.6
1990/3/29,7.1,12.0,3.2
1990/3/30,8.2,16.2,1.2
1990/3/31,7.4,11.3,2.0
