ダウンロードした時刻：2019/10/10 15:40:23

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,3.9,8.0,1.2
2017/12/2,3.1,6.3,0.2
2017/12/3,6.8,13.3,0.4
2017/12/4,8.1,10.7,4.2
2017/12/5,6.2,10.2,0.7
2017/12/6,2.9,6.2,0.6
2017/12/7,3.4,7.6,0.0
2017/12/8,4.4,8.3,1.5
2017/12/9,2.9,6.0,0.4
2017/12/10,4.4,8.8,1.5
2017/12/11,6.5,13.9,0.3
2017/12/12,1.0,3.6,0.2
2017/12/13,1.5,4.2,-0.1
2017/12/14,3.3,7.6,-1.1
2017/12/15,4.0,8.1,0.4
2017/12/16,4.4,7.9,1.6
2017/12/17,1.8,4.5,-1.0
2017/12/18,2.8,5.9,-2.1
2017/12/19,3.7,9.3,-0.3
2017/12/20,2.1,6.4,-1.7
2017/12/21,3.2,7.4,-0.7
2017/12/22,4.0,9.1,-0.5
2017/12/23,5.2,11.0,1.7
2017/12/24,5.3,9.0,1.8
2017/12/25,6.6,11.1,2.6
2017/12/26,2.1,6.0,-1.0
2017/12/27,-1.6,0.1,-3.1
2017/12/28,0.8,3.0,-1.2
2017/12/29,2.6,5.9,-0.8
2017/12/30,1.6,5.3,-1.8
2017/12/31,2.0,4.9,-1.8
2018/1/1,4.4,8.7,-0.3
2018/1/2,3.0,5.8,-0.1
2018/1/3,0.5,3.5,-2.3
2018/1/4,1.6,3.8,-1.1
2018/1/5,1.7,5.8,-2.5
2018/1/6,2.7,7.5,-1.1
2018/1/7,3.5,6.6,1.0
2018/1/8,3.4,7.9,-0.6
2018/1/9,4.9,11.7,1.3
2018/1/10,1.7,5.9,-1.3
2018/1/11,-0.8,2.3,-3.0
2018/1/12,0.0,3.9,-4.0
2018/1/13,0.8,4.2,-3.2
2018/1/14,0.2,4.1,-3.1
2018/1/15,1.7,7.2,-5.2
2018/1/16,5.8,9.1,1.6
2018/1/17,4.7,7.2,0.8
2018/1/18,7.4,12.2,1.5
2018/1/19,4.0,7.1,-0.3
2018/1/20,2.1,5.8,-2.1
2018/1/21,2.3,4.9,-1.3
2018/1/22,-1.0,0.7,-2.5
2018/1/23,0.7,4.0,-2.5
2018/1/24,-2.7,-0.1,-6.3
2018/1/25,-3.7,-0.1,-6.7
2018/1/26,-2.3,0.0,-3.8
2018/1/27,-1.0,2.9,-4.8
2018/1/28,0.8,3.6,-2.1
2018/1/29,0.0,3.7,-3.8
2018/1/30,-2.2,1.0,-5.4
2018/1/31,0.2,4.4,-4.6
2018/2/1,1.1,4.9,-1.1
2018/2/2,0.6,4.6,-2.6
2018/2/3,3.8,7.6,0.5
2018/2/4,2.6,6.8,-0.3
2018/2/5,0.8,4.4,-2.0
2018/2/6,0.4,5.3,-3.6
2018/2/7,1.9,5.4,-0.7
2018/2/8,0.8,5.4,-1.5
2018/2/9,1.9,6.3,-2.4
2018/2/10,5.3,11.4,-0.3
2018/2/11,4.3,10.3,-2.1
2018/2/12,-3.2,-0.8,-4.9
2018/2/13,-1.9,1.5,-5.6
2018/2/14,3.3,8.8,-2.8
2018/2/15,2.8,6.0,0.1
2018/2/16,1.9,5.7,-0.4
2018/2/17,-0.5,4.6,-3.9
2018/2/18,-1.7,1.6,-6.0
2018/2/19,0.6,5.4,-4.0
2018/2/20,1.4,6.5,-2.4
2018/2/21,-0.2,4.3,-3.7
2018/2/22,0.1,3.7,-3.8
2018/2/23,3.4,7.9,-0.4
2018/2/24,2.5,7.8,-1.0
2018/2/25,1.2,6.0,-2.7
2018/2/26,2.0,8.2,-1.9
2018/2/27,1.0,5.4,-1.9
2018/2/28,3.5,7.7,-1.2
2018/3/1,8.0,14.4,3.8
2018/3/2,2.8,5.1,0.3
2018/3/3,5.0,9.8,-1.1
2018/3/4,9.7,19.7,1.5
2018/3/5,5.7,9.9,2.0
2018/3/6,3.0,6.8,-0.4
2018/3/7,0.9,4.9,-2.0
2018/3/8,3.6,7.2,-1.0
2018/3/9,9.4,14.0,4.1
2018/3/10,4.2,7.9,1.0
2018/3/11,4.2,8.0,-1.5
2018/3/12,4.7,9.0,1.7
2018/3/13,7.3,13.6,-0.3
2018/3/14,13.3,19.7,5.7
2018/3/15,14.3,19.4,6.8
2018/3/16,8.2,17.4,1.4
2018/3/17,3.4,7.8,0.4
2018/3/18,5.2,11.1,-1.2
2018/3/19,10.5,15.7,6.0
2018/3/20,5.0,9.6,1.7
2018/3/21,2.0,4.4,0.4
2018/3/22,5.4,8.1,2.4
2018/3/23,7.0,12.2,4.0
2018/3/24,7.3,13.4,1.5
2018/3/25,10.4,16.2,3.8
2018/3/26,14.4,22.2,5.6
2018/3/27,12.6,17.7,6.8
2018/3/28,13.4,21.1,7.6
2018/3/29,15.3,21.3,9.0
2018/3/30,8.8,13.9,4.0
2018/3/31,8.3,13.4,1.5
