ダウンロードした時刻：2019/10/10 15:41:36

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,10.4,15.8,5.7
1980/12/2,8.8,12.9,2.3
1980/12/3,13.1,18.5,10.4
1980/12/4,9.2,14.5,3.1
1980/12/5,6.2,12.1,0.5
1980/12/6,5.6,11.7,0.7
1980/12/7,6.4,14.0,0.2
1980/12/8,5.9,12.1,1.2
1980/12/9,5.0,8.6,2.7
1980/12/10,5.9,11.5,0.6
1980/12/11,6.9,11.3,-0.4
1980/12/12,9.4,12.7,4.5
1980/12/13,5.6,9.5,1.4
1980/12/14,4.3,8.8,0.6
1980/12/15,3.7,6.4,-0.5
1980/12/16,4.7,9.1,-1.9
1980/12/17,4.9,9.7,1.3
1980/12/18,4.4,9.6,-1.1
1980/12/19,4.2,7.4,0.3
1980/12/20,1.7,5.4,-1.5
1980/12/21,2.2,7.3,-2.6
1980/12/22,3.3,7.7,-0.8
1980/12/23,3.2,6.9,-2.1
1980/12/24,5.3,8.4,2.8
1980/12/25,6.8,10.4,3.6
1980/12/26,4.7,9.4,0.6
1980/12/27,3.0,7.2,-0.6
1980/12/28,2.9,8.1,-2.7
1980/12/29,4.8,8.9,1.0
1980/12/30,6.2,9.5,4.3
1980/12/31,4.9,9.3,0.2
1981/1/1,3.2,7.9,-3.4
1981/1/2,5.4,8.7,1.1
1981/1/3,5.1,8.4,1.5
1981/1/4,4.0,8.3,-0.9
1981/1/5,2.2,7.5,-2.6
1981/1/6,1.5,5.9,-2.5
1981/1/7,0.2,3.5,-2.2
1981/1/8,1.8,5.4,-1.3
1981/1/9,3.0,8.2,-1.1
1981/1/10,3.3,8.7,-1.4
1981/1/11,0.7,6.1,-3.4
1981/1/12,0.5,5.6,-3.7
1981/1/13,0.2,3.9,-2.7
1981/1/14,-0.5,5.5,-4.9
1981/1/15,2.0,7.1,-4.0
1981/1/16,1.8,5.6,-1.7
1981/1/17,1.5,6.7,-3.5
1981/1/18,1.6,6.5,-4.9
1981/1/19,2.3,8.6,-3.0
1981/1/20,1.8,5.8,-0.7
1981/1/21,0.4,4.0,-4.2
1981/1/22,0.5,4.2,-3.6
1981/1/23,2.7,7.3,-3.4
1981/1/24,3.9,8.5,-0.7
1981/1/25,4.2,6.9,0.4
1981/1/26,0.8,4.2,-2.2
1981/1/27,-0.1,4.5,-5.1
1981/1/28,1.3,4.9,-1.5
1981/1/29,2.0,7.9,-4.0
1981/1/30,2.1,5.6,-0.8
1981/1/31,2.9,9.6,-3.5
1981/2/1,1.6,5.0,-1.7
1981/2/2,2.3,6.5,-2.0
1981/2/3,1.8,4.5,-2.2
1981/2/4,3.1,6.4,0.3
1981/2/5,3.7,8.7,-0.5
1981/2/6,3.9,9.7,-0.5
1981/2/7,3.2,7.7,-0.8
1981/2/8,3.9,8.9,-0.2
1981/2/9,3.7,8.3,-0.3
1981/2/10,4.0,8.0,-1.2
1981/2/11,2.1,6.3,-0.7
1981/2/12,3.5,9.6,-4.3
1981/2/13,5.2,11.6,-2.6
1981/2/14,7.4,11.3,5.2
1981/2/15,6.3,8.8,1.7
1981/2/16,8.8,15.8,2.5
1981/2/17,1.4,7.3,-1.4
1981/2/18,3.4,6.1,-2.5
1981/2/19,6.4,11.3,1.5
1981/2/20,3.2,7.5,-0.3
1981/2/21,3.1,8.5,-0.8
1981/2/22,2.1,7.3,-2.4
1981/2/23,1.7,3.7,-0.9
1981/2/24,2.3,3.0,1.4
1981/2/25,1.0,5.1,-1.9
1981/2/26,-1.3,4.2,-4.6
1981/2/27,-1.3,1.7,-3.4
1981/2/28,0.3,5.6,-5.7
1981/3/1,2.7,9.4,-3.7
1981/3/2,1.9,5.9,-2.3
1981/3/3,3.3,6.8,-2.4
1981/3/4,5.0,6.4,3.4
1981/3/5,4.6,10.6,0.0
1981/3/6,2.7,8.6,-2.3
1981/3/7,3.0,6.8,-3.7
1981/3/8,6.5,11.0,3.4
1981/3/9,3.2,5.0,1.2
1981/3/10,2.6,6.9,-0.7
1981/3/11,2.3,8.4,-2.1
1981/3/12,4.2,8.5,-0.9
1981/3/13,7.0,12.9,-0.5
1981/3/14,7.4,9.2,6.4
1981/3/15,8.0,12.1,3.1
1981/3/16,5.8,10.7,2.2
1981/3/17,4.2,9.5,-0.4
1981/3/18,5.2,10.1,-1.4
1981/3/19,7.9,12.4,1.1
1981/3/20,10.3,17.5,6.8
1981/3/21,6.0,8.8,4.3
1981/3/22,7.5,12.9,4.6
1981/3/23,8.5,13.6,4.4
1981/3/24,5.3,8.4,0.8
1981/3/25,7.1,12.0,3.2
1981/3/26,8.9,12.1,6.4
1981/3/27,7.2,11.4,4.2
1981/3/28,5.8,10.2,2.8
1981/3/29,7.1,10.7,3.4
1981/3/30,5.8,8.9,2.8
1981/3/31,4.1,6.4,-0.6
