ダウンロードした時刻：2019/10/10 15:34:59

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,5.9,9.7,2.2
2016/12/2,2.0,3.7,0.0
2016/12/3,3.5,8.2,-1.3
2016/12/4,8.1,13.0,-0.7
2016/12/5,7.6,11.6,3.2
2016/12/6,0.1,5.8,-5.8
2016/12/7,-3.4,0.2,-5.9
2016/12/8,-1.5,1.8,-6.4
2016/12/9,2.4,4.6,-1.3
2016/12/10,-1.5,1.8,-5.2
2016/12/11,-4.0,-0.6,-6.1
2016/12/12,-2.7,1.5,-7.7
2016/12/13,2.9,6.2,-1.5
2016/12/14,0.0,2.7,-1.8
2016/12/15,-2.7,0.1,-5.9
2016/12/16,-5.1,-2.7,-8.2
2016/12/17,-2.2,0.2,-5.4
2016/12/18,5.0,8.0,-0.8
2016/12/19,3.2,7.5,-1.6
2016/12/20,1.6,6.6,-2.4
2016/12/21,2.6,6.5,-2.2
2016/12/22,4.2,5.6,0.3
2016/12/23,5.1,9.7,-0.4
2016/12/24,-2.1,0.1,-4.7
2016/12/25,-0.7,2.9,-4.5
2016/12/26,3.9,7.5,-0.7
2016/12/27,-0.3,1.5,-3.2
2016/12/28,-2.1,0.2,-4.9
2016/12/29,-1.3,1.9,-5.6
2016/12/30,-2.4,0.9,-7.5
2016/12/31,-0.5,1.7,-2.9
2017/1/1,1.0,3.6,-1.9
2017/1/2,2.3,4.7,-0.8
2017/1/3,0.3,3.7,-2.6
2017/1/4,-0.1,3.3,-2.3
2017/1/5,-1.5,1.4,-3.7
2017/1/6,-1.2,2.6,-5.3
2017/1/7,2.1,5.7,-0.6
2017/1/8,0.1,3.6,-3.5
2017/1/9,4.2,7.3,0.4
2017/1/10,-3.0,1.2,-6.3
2017/1/11,-7.4,-6.2,-8.3
2017/1/12,-7.1,-5.2,-8.5
2017/1/13,-6.6,-3.7,-9.4
2017/1/14,-7.2,-4.1,-11.7
2017/1/15,-3.2,1.0,-9.1
2017/1/16,0.2,4.3,-5.7
2017/1/17,-0.8,1.7,-4.0
2017/1/18,-0.9,2.8,-5.0
2017/1/19,-0.6,2.4,-4.4
2017/1/20,-2.4,0.6,-6.7
2017/1/21,-2.5,1.0,-6.1
2017/1/22,-0.1,4.1,-4.9
2017/1/23,-3.1,0.3,-8.2
2017/1/24,-6.3,-2.0,-10.1
2017/1/25,-5.0,-1.3,-10.9
2017/1/26,-1.2,1.8,-4.1
2017/1/27,2.2,6.2,-4.6
2017/1/28,-1.7,-0.2,-4.5
2017/1/29,-1.7,1.4,-6.6
2017/1/30,-2.3,-0.1,-6.4
2017/1/31,-4.2,-1.5,-9.4
2017/2/1,-2.7,1.4,-8.3
2017/2/2,-7.6,-4.0,-10.5
2017/2/3,-4.4,-0.4,-12.0
2017/2/4,1.1,3.9,-1.6
2017/2/5,1.4,4.9,-4.9
2017/2/6,2.2,4.2,0.5
2017/2/7,-1.7,1.3,-6.1
2017/2/8,-2.7,0.1,-8.1
2017/2/9,0.0,3.2,-3.1
2017/2/10,1.5,3.2,-0.8
2017/2/11,0.3,3.2,-2.6
2017/2/12,1.8,4.6,-0.1
2017/2/13,1.8,5.4,-0.6
2017/2/14,1.2,4.4,-1.9
2017/2/15,0.5,3.5,-2.3
2017/2/16,5.8,9.7,-0.8
2017/2/17,3.0,9.0,-3.5
2017/2/18,-5.9,-2.8,-7.8
2017/2/19,-5.6,-1.8,-10.7
2017/2/20,-1.4,1.2,-5.6
2017/2/21,-3.8,-0.8,-7.3
2017/2/22,-1.7,2.2,-8.3
2017/2/23,1.6,3.9,-2.1
2017/2/24,-2.5,0.1,-4.3
2017/2/25,-0.9,3.4,-7.4
2017/2/26,-3.5,-0.1,-7.6
2017/2/27,-4.7,0.3,-10.5
2017/2/28,-1.2,4.1,-7.9
2017/3/1,3.0,6.5,-1.4
2017/3/2,4.6,9.3,0.4
2017/3/3,1.4,5.2,-1.7
2017/3/4,-0.8,2.2,-3.4
2017/3/5,0.1,2.2,-2.1
2017/3/6,-1.1,2.4,-4.0
2017/3/7,-2.7,-0.4,-4.8
2017/3/8,-1.8,2.7,-5.8
2017/3/9,-0.2,2.1,-2.5
2017/3/10,-0.7,1.8,-2.8
2017/3/11,-0.6,5.2,-6.3
2017/3/12,0.9,6.4,-4.8
2017/3/13,2.6,7.3,-1.9
2017/3/14,2.3,3.7,0.8
2017/3/15,2.9,6.7,0.3
2017/3/16,2.5,6.7,-0.4
2017/3/17,2.9,8.2,-0.8
2017/3/18,2.8,8.3,-2.3
2017/3/19,3.9,9.5,-1.5
2017/3/20,4.9,10.5,-0.6
2017/3/21,5.8,9.9,2.5
2017/3/22,3.5,7.0,-0.1
2017/3/23,1.6,6.0,-1.9
2017/3/24,1.2,5.3,-2.3
2017/3/25,3.4,8.0,-0.5
2017/3/26,3.3,7.4,-1.3
2017/3/27,3.2,8.2,-1.4
2017/3/28,2.5,7.8,-1.7
2017/3/29,3.8,10.0,-1.0
2017/3/30,4.1,8.3,1.7
2017/3/31,3.3,6.9,0.6
