ダウンロードした時刻：2019/10/10 15:59:19

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,11.8,14.9,9.2
2001/12/2,11.6,16.7,6.9
2001/12/3,12.0,15.7,8.7
2001/12/4,10.1,12.3,8.5
2001/12/5,10.4,12.9,8.2
2001/12/6,9.8,10.9,8.5
2001/12/7,9.4,12.5,7.0
2001/12/8,8.7,11.4,5.9
2001/12/9,8.4,12.7,5.2
2001/12/10,8.1,11.8,5.8
2001/12/11,7.3,10.8,4.4
2001/12/12,10.0,13.8,6.3
2001/12/13,9.1,12.9,6.7
2001/12/14,11.3,15.4,6.6
2001/12/15,7.8,12.6,4.1
2001/12/16,7.4,11.5,2.6
2001/12/17,8.2,12.0,2.8
2001/12/18,7.4,11.2,4.6
2001/12/19,7.5,11.9,2.8
2001/12/20,7.7,12.4,3.4
2001/12/21,4.7,6.9,2.5
2001/12/22,7.2,12.5,3.1
2001/12/23,7.1,10.6,2.2
2001/12/24,7.5,11.8,2.1
2001/12/25,6.9,8.4,5.7
2001/12/26,8.4,11.7,6.4
2001/12/27,6.9,9.9,3.3
2001/12/28,6.9,11.0,3.7
2001/12/29,6.0,9.2,2.8
2001/12/30,7.7,13.9,1.5
2001/12/31,6.0,10.5,0.9
2002/1/1,7.1,14.3,2.0
2002/1/2,5.2,9.9,1.7
2002/1/3,4.1,8.4,0.4
2002/1/4,6.5,12.0,-0.3
2002/1/5,5.7,8.8,2.7
2002/1/6,5.6,10.0,0.9
2002/1/7,4.3,7.3,1.6
2002/1/8,7.4,14.3,2.6
2002/1/9,7.5,11.2,4.0
2002/1/10,8.2,12.7,2.1
2002/1/11,10.1,15.4,4.7
2002/1/12,10.4,14.9,6.0
2002/1/13,10.2,13.7,7.6
2002/1/14,9.1,12.0,4.8
2002/1/15,11.9,18.1,4.9
2002/1/16,11.7,14.8,8.3
2002/1/17,6.9,8.5,5.2
2002/1/18,6.9,10.2,4.4
2002/1/19,5.8,7.9,3.0
2002/1/20,6.5,10.3,1.9
2002/1/21,9.5,14.7,4.9
2002/1/22,11.1,14.9,7.3
2002/1/23,7.3,12.1,2.8
2002/1/24,7.0,10.5,2.1
2002/1/25,6.9,11.2,3.9
2002/1/26,4.0,6.4,2.1
2002/1/27,7.3,12.1,2.3
2002/1/28,8.8,12.0,4.8
2002/1/29,5.9,9.2,1.6
2002/1/30,5.9,9.2,1.7
2002/1/31,5.9,9.2,3.7
2002/2/1,6.4,10.0,2.9
2002/2/2,7.5,11.2,2.9
2002/2/3,6.0,9.4,4.6
2002/2/4,7.5,10.5,5.1
2002/2/5,7.6,10.4,5.3
2002/2/6,8.6,13.2,5.6
2002/2/7,10.1,15.1,6.5
2002/2/8,10.0,14.9,5.8
2002/2/9,8.4,12.4,4.0
2002/2/10,3.7,5.5,2.1
2002/2/11,4.1,8.1,0.3
2002/2/12,5.6,9.2,1.2
2002/2/13,5.5,8.9,1.8
2002/2/14,5.5,9.8,1.4
2002/2/15,5.9,10.3,2.9
2002/2/16,7.3,12.4,2.4
2002/2/17,7.6,11.0,4.6
2002/2/18,7.6,13.9,3.6
2002/2/19,6.4,10.7,2.1
2002/2/20,9.0,14.4,4.6
2002/2/21,10.6,16.1,4.1
2002/2/22,12.5,17.7,8.3
2002/2/23,10.8,14.2,8.3
2002/2/24,8.9,13.4,6.0
2002/2/25,8.3,11.6,4.7
2002/2/26,9.5,12.6,6.2
2002/2/27,10.9,14.5,8.3
2002/2/28,10.3,12.0,8.0
2002/3/1,12.0,15.6,9.8
2002/3/2,12.3,15.4,9.1
2002/3/3,6.3,9.2,4.8
2002/3/4,8.5,12.6,3.9
2002/3/5,9.1,11.7,5.8
2002/3/6,10.3,15.8,6.4
2002/3/7,11.3,16.9,6.9
2002/3/8,8.7,13.3,4.9
2002/3/9,10.5,15.7,5.3
2002/3/10,13.0,19.8,6.2
2002/3/11,12.2,15.8,9.4
2002/3/12,13.0,19.3,7.1
2002/3/13,11.9,17.1,7.6
2002/3/14,13.2,19.1,7.1
2002/3/15,18.1,23.9,13.5
2002/3/16,13.9,17.1,11.8
2002/3/17,15.3,20.6,8.7
2002/3/18,15.5,20.0,11.3
2002/3/19,13.3,16.7,10.1
2002/3/20,14.4,18.3,10.8
2002/3/21,16.3,21.5,8.2
2002/3/22,15.9,19.4,10.2
2002/3/23,9.0,12.1,6.9
2002/3/24,9.5,13.4,6.2
2002/3/25,9.3,13.3,5.0
2002/3/26,9.3,10.9,7.5
2002/3/27,10.8,12.4,7.7
2002/3/28,11.0,15.8,6.3
2002/3/29,12.1,17.0,8.0
2002/3/30,17.3,22.3,11.9
2002/3/31,15.0,19.4,12.1
