ダウンロードした時刻：2017/07/24 15:40:00

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,-1.4,6.9,-6.8
2006/1/2,3.2,6.6,-2.1
2006/1/3,-1.1,1.0,-2.7
2006/1/4,-2.8,1.5,-5.8
2006/1/5,-3.9,1.8,-7.9
2006/1/6,-6.5,-3.3,-10.9
2006/1/7,-5.9,0.4,-10.9
2006/1/8,-5.5,1.4,-11.3
2006/1/9,-4.9,2.2,-9.7
2006/1/10,-2.9,5.4,-11.1
2006/1/11,-0.2,5.4,-3.1
2006/1/12,-1.7,4.3,-6.3
2006/1/13,1.9,8.9,-6.5
2006/1/14,8.3,11.4,5.0
2006/1/15,3.5,7.3,-0.8
2006/1/16,2.1,8.5,-3.3
2006/1/17,-0.1,2.7,-3.4
2006/1/18,-2.0,3.4,-5.1
2006/1/19,-3.3,1.8,-7.3
2006/1/20,-3.1,2.8,-6.9
2006/1/21,-2.2,1.9,-6.3
2006/1/22,-2.1,4.6,-7.1
2006/1/23,-3.3,0.6,-5.6
2006/1/24,-3.2,3.6,-7.6
2006/1/25,-4.0,3.7,-10.1
2006/1/26,-2.7,5.7,-9.1
2006/1/27,-2.6,5.7,-9.0
2006/1/28,-1.7,4.6,-5.9
2006/1/29,-1.2,6.8,-8.7
2006/1/30,8.1,13.4,2.8
2006/1/31,2.0,4.1,0.5
2006/2/1,1.0,2.2,-0.2
2006/2/2,-0.2,3.1,-3.3
2006/2/3,0.5,5.7,-6.4
2006/2/4,-5.4,0.1,-9.4
2006/2/5,-4.3,1.6,-8.1
2006/2/6,-3.6,1.0,-7.7
2006/2/7,2.1,9.1,-3.0
2006/2/8,1.0,5.4,-2.1
2006/2/9,-2.5,2.3,-6.6
2006/2/10,-0.2,6.8,-9.1
2006/2/11,3.4,9.7,-0.7
2006/2/12,-2.8,1.2,-7.9
2006/2/13,-0.6,12.7,-9.9
2006/2/14,7.1,17.5,-4.5
2006/2/15,11.6,17.2,5.3
2006/2/16,4.2,5.5,2.3
2006/2/17,0.1,3.5,-5.2
2006/2/18,-1.7,5.2,-7.2
2006/2/19,0.9,8.8,-5.1
2006/2/20,0.3,3.3,-2.9
2006/2/21,3.2,5.9,0.4
2006/2/22,8.2,16.9,0.8
2006/2/23,4.4,7.2,0.9
2006/2/24,2.6,6.5,-0.3
2006/2/25,5.2,13.7,-2.3
2006/2/26,2.0,6.1,0.1
2006/2/27,0.0,2.4,-2.7
2006/2/28,0.4,5.1,-3.1
2006/3/1,1.9,4.0,0.3
2006/3/2,1.3,6.5,-1.7
2006/3/3,-0.6,4.7,-3.9
2006/3/4,-0.4,8.0,-6.7
2006/3/5,3.9,13.8,-5.5
2006/3/6,6.4,9.8,2.7
2006/3/7,6.8,15.6,-1.1
2006/3/8,7.7,14.9,1.0
2006/3/9,4.8,11.4,0.4
2006/3/10,6.1,10.4,3.3
2006/3/11,10.3,17.8,3.5
2006/3/12,5.9,11.4,-1.3
2006/3/13,-0.9,3.7,-3.7
2006/3/14,-1.6,3.7,-5.9
2006/3/15,1.9,12.5,-6.7
2006/3/16,5.7,14.7,-3.2
2006/3/17,5.9,11.4,0.1
2006/3/18,5.8,12.4,-1.4
2006/3/19,3.6,8.6,-2.4
2006/3/20,1.1,9.6,-5.7
2006/3/21,4.1,12.0,-2.0
2006/3/22,3.0,10.1,-0.6
2006/3/23,4.5,12.5,0.1
2006/3/24,3.3,9.4,-1.4
2006/3/25,5.7,15.7,-4.1
2006/3/26,8.8,14.8,3.5
2006/3/27,8.2,17.6,1.0
2006/3/28,9.2,15.8,3.9
2006/3/29,1.7,4.3,-0.5
2006/3/30,0.4,6.1,-2.9
2006/3/31,1.4,8.5,-3.5
2006/4/1,5.2,15.0,-3.5
2006/4/2,9.7,13.5,6.3
2006/4/3,7.6,12.8,1.0
2006/4/4,9.0,18.6,-1.4
2006/4/5,6.8,9.1,3.6
2006/4/6,4.8,11.6,-0.6
2006/4/7,6.3,15.3,-0.2
2006/4/8,6.4,11.8,2.5
2006/4/9,5.3,12.1,-0.8
2006/4/10,5.5,9.3,0.5
2006/4/11,10.0,13.7,7.0
2006/4/12,13.6,21.7,7.7
2006/4/13,13.1,18.8,9.8
2006/4/14,7.9,12.2,3.1
2006/4/15,7.7,15.5,1.6
2006/4/16,7.6,18.6,0.6
2006/4/17,7.0,13.9,0.1
2006/4/18,15.0,22.3,4.6
2006/4/19,14.8,20.7,9.9
2006/4/20,11.0,15.8,5.8
2006/4/21,5.8,9.9,1.8
2006/4/22,7.6,15.2,0.1
2006/4/23,12.3,19.2,7.1
2006/4/24,13.6,21.6,4.4
2006/4/25,6.4,12.7,1.8
2006/4/26,7.9,15.7,-0.6
2006/4/27,9.3,16.3,5.7
2006/4/28,10.6,20.4,2.7
2006/4/29,12.8,19.9,5.7
2006/4/30,15.7,21.9,8.5
2006/5/1,21.7,27.5,14.3
