ダウンロードした時刻：2019/10/10 16:16:29

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,11.1,16.4,6.5
2009/12/2,11.0,16.3,6.4
2009/12/3,10.6,12.9,8.2
2009/12/4,10.6,14.9,6.8
2009/12/5,11.5,18.6,5.6
2009/12/6,9.2,11.6,6.0
2009/12/7,7.5,12.0,3.3
2009/12/8,8.4,13.0,5.3
2009/12/9,8.7,12.5,4.8
2009/12/10,10.2,13.7,4.6
2009/12/11,14.4,16.2,12.3
2009/12/12,15.2,18.2,12.5
2009/12/13,10.8,12.8,7.7
2009/12/14,9.8,14.9,5.1
2009/12/15,8.7,11.9,4.9
2009/12/16,6.7,10.1,4.7
2009/12/17,5.1,7.9,3.6
2009/12/18,4.0,7.4,2.1
2009/12/19,4.3,6.9,1.7
2009/12/20,6.4,8.5,4.7
2009/12/21,5.6,8.5,2.8
2009/12/22,6.3,11.7,1.7
2009/12/23,6.6,10.8,2.9
2009/12/24,7.5,12.5,4.6
2009/12/25,8.0,12.5,2.5
2009/12/26,8.9,12.9,4.4
2009/12/27,6.1,11.1,1.8
2009/12/28,6.1,8.2,1.3
2009/12/29,4.4,8.5,0.8
2009/12/30,6.5,13.3,1.3
2009/12/31,3.3,7.9,1.0
2010/1/1,3.1,5.5,0.8
2010/1/2,6.2,9.7,3.4
2010/1/3,6.8,10.5,2.0
2010/1/4,5.1,9.3,-0.4
2010/1/5,6.3,10.6,2.9
2010/1/6,3.5,5.9,2.3
2010/1/7,5.0,7.3,2.6
2010/1/8,5.6,8.7,2.3
2010/1/9,6.0,10.3,1.8
2010/1/10,7.5,10.7,4.7
2010/1/11,6.5,9.9,3.3
2010/1/12,6.7,8.8,2.5
2010/1/13,1.3,3.8,-0.4
2010/1/14,1.9,4.9,-0.6
2010/1/15,3.7,7.8,-1.0
2010/1/16,4.9,9.3,0.7
2010/1/17,5.0,10.6,0.9
2010/1/18,5.7,12.8,-1.2
2010/1/19,6.1,11.8,1.3
2010/1/20,7.3,11.9,1.2
2010/1/21,10.2,16.4,6.0
2010/1/22,6.8,11.6,2.6
2010/1/23,5.0,8.4,2.8
2010/1/24,5.1,11.1,0.1
2010/1/25,6.3,9.4,1.4
2010/1/26,6.2,10.7,1.7
2010/1/27,5.1,10.7,-1.5
2010/1/28,10.0,13.7,6.7
2010/1/29,8.6,11.8,5.0
2010/1/30,8.4,12.4,4.4
2010/1/31,7.3,8.4,6.6
2010/2/1,4.9,6.8,3.0
2010/2/2,7.3,10.6,4.4
2010/2/3,4.9,8.0,1.8
2010/2/4,3.7,7.3,0.1
2010/2/5,4.8,7.9,1.1
2010/2/6,4.4,7.7,2.0
2010/2/7,4.2,9.1,-0.4
2010/2/8,6.4,11.2,2.7
2010/2/9,10.6,17.3,4.6
2010/2/10,11.5,15.0,8.5
2010/2/11,6.8,8.7,5.1
2010/2/12,5.9,9.0,4.2
2010/2/13,5.4,9.2,0.8
2010/2/14,6.5,9.0,2.9
2010/2/15,6.4,7.9,5.2
2010/2/16,6.3,9.5,2.5
2010/2/17,3.2,6.7,0.1
2010/2/18,5.0,10.1,-0.1
2010/2/19,4.2,8.6,1.5
2010/2/20,5.9,10.6,0.4
2010/2/21,5.5,10.8,0.2
2010/2/22,8.5,15.0,1.7
2010/2/23,11.1,17.2,5.6
2010/2/24,11.2,17.5,5.8
2010/2/25,14.4,21.0,7.7
2010/2/26,14.8,16.7,12.9
2010/2/27,11.7,14.4,8.5
2010/2/28,10.4,14.7,8.0
2010/3/1,9.5,13.6,6.1
2010/3/2,11.2,13.3,9.4
2010/3/3,10.5,13.3,8.0
2010/3/4,11.2,17.0,7.0
2010/3/5,14.6,18.4,11.9
2010/3/6,10.7,12.6,8.9
2010/3/7,7.7,9.2,6.6
2010/3/8,7.4,9.3,6.5
2010/3/9,3.3,6.7,0.8
2010/3/10,4.6,7.3,3.3
2010/3/11,6.5,11.5,1.6
2010/3/12,7.9,13.2,1.8
2010/3/13,11.4,17.6,6.2
2010/3/14,10.0,14.4,4.8
2010/3/15,13.1,19.4,7.5
2010/3/16,12.5,16.6,7.3
2010/3/17,9.3,12.9,6.5
2010/3/18,8.2,12.2,4.4
2010/3/19,9.8,15.0,5.5
2010/3/20,15.0,25.2,5.4
2010/3/21,12.6,19.1,6.8
2010/3/22,8.7,13.8,2.6
2010/3/23,8.8,10.1,7.4
2010/3/24,7.8,8.6,7.0
2010/3/25,6.7,7.9,4.8
2010/3/26,6.7,11.3,1.8
2010/3/27,7.4,13.4,-0.1
2010/3/28,10.2,15.1,6.7
2010/3/29,6.9,11.2,3.8
2010/3/30,6.4,11.4,0.7
2010/3/31,10.5,14.7,5.3
