ダウンロードした時刻：2017/07/24 15:44:49

,洲本,洲本,洲本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,4.6,8.6,-0.4
1981/1/2,3.9,9.0,1.7
1981/1/3,1.8,4.7,0.5
1981/1/4,1.5,4.6,0.1
1981/1/5,1.4,4.0,0.0
1981/1/6,1.7,4.3,-0.8
1981/1/7,3.6,6.3,1.2
1981/1/8,3.5,6.8,-0.2
1981/1/9,4.8,8.8,1.6
1981/1/10,4.0,7.4,1.1
1981/1/11,1.0,2.9,-0.6
1981/1/12,1.9,4.9,-1.1
1981/1/13,1.4,4.1,-0.4
1981/1/14,1.0,4.1,-0.9
1981/1/15,2.4,5.8,-1.1
1981/1/16,2.1,5.2,-0.3
1981/1/17,1.4,4.7,-1.9
1981/1/18,3.4,6.8,0.0
1981/1/19,3.2,7.2,0.6
1981/1/20,2.6,6.6,-0.4
1981/1/21,2.7,6.4,-1.2
1981/1/22,1.3,4.8,-1.6
1981/1/23,2.3,6.3,-2.2
1981/1/24,3.7,4.7,1.5
1981/1/25,4.9,7.9,1.3
1981/1/26,2.4,5.3,-0.6
1981/1/27,1.7,4.9,-2.0
1981/1/28,2.2,6.2,0.2
1981/1/29,3.2,7.4,0.4
1981/1/30,2.6,6.2,-0.4
1981/1/31,3.6,7.1,-0.2
1981/2/1,3.0,4.8,1.5
1981/2/2,3.1,5.7,1.0
1981/2/3,3.6,8.8,0.2
1981/2/4,1.2,4.1,-0.6
1981/2/5,1.8,5.7,-1.3
1981/2/6,2.9,6.4,-0.3
1981/2/7,4.2,8.5,0.1
1981/2/8,5.1,8.8,2.9
1981/2/9,4.3,7.8,1.3
1981/2/10,3.9,7.2,1.0
1981/2/11,3.7,6.6,1.3
1981/2/12,5.0,8.2,1.0
1981/2/13,5.8,8.5,4.5
1981/2/14,8.0,11.2,5.3
1981/2/15,8.0,12.7,4.1
1981/2/16,9.8,13.8,5.8
1981/2/17,2.9,6.0,0.8
1981/2/18,4.2,8.0,-0.8
1981/2/19,5.6,8.8,2.9
1981/2/20,2.7,6.0,0.2
1981/2/21,4.3,7.8,1.2
1981/2/22,3.9,6.8,0.6
1981/2/23,4.6,5.9,3.4
1981/2/24,5.2,9.7,1.7
1981/2/25,0.4,3.8,-2.5
1981/2/26,-4.0,-2.1,-6.1
1981/2/27,-1.7,2.9,-5.9
1981/2/28,0.6,4.4,-3.7
1981/3/1,0.9,2.6,-0.1
1981/3/2,3.3,7.3,0.2
1981/3/3,3.5,7.9,0.7
1981/3/4,6.9,11.2,3.9
1981/3/5,6.3,11.9,1.5
1981/3/6,4.3,7.9,0.9
1981/3/7,5.4,9.8,-0.4
1981/3/8,7.8,11.7,4.4
1981/3/9,6.6,10.6,3.7
1981/3/10,4.4,7.6,2.0
1981/3/11,3.8,7.4,0.8
1981/3/12,8.6,13.2,2.2
1981/3/13,9.2,12.1,8.1
1981/3/14,13.0,17.4,8.9
1981/3/15,8.6,12.8,4.6
1981/3/16,5.5,9.5,2.3
1981/3/17,7.0,13.3,1.7
1981/3/18,9.1,13.3,3.9
1981/3/19,10.7,15.4,6.2
1981/3/20,13.6,18.7,9.7
1981/3/21,9.6,12.3,8.0
1981/3/22,12.3,17.2,8.2
1981/3/23,10.0,13.3,5.8
1981/3/24,7.7,11.1,3.7
1981/3/25,15.3,20.2,8.8
1981/3/26,10.1,14.4,5.9
1981/3/27,7.2,11.9,4.3
1981/3/28,7.0,10.8,4.4
1981/3/29,9.1,12.1,5.7
1981/3/30,8.4,11.7,6.4
1981/3/31,6.4,7.2,4.7
1981/4/1,9.8,15.1,6.3
1981/4/2,8.8,14.6,4.4
1981/4/3,8.8,13.4,2.2
1981/4/4,8.4,10.6,7.4
1981/4/5,9.1,10.5,7.8
1981/4/6,11.9,17.7,8.7
1981/4/7,11.6,17.1,7.0
1981/4/8,12.0,17.2,7.5
1981/4/9,12.6,17.2,10.2
1981/4/10,14.1,20.2,10.3
1981/4/11,15.9,22.7,10.3
1981/4/12,15.1,19.7,12.1
1981/4/13,11.9,16.4,7.3
1981/4/14,11.4,16.0,6.0
1981/4/15,12.3,16.3,8.3
1981/4/16,11.4,15.2,9.2
1981/4/17,12.4,17.6,8.7
1981/4/18,12.7,16.0,7.6
1981/4/19,12.3,15.2,10.1
1981/4/20,10.5,14.6,7.3
1981/4/21,11.4,17.0,6.8
1981/4/22,14.0,19.8,8.1
1981/4/23,15.5,20.5,10.6
1981/4/24,16.7,21.0,11.6
1981/4/25,12.9,17.7,8.5
1981/4/26,13.8,19.3,7.1
1981/4/27,16.8,22.4,11.3
1981/4/28,17.9,24.2,13.0
1981/4/29,15.6,21.5,13.1
1981/4/30,16.3,22.3,13.0
1981/5/1,17.6,23.8,11.8
