ダウンロードした時刻：2019/10/10 16:21:49

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,7.4,11.8,3.8
2012/12/2,7.4,10.2,3.3
2012/12/3,9.5,14.8,4.2
2012/12/4,7.6,11.3,2.6
2012/12/5,5.9,9.6,1.8
2012/12/6,5.3,8.0,2.1
2012/12/7,5.4,11.5,-0.1
2012/12/8,7.3,10.8,4.1
2012/12/9,4.2,5.9,2.5
2012/12/10,3.8,8.0,0.5
2012/12/11,3.5,8.4,0.5
2012/12/12,3.7,10.0,-1.3
2012/12/13,5.7,13.1,-0.5
2012/12/14,8.6,13.2,2.8
2012/12/15,13.0,14.2,11.7
2012/12/16,11.8,15.0,8.3
2012/12/17,11.2,13.7,8.7
2012/12/18,6.5,10.2,3.1
2012/12/19,4.0,8.3,0.4
2012/12/20,4.0,10.7,-1.2
2012/12/21,6.9,11.2,1.5
2012/12/22,10.3,12.7,5.4
2012/12/23,3.7,7.2,0.4
2012/12/24,1.5,4.4,-0.3
2012/12/25,2.8,5.7,0.9
2012/12/26,3.0,8.2,-1.4
2012/12/27,4.7,10.5,-1.1
2012/12/28,8.7,12.7,4.9
2012/12/29,9.9,14.3,6.5
2012/12/30,6.7,9.2,3.3
2012/12/31,2.6,6.4,-0.1
2013/1/1,2.9,5.8,0.0
2013/1/2,5.1,9.7,2.5
2013/1/3,2.1,4.8,0.0
2013/1/4,1.7,6.7,-1.1
2013/1/5,3.0,8.4,-1.6
2013/1/6,3.1,8.4,-1.0
2013/1/7,4.4,9.5,-0.9
2013/1/8,7.3,12.1,4.5
2013/1/9,5.4,8.4,2.6
2013/1/10,3.1,6.8,-0.7
2013/1/11,3.2,9.7,-2.5
2013/1/12,6.2,12.5,1.5
2013/1/13,5.5,8.4,1.9
2013/1/14,8.2,12.4,4.3
2013/1/15,6.7,10.7,2.2
2013/1/16,4.8,9.1,0.2
2013/1/17,4.8,7.5,1.5
2013/1/18,3.0,8.1,-0.1
2013/1/19,4.3,9.6,-0.8
2013/1/20,5.9,11.4,1.1
2013/1/21,7.6,10.2,4.9
2013/1/22,10.4,12.1,8.3
2013/1/23,7.4,9.8,3.8
2013/1/24,7.0,11.4,2.6
2013/1/25,4.9,8.1,3.2
2013/1/26,3.6,5.6,-0.2
2013/1/27,2.2,5.9,-1.2
2013/1/28,3.7,9.6,-1.6
2013/1/29,4.7,11.4,-1.4
2013/1/30,7.2,14.3,1.3
2013/1/31,9.4,16.4,2.9
2013/2/1,10.0,12.2,6.9
2013/2/2,12.1,16.2,6.7
2013/2/3,9.2,15.2,3.1
2013/2/4,12.0,15.9,8.3
2013/2/5,8.6,11.0,6.3
2013/2/6,8.9,12.3,6.0
2013/2/7,5.6,9.7,2.6
2013/2/8,0.7,3.1,-2.0
2013/2/9,3.8,8.8,0.1
2013/2/10,4.4,11.0,-1.3
2013/2/11,4.6,10.7,0.3
2013/2/12,4.4,7.4,0.8
2013/2/13,5.7,10.0,3.0
2013/2/14,6.3,11.0,0.8
2013/2/15,6.8,11.5,3.3
2013/2/16,5.6,10.7,0.7
2013/2/17,5.9,9.2,0.7
2013/2/18,10.5,14.3,7.8
2013/2/19,7.0,10.1,4.6
2013/2/20,5.5,10.4,1.8
2013/2/21,4.3,9.7,0.1
2013/2/22,5.4,12.5,0.7
2013/2/23,6.2,11.9,1.6
2013/2/24,5.7,11.8,-0.2
2013/2/25,7.9,14.5,1.5
2013/2/26,8.9,10.6,7.2
2013/2/27,11.4,16.8,6.2
2013/2/28,11.7,20.2,4.5
2013/3/1,11.2,15.4,7.3
2013/3/2,7.4,10.2,5.2
2013/3/3,6.9,12.7,2.2
2013/3/4,7.0,13.0,1.2
2013/3/5,8.6,15.2,2.3
2013/3/6,9.7,16.4,3.3
2013/3/7,12.7,18.1,5.6
2013/3/8,15.6,20.4,11.2
2013/3/9,16.1,22.2,10.8
2013/3/10,14.8,19.8,7.0
2013/3/11,9.8,16.7,5.4
2013/3/12,13.2,20.2,4.5
2013/3/13,14.9,18.6,9.7
2013/3/14,7.9,10.5,3.4
2013/3/15,8.3,17.1,1.2
2013/3/16,11.1,18.3,4.1
2013/3/17,11.8,16.5,6.6
2013/3/18,16.3,19.5,12.6
2013/3/19,15.1,22.3,8.5
2013/3/20,13.8,17.3,10.5
2013/3/21,10.6,16.0,6.7
2013/3/22,8.5,13.1,4.4
2013/3/23,12.1,16.0,8.6
2013/3/24,13.0,17.9,9.4
2013/3/25,11.6,15.0,7.4
2013/3/26,10.5,15.8,4.3
2013/3/27,12.0,15.3,9.0
2013/3/28,15.5,22.4,10.8
2013/3/29,12.4,16.8,9.9
2013/3/30,13.4,20.4,6.9
2013/3/31,12.8,18.6,8.9
