É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:29

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2013/12/1,7.0,14.9,0.1
2013/12/2,7.7,15.3,1.5
2013/12/3,8.6,15.4,1.3
2013/12/4,8.6,14.1,4.7
2013/12/5,8.5,16.3,2.3
2013/12/6,9.1,16.6,3.2
2013/12/7,8.8,15.0,4.2
2013/12/8,7.5,12.7,2.4
2013/12/9,4.9,10.7,-1.3
2013/12/10,7.4,15.5,2.3
2013/12/11,7.4,12.3,1.5
2013/12/12,5.3,12.8,-0.1
2013/12/13,5.1,12.9,-1.7
2013/12/14,5.4,10.3,0.1
2013/12/15,5.5,11.3,1.1
2013/12/16,6.5,11.1,1.7
2013/12/17,8.0,12.8,3.5
2013/12/18,4.8,7.6,3.1
2013/12/19,5.3,6.9,3.3
2013/12/20,5.0,6.9,1.8
2013/12/21,5.3,11.2,-1.2
2013/12/22,5.9,10.6,3.1
2013/12/23,4.5,8.6,-1.2
2013/12/24,5.1,11.8,1.4
2013/12/25,4.5,10.2,0.1
2013/12/26,4.2,8.1,-0.5
2013/12/27,5.9,9.4,0.8
2013/12/28,3.8,9.0,-0.7
2013/12/29,3.3,9.2,-1.7
2013/12/30,4.3,12.0,-2.1
2013/12/31,5.5,13.6,-0.2
2014/1/1,5.9,15.2,-1.2
2014/1/2,5.6,11.1,-0.2
2014/1/3,3.6,9.1,-1.8
2014/1/4,4.8,12.6,0.1
2014/1/5,4.0,9.1,1.3
2014/1/6,3.2,9.7,-1.0
2014/1/7,2.6,8.0,-3.1
2014/1/8,4.6,11.0,-2.4
2014/1/9,6.0,11.6,0.9
2014/1/10,1.7,6.3,-2.8
2014/1/11,2.7,10.5,-3.2
2014/1/12,3.2,10.9,-4.0
2014/1/13,3.4,7.5,0.2
2014/1/14,2.1,7.9,-1.4
2014/1/15,0.4,5.1,-3.3
2014/1/16,3.4,10.3,-3.8
2014/1/17,3.4,9.7,-2.0
2014/1/18,2.9,9.2,-2.4
2014/1/19,2.6,6.6,0.4
2014/1/20,2.1,7.5,-2.7
2014/1/21,4.8,12.8,-3.0
2014/1/22,4.2,9.6,0.6
2014/1/23,4.1,10.7,-1.1
2014/1/24,3.7,11.0,-1.9
2014/1/25,3.1,8.6,-1.9
2014/1/26,5.2,14.2,0.0
2014/1/27,2.4,8.1,-1.1
2014/1/28,5.6,13.5,-1.9
2014/1/29,7.0,13.3,2.8
2014/1/30,5.3,10.6,1.4
2014/1/31,7.7,14.1,2.3
2014/2/1,5.3,11.8,-1.2
2014/2/2,6.4,13.7,1.7
2014/2/3,7.9,16.4,-0.1
2014/2/4,3.2,9.1,-2.1
2014/2/5,-0.5,3.9,-4.7
2014/2/6,1.0,6.2,-4.2
2014/2/7,2.7,7.7,-1.4
2014/2/8,-0.8,1.2,-1.9
2014/2/9,3.7,8.3,0.4
2014/2/10,3.6,8.5,-0.4
2014/2/11,2.7,6.1,-0.6
2014/2/12,3.4,8.0,0.9
2014/2/13,3.5,9.2,-2.9
2014/2/14,0.6,3.1,-0.3
2014/2/15,2.6,5.2,-0.3
2014/2/16,4.9,7.8,1.8
2014/2/17,3.5,9.6,-2.7
2014/2/18,2.1,6.1,0.0
2014/2/19,2.2,6.7,-0.6
2014/2/20,1.7,6.0,-3.5
2014/2/21,2.6,6.9,-0.5
2014/2/22,2.7,8.0,-1.4
2014/2/23,3.1,9.1,-3.2
2014/2/24,3.7,8.7,-0.2
2014/2/25,5.3,12.9,-2.6
2014/2/26,7.4,13.8,0.1
2014/2/27,6.9,9.6,3.8
2014/2/28,12.1,18.5,5.2
2014/3/1,7.9,10.3,6.5
2014/3/2,5.0,6.5,3.7
2014/3/3,5.6,11.4,2.4
2014/3/4,4.9,10.3,-2.6
2014/3/5,5.4,8.1,3.6
2014/3/6,3.7,7.4,0.5
2014/3/7,3.1,9.1,-0.6
2014/3/8,4.3,11.3,-1.6
2014/3/9,4.9,10.3,1.3
2014/3/10,3.0,8.1,-1.0
2014/3/11,4.5,11.2,-1.7
2014/3/12,9.3,18.7,-0.1
2014/3/13,8.4,12.0,4.1
2014/3/14,8.9,13.5,4.3
2014/3/15,7.2,13.3,2.5
2014/3/16,8.4,16.4,0.8
2014/3/17,10.2,18.0,1.7
2014/3/18,13.2,21.1,4.9
2014/3/19,10.3,14.7,7.5
2014/3/20,7.2,8.3,5.7
2014/3/21,8.1,13.7,4.1
2014/3/22,7.8,14.4,2.8
2014/3/23,9.8,17.4,1.1
2014/3/24,12.2,20.5,3.9
2014/3/25,14.9,23.4,6.1
2014/3/26,14.6,19.2,10.6
2014/3/27,10.7,12.8,6.6
2014/3/28,13.9,23.0,5.5
2014/3/29,15.8,24.7,7.9
2014/3/30,13.7,16.3,11.8
2014/3/31,13.7,19.1,9.7
