ダウンロードした時刻：2019/10/10 16:03:21

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,6.1,8.1,2.3
1985/12/2,6.3,8.9,3.2
1985/12/3,5.5,11.9,-0.1
1985/12/4,6.4,9.8,1.0
1985/12/5,8.3,14.8,4.4
1985/12/6,6.7,11.5,3.4
1985/12/7,8.3,14.9,5.4
1985/12/8,6.6,8.3,4.9
1985/12/9,2.6,5.9,0.3
1985/12/10,2.9,6.0,-0.4
1985/12/11,4.1,6.8,1.5
1985/12/12,3.9,6.3,1.6
1985/12/13,4.7,6.4,3.0
1985/12/14,5.3,8.0,1.7
1985/12/15,0.2,2.3,-1.1
1985/12/16,0.1,3.1,-1.9
1985/12/17,0.3,3.3,-1.1
1985/12/18,1.7,6.4,-2.0
1985/12/19,3.8,6.3,0.1
1985/12/20,3.4,6.1,1.9
1985/12/21,4.2,6.4,1.9
1985/12/22,4.5,6.1,2.4
1985/12/23,5.5,8.1,2.3
1985/12/24,3.5,6.7,0.9
1985/12/25,5.1,9.2,-1.3
1985/12/26,5.2,9.8,1.1
1985/12/27,5.5,10.7,-0.1
1985/12/28,3.5,9.6,-1.5
1985/12/29,4.1,9.6,-2.5
1985/12/30,11.7,18.5,4.4
1985/12/31,6.5,10.0,4.7
1986/1/1,2.6,5.2,0.5
1986/1/2,0.4,2.2,-2.0
1986/1/3,2.7,7.8,-2.1
1986/1/4,2.9,7.4,-1.7
1986/1/5,-2.7,-0.9,-3.9
1986/1/6,0.1,2.2,-2.5
1986/1/7,2.1,5.3,0.3
1986/1/8,1.2,5.1,-1.1
1986/1/9,-0.1,2.0,-2.7
1986/1/10,0.7,3.1,-0.9
1986/1/11,0.5,2.7,-0.4
1986/1/12,0.5,5.2,-2.6
1986/1/13,2.4,6.7,-2.1
1986/1/14,3.6,7.2,1.4
1986/1/15,3.5,9.4,-1.0
1986/1/16,3.9,7.6,2.0
1986/1/17,4.6,10.5,0.7
1986/1/18,4.3,9.5,-0.3
1986/1/19,3.0,9.1,-1.3
1986/1/20,5.0,11.7,-1.0
1986/1/21,3.8,6.1,1.0
1986/1/22,1.4,2.8,0.1
1986/1/23,3.0,4.1,0.9
1986/1/24,2.9,5.4,1.0
1986/1/25,1.6,2.9,-0.1
1986/1/26,0.9,4.4,-1.3
1986/1/27,0.7,2.7,-1.3
1986/1/28,3.3,6.1,0.2
1986/1/29,4.3,10.3,0.3
1986/1/30,4.2,12.7,-1.6
1986/1/31,4.8,9.4,1.3
1986/2/1,1.8,4.6,0.3
1986/2/2,3.7,7.5,0.8
1986/2/3,2.1,5.3,-0.3
1986/2/4,1.2,3.1,-0.8
1986/2/5,2.1,5.2,0.2
1986/2/6,0.1,3.3,-1.9
1986/2/7,0.9,5.7,-2.5
1986/2/8,1.2,4.8,-2.0
1986/2/9,2.1,6.8,0.1
1986/2/10,1.1,5.9,-1.5
1986/2/11,1.1,5.4,-2.0
1986/2/12,1.9,9.4,-2.2
1986/2/13,5.1,11.8,-2.8
1986/2/14,7.6,10.5,5.8
1986/2/15,3.1,7.0,-0.9
1986/2/16,0.0,2.4,-2.5
1986/2/17,0.7,6.2,-4.9
1986/2/18,2.0,3.8,-0.2
1986/2/19,4.8,8.9,2.3
1986/2/20,3.3,7.5,1.2
1986/2/21,2.2,5.1,0.3
1986/2/22,3.8,8.3,0.1
1986/2/23,4.3,8.8,1.1
1986/2/24,0.4,3.3,-1.4
1986/2/25,1.4,6.4,-2.5
1986/2/26,1.6,9.1,-4.0
1986/2/27,-0.3,2.5,-2.1
1986/2/28,2.1,3.9,-2.3
1986/3/1,1.1,3.6,0.0
1986/3/2,0.4,3.8,-1.5
1986/3/3,1.8,7.5,-2.5
1986/3/4,3.2,9.6,-4.4
1986/3/5,6.2,10.1,1.4
1986/3/6,3.9,11.0,-1.1
1986/3/7,5.2,14.1,-1.8
1986/3/8,5.4,14.9,-0.6
1986/3/9,11.1,20.7,-0.4
1986/3/10,10.5,15.3,4.7
1986/3/11,5.1,7.2,1.3
1986/3/12,6.1,14.1,1.2
1986/3/13,7.3,14.2,0.3
1986/3/14,7.5,8.4,6.2
1986/3/15,9.4,12.8,7.0
1986/3/16,6.7,9.2,2.3
1986/3/17,4.9,10.6,-0.4
1986/3/18,4.7,7.8,0.3
1986/3/19,7.8,9.1,6.4
1986/3/20,5.9,9.6,2.7
1986/3/21,5.4,10.6,0.1
1986/3/22,5.3,9.0,1.5
1986/3/23,5.9,7.5,4.6
1986/3/24,6.9,11.1,1.9
1986/3/25,6.1,14.1,-0.5
1986/3/26,7.8,16.7,0.1
1986/3/27,9.1,17.6,1.4
1986/3/28,10.0,11.1,7.8
1986/3/29,10.6,15.4,7.7
1986/3/30,10.1,15.3,5.1
1986/3/31,7.9,13.6,3.3
