É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:38

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2004/12/1,7.8,14.9,2.0
2004/12/2,7.5,16.2,1.2
2004/12/3,5.7,13.8,-0.7
2004/12/4,7.0,11.7,2.3
2004/12/5,14.0,24.9,7.4
2004/12/6,9.8,14.9,3.0
2004/12/7,5.5,12.6,0.1
2004/12/8,7.0,16.2,0.3
2004/12/9,7.4,13.1,1.8
2004/12/10,8.8,16.3,3.0
2004/12/11,9.0,18.0,2.1
2004/12/12,10.2,15.9,5.2
2004/12/13,10.5,18.0,4.9
2004/12/14,8.5,13.2,4.9
2004/12/15,7.4,14.2,2.9
2004/12/16,8.7,18.7,1.9
2004/12/17,6.8,12.5,2.2
2004/12/18,6.6,12.8,1.6
2004/12/19,8.0,13.5,1.5
2004/12/20,9.9,14.0,7.3
2004/12/21,9.3,14.6,4.8
2004/12/22,6.8,12.8,3.3
2004/12/23,5.3,12.3,-0.2
2004/12/24,4.2,9.2,-1.9
2004/12/25,4.6,10.7,0.2
2004/12/26,4.5,11.4,-0.8
2004/12/27,5.1,11.4,-0.1
2004/12/28,3.6,10.1,-2.5
2004/12/29,2.4,3.8,0.6
2004/12/30,3.0,8.6,-1.0
2004/12/31,-1.2,0.7,-4.0
2005/1/1,0.5,7.3,-4.1
2005/1/2,-2.1,4.6,-7.3
2005/1/3,-1.8,4.4,-7.4
2005/1/4,4.0,13.7,-2.9
2005/1/5,2.7,7.8,-2.2
2005/1/6,0.3,4.7,-3.6
2005/1/7,3.3,10.5,-2.5
2005/1/8,4.0,8.9,-0.1
2005/1/9,1.7,9.5,-3.9
2005/1/10,0.3,7.9,-5.7
2005/1/11,1.1,8.3,-4.3
2005/1/12,0.8,7.5,-4.5
2005/1/13,2.1,9.4,-4.9
2005/1/14,2.6,9.1,-4.3
2005/1/15,1.8,4.4,0.3
2005/1/16,2.2,4.8,0.2
2005/1/17,5.2,11.1,0.2
2005/1/18,3.4,10.0,-3.1
2005/1/19,4.7,11.2,0.1
2005/1/20,2.5,9.3,-2.7
2005/1/21,1.9,8.0,-4.0
2005/1/22,2.4,9.5,-3.3
2005/1/23,0.0,2.6,-2.8
2005/1/24,1.5,6.7,-1.6
2005/1/25,5.3,12.9,-1.9
2005/1/26,4.1,10.0,0.1
2005/1/27,2.2,9.4,-3.3
2005/1/28,3.1,11.7,-3.4
2005/1/29,3.6,9.2,-2.8
2005/1/30,6.0,9.8,2.7
2005/1/31,3.5,9.7,-1.3
2005/2/1,1.2,5.0,-2.0
2005/2/2,1.6,6.5,-2.5
2005/2/3,1.3,8.8,-5.6
2005/2/4,4.1,11.7,-3.5
2005/2/5,6.2,11.3,0.7
2005/2/6,4.1,10.7,-0.5
2005/2/7,3.6,8.0,-1.6
2005/2/8,4.7,6.6,1.2
2005/2/9,4.9,13.6,-1.1
2005/2/10,7.2,14.3,3.5
2005/2/11,4.1,10.1,-1.5
2005/2/12,3.2,9.1,-3.1
2005/2/13,3.8,8.7,-2.2
2005/2/14,4.9,11.0,-1.5
2005/2/15,6.0,14.4,-1.6
2005/2/16,4.5,7.3,1.0
2005/2/17,8.0,15.0,4.2
2005/2/18,5.3,10.3,0.4
2005/2/19,2.7,5.1,0.3
2005/2/20,6.0,14.3,2.1
2005/2/21,4.8,9.7,0.9
2005/2/22,3.4,10.6,-3.6
2005/2/23,7.8,15.9,-1.1
2005/2/24,6.4,11.3,1.1
2005/2/25,5.5,11.1,0.8
2005/2/26,4.5,8.8,-0.8
2005/2/27,2.2,8.8,-4.5
2005/2/28,4.5,12.0,-2.1
2005/3/1,4.2,11.4,0.1
2005/3/2,4.5,10.3,-2.2
2005/3/3,5.6,11.3,-0.5
2005/3/4,4.0,7.7,0.4
2005/3/5,4.4,10.7,0.7
2005/3/6,4.1,9.2,0.5
2005/3/7,4.8,13.0,-2.9
2005/3/8,8.2,18.8,-1.1
2005/3/9,11.9,20.7,3.6
2005/3/10,10.7,18.1,3.5
2005/3/11,9.9,11.7,8.1
2005/3/12,8.6,15.5,2.8
2005/3/13,3.3,8.1,-0.5
2005/3/14,2.6,9.5,-3.9
2005/3/15,4.4,11.3,-2.7
2005/3/16,9.9,19.0,1.8
2005/3/17,8.1,11.7,3.7
2005/3/18,10.4,16.7,4.9
2005/3/19,7.9,14.4,3.2
2005/3/20,6.8,13.0,0.1
2005/3/21,11.0,18.9,5.6
2005/3/22,8.7,13.8,3.3
2005/3/23,10.5,14.4,7.1
2005/3/24,9.0,14.6,5.8
2005/3/25,5.3,8.9,0.8
2005/3/26,7.1,14.6,-1.0
2005/3/27,10.4,20.4,0.5
2005/3/28,9.5,10.9,8.7
2005/3/29,12.1,18.8,7.7
2005/3/30,8.8,14.5,2.6
2005/3/31,9.3,17.7,2.2
