É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:05

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1994/12/1,8.4,14.4,2.6
1994/12/2,10.4,15.6,7.5
1994/12/3,10.0,14.5,5.5
1994/12/4,8.0,15.6,3.1
1994/12/5,7.7,14.4,2.0
1994/12/6,7.8,13.6,3.9
1994/12/7,7.4,14.5,0.7
1994/12/8,10.6,16.6,6.5
1994/12/9,10.9,15.5,6.5
1994/12/10,9.0,12.8,3.4
1994/12/11,5.0,8.2,1.6
1994/12/12,10.0,13.5,6.3
1994/12/13,8.9,13.0,5.6
1994/12/14,7.4,13.9,2.4
1994/12/15,6.1,13.3,-0.2
1994/12/16,3.4,7.3,0.4
1994/12/17,3.1,9.1,-0.8
1994/12/18,3.7,10.9,-3.0
1994/12/19,3.3,7.8,0.5
1994/12/20,2.1,7.9,-2.9
1994/12/21,5.3,13.4,-1.8
1994/12/22,4.7,11.5,-1.3
1994/12/23,5.0,12.8,-0.7
1994/12/24,6.3,15.2,-1.5
1994/12/25,8.1,15.1,1.2
1994/12/26,4.5,8.3,-0.7
1994/12/27,9.4,16.6,3.1
1994/12/28,7.3,9.7,5.2
1994/12/29,6.0,10.3,2.9
1994/12/30,3.9,8.1,-0.2
1994/12/31,4.6,9.6,1.0
1995/1/1,4.1,10.2,0.6
1995/1/2,3.5,9.4,-1.2
1995/1/3,2.9,8.7,-2.0
1995/1/4,3.7,5.8,1.1
1995/1/5,5.9,13.5,-0.1
1995/1/6,2.5,8.0,-1.4
1995/1/7,5.0,11.0,-1.3
1995/1/8,7.6,13.8,3.0
1995/1/9,6.3,14.2,-0.2
1995/1/10,6.1,9.5,1.0
1995/1/11,4.2,10.6,-1.4
1995/1/12,4.5,11.7,-0.3
1995/1/13,4.2,10.3,0.0
1995/1/14,1.0,6.3,-3.1
1995/1/15,1.6,7.6,-2.3
1995/1/16,1.9,7.4,-2.3
1995/1/17,2.2,8.4,-1.8
1995/1/18,2.7,8.7,-2.5
1995/1/19,3.1,6.4,-0.2
1995/1/20,3.5,11.7,-3.0
1995/1/21,4.0,11.1,-3.1
1995/1/22,4.5,7.0,1.4
1995/1/23,7.8,13.2,2.1
1995/1/24,6.3,13.1,1.3
1995/1/25,3.7,8.3,0.7
1995/1/26,4.7,10.6,-2.5
1995/1/27,4.3,9.0,0.2
1995/1/28,3.6,9.2,-2.5
1995/1/29,5.3,11.6,-0.8
1995/1/30,2.5,7.2,-1.5
1995/1/31,1.5,7.4,-4.7
1995/2/1,2.9,8.2,-3.5
1995/2/2,5.1,10.3,1.1
1995/2/3,4.3,10.6,-1.2
1995/2/4,3.2,7.7,-1.0
1995/2/5,1.6,3.1,-0.1
1995/2/6,3.4,10.7,-2.3
1995/2/7,2.6,9.9,-2.5
1995/2/8,5.0,13.6,-2.7
1995/2/9,5.9,10.0,0.3
1995/2/10,4.1,7.7,0.6
1995/2/11,3.6,10.2,-3.0
1995/2/12,5.4,11.5,-2.0
1995/2/13,9.0,16.4,3.5
1995/2/14,6.8,9.5,4.0
1995/2/15,5.3,8.5,2.8
1995/2/16,5.7,11.6,2.2
1995/2/17,3.8,9.3,-0.4
1995/2/18,4.7,10.5,0.1
1995/2/19,5.9,12.0,1.7
1995/2/20,5.5,11.8,0.0
1995/2/21,4.7,11.0,-0.7
1995/2/22,5.0,10.9,0.0
1995/2/23,5.4,11.7,-1.5
1995/2/24,6.9,12.8,1.0
1995/2/25,5.3,9.0,1.3
1995/2/26,3.7,6.4,1.2
1995/2/27,6.0,13.9,-0.7
1995/2/28,6.0,11.5,1.1
1995/3/1,6.3,13.6,0.7
1995/3/2,6.4,11.5,3.3
1995/3/3,5.4,10.1,-0.4
1995/3/4,3.0,7.2,0.5
1995/3/5,4.9,10.8,0.4
1995/3/6,5.0,11.7,-1.3
1995/3/7,6.2,13.9,-1.3
1995/3/8,7.7,16.6,0.4
1995/3/9,8.0,13.6,2.8
1995/3/10,3.1,6.4,1.0
1995/3/11,9.1,14.4,4.0
1995/3/12,6.4,13.1,0.3
1995/3/13,6.7,13.9,3.2
1995/3/14,8.2,14.2,2.3
1995/3/15,8.8,13.1,6.4
1995/3/16,7.7,9.9,5.4
1995/3/17,10.7,14.0,7.4
1995/3/18,5.7,11.9,3.5
1995/3/19,6.5,11.7,3.3
1995/3/20,7.9,14.9,1.0
1995/3/21,9.9,17.4,2.3
1995/3/22,12.3,19.7,3.9
1995/3/23,11.0,14.8,8.8
1995/3/24,10.6,12.2,9.4
1995/3/25,6.2,10.5,0.9
1995/3/26,2.7,4.8,0.5
1995/3/27,6.6,11.9,3.7
1995/3/28,7.3,12.9,3.0
1995/3/29,6.7,11.5,0.2
1995/3/30,7.8,10.7,6.6
1995/3/31,15.0,21.6,9.2
