ダウンロードした時刻：2019/10/10 15:44:14

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,11.0,14.3,8.8
1982/12/2,11.6,15.1,8.1
1982/12/3,10.0,13.8,5.9
1982/12/4,10.7,16.3,5.2
1982/12/5,12.4,19.1,5.5
1982/12/6,1.2,5.7,0.0
1982/12/7,4.3,8.2,-0.3
1982/12/8,5.4,8.8,3.3
1982/12/9,6.2,9.9,1.9
1982/12/10,9.0,13.8,5.6
1982/12/11,12.6,21.0,5.0
1982/12/12,6.9,10.3,1.8
1982/12/13,3.1,5.2,1.5
1982/12/14,6.3,11.0,1.1
1982/12/15,6.1,8.8,4.1
1982/12/16,7.9,10.0,5.8
1982/12/17,6.8,10.2,4.6
1982/12/18,2.2,6.5,0.3
1982/12/19,3.7,7.9,0.1
1982/12/20,8.3,12.3,5.8
1982/12/21,8.4,13.0,5.2
1982/12/22,9.6,13.5,5.1
1982/12/23,7.3,12.4,5.1
1982/12/24,8.8,12.0,5.9
1982/12/25,5.5,8.1,2.5
1982/12/26,5.0,7.3,2.5
1982/12/27,5.5,9.4,3.8
1982/12/28,5.7,10.0,3.1
1982/12/29,7.6,12.4,1.9
1982/12/30,5.6,9.5,1.9
1982/12/31,3.0,4.8,0.9
1983/1/1,2.4,5.1,0.4
1983/1/2,2.7,6.7,-0.2
1983/1/3,2.3,6.0,1.0
1983/1/4,3.6,9.0,-0.3
1983/1/5,7.7,10.3,2.8
1983/1/6,7.2,9.1,5.0
1983/1/7,8.3,15.4,1.9
1983/1/8,8.2,15.8,1.4
1983/1/9,1.9,4.8,0.3
1983/1/10,0.7,3.0,-1.1
1983/1/11,1.9,4.1,-0.9
1983/1/12,3.2,4.9,1.0
1983/1/13,2.2,5.2,0.1
1983/1/14,2.5,4.6,0.2
1983/1/15,2.5,4.5,0.9
1983/1/16,4.8,7.8,0.0
1983/1/17,5.8,9.1,3.6
1983/1/18,4.2,5.8,3.3
1983/1/19,2.7,6.9,1.1
1983/1/20,-0.5,2.8,-1.6
1983/1/21,-0.5,2.0,-3.2
1983/1/22,-1.0,0.9,-2.8
1983/1/23,1.1,4.4,-2.2
1983/1/24,3.1,5.4,1.6
1983/1/25,4.8,8.3,1.6
1983/1/26,4.7,8.3,1.0
1983/1/27,3.9,8.9,0.3
1983/1/28,7.0,11.7,1.0
1983/1/29,9.3,12.7,5.2
1983/1/30,4.0,9.8,0.3
1983/1/31,1.8,5.8,-1.1
1983/2/1,3.4,10.8,-2.9
1983/2/2,4.5,5.2,3.5
1983/2/3,2.3,4.8,0.6
1983/2/4,2.6,6.4,0.1
1983/2/5,4.5,10.3,-1.6
1983/2/6,5.4,7.4,3.6
1983/2/7,1.1,4.7,0.0
1983/2/8,1.3,4.2,-0.7
1983/2/9,2.3,4.8,0.2
1983/2/10,1.1,3.2,-0.8
1983/2/11,1.2,3.7,-1.2
1983/2/12,-0.4,2.5,-2.9
1983/2/13,-0.9,0.5,-2.7
1983/2/14,-0.6,3.0,-3.2
1983/2/15,3.7,7.9,-3.1
1983/2/16,4.3,8.2,0.3
1983/2/17,4.3,6.7,2.7
1983/2/18,1.7,6.2,-1.1
1983/2/19,0.3,2.4,-2.0
1983/2/20,0.5,2.2,-1.5
1983/2/21,0.3,3.2,-1.8
1983/2/22,1.8,5.4,-1.0
1983/2/23,5.1,8.1,0.3
1983/2/24,4.0,8.1,1.1
1983/2/25,3.0,5.3,0.6
1983/2/26,1.8,4.4,0.1
1983/2/27,2.7,5.7,-0.1
1983/2/28,4.9,10.1,0.9
1983/3/1,6.0,11.5,0.7
1983/3/2,11.5,20.5,4.4
1983/3/3,6.2,11.4,3.7
1983/3/4,3.6,5.9,1.1
1983/3/5,3.0,5.8,0.8
1983/3/6,2.7,7.7,0.3
1983/3/7,2.2,5.0,-0.7
1983/3/8,1.8,5.8,-1.4
1983/3/9,4.3,9.4,-0.7
1983/3/10,4.5,7.1,3.1
1983/3/11,6.8,12.1,3.5
1983/3/12,8.4,14.1,1.6
1983/3/13,5.7,8.0,2.1
1983/3/14,1.8,3.6,0.1
1983/3/15,4.4,9.4,-0.3
1983/3/16,6.7,11.6,1.9
1983/3/17,5.9,11.9,3.6
1983/3/18,2.7,5.0,0.7
1983/3/19,4.2,8.8,-0.5
1983/3/20,8.8,15.3,0.2
1983/3/21,9.6,14.2,6.7
1983/3/22,10.3,16.6,5.7
1983/3/23,9.6,14.7,6.0
1983/3/24,8.0,9.4,5.8
1983/3/25,7.2,10.5,4.7
1983/3/26,7.3,11.2,4.0
1983/3/27,8.0,12.4,5.9
1983/3/28,8.2,13.0,3.7
1983/3/29,8.6,11.8,5.9
1983/3/30,9.7,13.8,7.0
1983/3/31,10.7,17.4,4.1
