É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:32

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2015/12/1,10.1,17.0,3.5
2015/12/2,9.4,11.7,6.1
2015/12/3,12.1,19.1,8.0
2015/12/4,9.4,14.9,3.4
2015/12/5,9.3,17.0,2.5
2015/12/6,9.1,13.3,5.2
2015/12/7,7.3,12.5,3.0
2015/12/8,6.2,12.1,1.3
2015/12/9,5.6,12.5,-0.2
2015/12/10,7.5,11.3,2.4
2015/12/11,12.0,19.2,7.0
2015/12/12,11.8,15.7,8.2
2015/12/13,9.6,11.2,8.2
2015/12/14,11.3,14.4,9.6
2015/12/15,11.1,14.8,7.9
2015/12/16,10.9,15.9,5.7
2015/12/17,9.1,13.6,4.4
2015/12/18,6.8,11.8,2.8
2015/12/19,6.0,11.1,1.3
2015/12/20,5.7,11.1,-0.7
2015/12/21,7.1,11.6,1.9
2015/12/22,9.7,14.7,3.3
2015/12/23,5.8,8.3,2.1
2015/12/24,10.5,16.6,5.5
2015/12/25,9.7,14.8,5.6
2015/12/26,6.2,11.2,1.2
2015/12/27,6.5,9.8,2.1
2015/12/28,4.4,10.7,-0.4
2015/12/29,4.9,11.1,-0.3
2015/12/30,5.4,12.0,-0.4
2015/12/31,5.4,10.9,1.1
2016/1/1,6.5,11.5,1.6
2016/1/2,4.8,12.1,0.0
2016/1/3,7.3,16.7,-0.4
2016/1/4,8.3,15.6,0.8
2016/1/5,10.4,16.4,5.5
2016/1/6,6.9,9.9,3.9
2016/1/7,6.5,13.0,1.5
2016/1/8,4.4,10.7,-0.9
2016/1/9,5.8,12.5,-0.7
2016/1/10,6.6,14.2,0.1
2016/1/11,6.5,11.6,2.2
2016/1/12,2.8,5.0,-2.1
2016/1/13,1.6,8.4,-4.4
2016/1/14,4.8,12.5,-1.3
2016/1/15,4.4,10.5,-0.5
2016/1/16,6.3,12.5,0.0
2016/1/17,4.6,8.2,-1.4
2016/1/18,2.3,7.6,0.2
2016/1/19,3.5,7.0,-2.5
2016/1/20,0.8,6.5,-5.7
2016/1/21,3.3,7.7,-1.3
2016/1/22,4.1,9.2,0.5
2016/1/23,2.9,7.4,-0.1
2016/1/24,1.9,6.9,-2.4
2016/1/25,2.1,8.2,-2.9
2016/1/26,2.5,9.7,-3.4
2016/1/27,5.7,14.1,-2.7
2016/1/28,7.0,14.7,-1.0
2016/1/29,4.4,6.3,0.6
2016/1/30,3.0,5.6,0.7
2016/1/31,5.6,11.8,-0.2
2016/2/1,4.5,7.9,0.7
2016/2/2,4.9,10.5,1.5
2016/2/3,4.3,10.1,-0.7
2016/2/4,3.9,10.1,-1.4
2016/2/5,6.3,13.6,-0.3
2016/2/6,5.9,11.3,0.4
2016/2/7,3.9,8.6,0.4
2016/2/8,3.1,7.5,-0.8
2016/2/9,4.3,12.3,-1.5
2016/2/10,4.3,9.5,0.7
2016/2/11,5.1,11.0,0.1
2016/2/12,5.1,11.6,-1.7
2016/2/13,10.7,17.1,3.5
2016/2/14,14.3,22.0,8.6
2016/2/15,6.8,13.1,0.8
2016/2/16,4.1,10.3,-0.7
2016/2/17,4.0,11.4,-1.3
2016/2/18,4.0,10.7,-2.8
2016/2/19,8.6,17.8,-0.5
2016/2/20,7.1,9.7,5.8
2016/2/21,9.1,14.7,5.1
2016/2/22,6.6,10.9,3.7
2016/2/23,6.9,11.3,4.5
2016/2/24,5.7,8.6,0.3
2016/2/25,2.8,9.1,-1.4
2016/2/26,4.6,11.5,-1.2
2016/2/27,6.5,13.3,1.4
2016/2/28,7.8,15.3,1.8
2016/2/29,7.7,13.6,3.7
2016/3/1,3.7,8.3,0.6
2016/3/2,5.5,13.0,-2.4
2016/3/3,8.5,18.1,-1.5
2016/3/4,9.0,16.1,2.0
2016/3/5,9.3,13.9,4.5
2016/3/6,12.2,16.2,7.9
2016/3/7,12.0,12.9,10.7
2016/3/8,16.0,21.7,11.5
2016/3/9,8.5,14.3,3.5
2016/3/10,6.5,10.2,3.8
2016/3/11,4.2,6.1,2.5
2016/3/12,5.3,7.6,3.0
2016/3/13,6.1,8.2,3.2
2016/3/14,5.4,6.5,4.1
2016/3/15,7.1,12.6,3.0
2016/3/16,6.8,12.4,0.2
2016/3/17,12.6,22.0,2.7
2016/3/18,13.1,19.7,5.1
2016/3/19,14.5,19.5,11.3
2016/3/20,12.9,17.9,9.1
2016/3/21,9.8,16.3,5.2
2016/3/22,9.9,17.7,1.5
2016/3/23,10.4,17.5,5.4
2016/3/24,6.4,11.3,4.0
2016/3/25,7.1,12.7,1.1
2016/3/26,8.6,15.3,3.1
2016/3/27,10.3,15.5,6.1
2016/3/28,11.8,17.6,8.5
2016/3/29,12.3,18.9,6.4
2016/3/30,13.6,19.6,7.4
2016/3/31,15.0,21.5,9.6
