ダウンロードした時刻：2019/10/10 16:10:46

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,9.8,13.5,6.5
1984/12/2,8.4,12.0,5.4
1984/12/3,8.9,14.0,4.9
1984/12/4,9.6,14.4,4.4
1984/12/5,13.2,18.1,7.5
1984/12/6,9.0,12.8,4.0
1984/12/7,7.1,11.8,3.3
1984/12/8,7.2,12.4,2.7
1984/12/9,10.3,15.5,3.8
1984/12/10,15.2,18.8,8.8
1984/12/11,15.4,16.8,14.0
1984/12/12,14.4,17.6,11.7
1984/12/13,11.5,15.2,8.3
1984/12/14,11.3,13.0,9.0
1984/12/15,6.0,9.8,4.0
1984/12/16,6.1,7.6,3.9
1984/12/17,9.2,13.6,5.8
1984/12/18,7.4,9.9,3.2
1984/12/19,5.0,8.7,2.3
1984/12/20,5.9,10.0,2.1
1984/12/21,7.3,10.7,4.2
1984/12/22,4.0,6.8,0.5
1984/12/23,2.3,5.8,-0.5
1984/12/24,1.6,4.9,-1.0
1984/12/25,1.3,5.7,-2.0
1984/12/26,3.3,6.8,0.8
1984/12/27,4.2,7.6,1.8
1984/12/28,3.4,6.3,0.2
1984/12/29,1.1,4.8,-1.2
1984/12/30,1.8,5.5,-1.9
1984/12/31,4.4,8.3,1.5
1985/1/1,5.4,10.1,2.4
1985/1/2,5.5,9.5,1.6
1985/1/3,4.8,6.9,2.9
1985/1/4,4.3,6.5,1.4
1985/1/5,2.5,6.2,-0.9
1985/1/6,3.8,7.3,0.6
1985/1/7,3.2,7.4,0.5
1985/1/8,3.3,7.0,-0.4
1985/1/9,4.7,9.0,0.6
1985/1/10,5.5,10.1,3.3
1985/1/11,5.0,8.3,2.1
1985/1/12,5.3,8.9,1.3
1985/1/13,2.1,5.2,-0.9
1985/1/14,-1.5,2.1,-3.6
1985/1/15,1.1,4.2,-3.8
1985/1/16,5.2,8.4,1.2
1985/1/17,2.2,6.7,-0.3
1985/1/18,2.1,4.4,-1.0
1985/1/19,4.0,8.2,-1.1
1985/1/20,6.4,10.3,3.6
1985/1/21,2.9,7.2,0.2
1985/1/22,4.3,7.9,-0.3
1985/1/23,6.5,10.7,2.6
1985/1/24,4.1,7.4,1.1
1985/1/25,2.2,4.9,-0.1
1985/1/26,3.2,6.5,0.3
1985/1/27,4.9,9.2,-0.3
1985/1/28,5.5,8.9,1.5
1985/1/29,1.4,5.3,-1.5
1985/1/30,-0.6,3.0,-2.7
1985/1/31,2.2,5.6,-2.0
1985/2/1,6.4,8.8,3.6
1985/2/2,7.8,11.2,5.1
1985/2/3,8.1,12.0,3.4
1985/2/4,7.3,11.4,3.3
1985/2/5,7.3,9.1,5.7
1985/2/6,7.7,9.2,5.8
1985/2/7,8.7,13.7,5.2
1985/2/8,8.1,10.9,4.6
1985/2/9,12.2,15.6,9.6
1985/2/10,7.7,11.7,3.1
1985/2/11,5.8,9.9,1.8
1985/2/12,6.6,9.8,2.3
1985/2/13,6.4,10.5,3.0
1985/2/14,2.0,5.9,-0.3
1985/2/15,3.6,7.1,-0.9
1985/2/16,4.5,5.2,3.5
1985/2/17,4.6,8.8,2.6
1985/2/18,6.1,9.0,2.6
1985/2/19,6.4,8.6,5.0
1985/2/20,7.1,9.0,6.0
1985/2/21,2.5,6.2,-1.4
1985/2/22,0.5,3.2,-2.0
1985/2/23,2.1,5.9,-0.5
1985/2/24,1.5,5.8,-1.8
1985/2/25,3.2,6.5,-1.1
1985/2/26,4.4,6.8,1.7
1985/2/27,6.1,9.6,2.2
1985/2/28,8.4,10.5,5.1
1985/3/1,9.3,12.9,7.1
1985/3/2,7.6,9.6,4.8
1985/3/3,6.2,9.3,1.9
1985/3/4,4.8,9.0,0.2
1985/3/5,7.3,10.5,4.5
1985/3/6,6.8,11.2,2.1
1985/3/7,9.0,13.0,4.6
1985/3/8,13.5,15.6,9.2
1985/3/9,9.3,15.4,5.8
1985/3/10,6.6,10.8,3.4
1985/3/11,6.2,9.9,4.7
1985/3/12,6.3,10.4,3.7
1985/3/13,6.6,10.1,2.5
1985/3/14,7.1,10.0,5.5
1985/3/15,6.3,10.3,3.7
1985/3/16,9.2,15.3,1.9
1985/3/17,10.8,12.8,8.7
1985/3/18,11.4,14.7,9.5
1985/3/19,7.8,9.9,6.2
1985/3/20,9.9,13.9,5.1
1985/3/21,9.2,13.0,6.2
1985/3/22,8.7,14.4,5.3
1985/3/23,8.6,13.9,4.3
1985/3/24,10.3,16.4,4.0
1985/3/25,12.9,15.8,8.6
1985/3/26,13.7,16.2,9.0
1985/3/27,12.6,16.1,9.6
1985/3/28,11.9,16.0,9.0
1985/3/29,11.9,16.4,8.6
1985/3/30,8.2,11.7,6.0
1985/3/31,6.0,10.9,2.8
