ダウンロードした時刻：2019/10/10 15:57:36

,浜松,浜松,浜松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,12.3,16.0,9.5
1982/12/2,10.8,15.1,7.6
1982/12/3,11.6,16.7,6.7
1982/12/4,11.1,16.0,6.9
1982/12/5,12.5,17.6,7.0
1982/12/6,7.6,11.8,3.9
1982/12/7,7.0,11.9,3.7
1982/12/8,7.6,11.8,5.1
1982/12/9,7.5,11.4,4.1
1982/12/10,9.9,16.7,5.2
1982/12/11,13.2,17.7,7.9
1982/12/12,10.5,14.8,5.1
1982/12/13,6.9,10.6,4.3
1982/12/14,6.9,11.9,3.3
1982/12/15,7.4,12.0,2.6
1982/12/16,8.7,12.8,5.3
1982/12/17,7.4,9.0,6.2
1982/12/18,5.9,9.7,3.7
1982/12/19,6.0,11.3,2.3
1982/12/20,6.5,11.2,0.6
1982/12/21,8.0,13.3,2.8
1982/12/22,8.4,9.6,7.5
1982/12/23,9.3,12.7,6.7
1982/12/24,9.2,13.0,5.9
1982/12/25,9.7,13.8,6.3
1982/12/26,7.2,8.6,5.8
1982/12/27,7.2,10.7,4.8
1982/12/28,7.3,12.5,3.7
1982/12/29,7.8,12.4,2.9
1982/12/30,8.3,13.1,4.7
1982/12/31,6.2,9.5,3.6
1983/1/1,5.8,10.5,2.2
1983/1/2,5.4,10.2,2.0
1983/1/3,6.0,11.7,1.3
1983/1/4,6.0,11.9,1.1
1983/1/5,8.4,12.4,3.2
1983/1/6,9.6,11.6,8.3
1983/1/7,9.2,11.5,7.6
1983/1/8,9.4,11.4,6.9
1983/1/9,5.6,9.2,3.8
1983/1/10,2.5,5.1,0.1
1983/1/11,2.8,6.3,-0.1
1983/1/12,5.3,8.9,0.9
1983/1/13,5.7,9.2,2.8
1983/1/14,4.4,7.8,1.4
1983/1/15,5.2,9.8,2.5
1983/1/16,6.3,10.4,1.8
1983/1/17,7.7,12.0,4.4
1983/1/18,6.5,8.4,4.6
1983/1/19,6.6,11.7,2.6
1983/1/20,3.0,6.3,0.8
1983/1/21,3.0,6.8,-0.4
1983/1/22,1.0,4.6,-1.4
1983/1/23,1.9,7.0,-2.2
1983/1/24,4.7,8.7,0.5
1983/1/25,6.4,12.2,1.5
1983/1/26,8.0,12.8,4.1
1983/1/27,6.9,12.5,2.2
1983/1/28,9.0,13.9,4.5
1983/1/29,10.0,14.9,4.9
1983/1/30,9.8,15.0,5.9
1983/1/31,6.1,11.1,3.0
1983/2/1,8.0,13.6,1.3
1983/2/2,8.6,10.0,7.5
1983/2/3,7.3,11.8,2.8
1983/2/4,5.7,11.5,1.5
1983/2/5,6.4,11.3,1.4
1983/2/6,7.7,12.1,3.1
1983/2/7,6.0,9.4,2.9
1983/2/8,4.6,9.4,0.9
1983/2/9,4.4,8.9,0.7
1983/2/10,3.6,7.0,0.9
1983/2/11,3.0,7.1,-0.6
1983/2/12,3.4,8.3,0.8
1983/2/13,1.6,5.5,-0.5
1983/2/14,2.5,7.7,-1.5
1983/2/15,6.5,12.3,0.0
1983/2/16,8.5,13.4,3.8
1983/2/17,7.9,9.5,6.0
1983/2/18,6.2,10.5,1.6
1983/2/19,3.0,6.8,-0.2
1983/2/20,3.5,7.7,0.9
1983/2/21,2.9,7.8,-1.2
1983/2/22,4.8,9.9,0.2
1983/2/23,7.0,12.4,1.7
1983/2/24,6.3,8.9,4.4
1983/2/25,6.3,11.0,2.9
1983/2/26,4.3,9.6,1.1
1983/2/27,5.4,10.4,1.5
1983/2/28,7.7,14.3,2.8
1983/3/1,8.8,15.2,1.7
1983/3/2,10.4,13.7,7.4
1983/3/3,11.7,15.6,7.2
1983/3/4,7.2,9.6,4.4
1983/3/5,5.4,9.6,2.4
1983/3/6,5.2,10.8,1.1
1983/3/7,4.6,9.0,0.8
1983/3/8,4.7,10.0,0.3
1983/3/9,6.1,12.2,-0.1
1983/3/10,7.4,9.5,3.6
1983/3/11,10.9,17.2,6.4
1983/3/12,10.5,14.5,7.2
1983/3/13,10.9,16.4,6.9
1983/3/14,5.9,9.8,2.9
1983/3/15,7.0,11.4,1.8
1983/3/16,9.0,13.0,4.4
1983/3/17,8.6,13.5,5.8
1983/3/18,5.3,9.5,2.8
1983/3/19,7.7,14.8,2.5
1983/3/20,10.1,16.5,2.9
1983/3/21,10.5,14.0,8.8
1983/3/22,11.8,17.7,7.2
1983/3/23,12.5,15.5,9.9
1983/3/24,13.7,18.5,10.2
1983/3/25,7.8,10.8,5.8
1983/3/26,9.9,14.3,3.8
1983/3/27,9.8,12.7,7.8
1983/3/28,11.3,15.0,8.7
1983/3/29,9.5,12.0,7.0
1983/3/30,10.6,14.9,7.0
1983/3/31,13.0,18.0,9.3
