ダウンロードした時刻：2017/07/24 15:40:27

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,1.7,9.0,-4.0
1985/1/2,2.0,9.0,-4.5
1985/1/3,2.2,6.2,-0.8
1985/1/4,1.7,8.5,-1.9
1985/1/5,-0.8,4.1,-5.8
1985/1/6,-1.2,4.8,-7.1
1985/1/7,-0.7,6.3,-7.1
1985/1/8,-0.3,7.2,-7.3
1985/1/9,1.6,8.8,-5.0
1985/1/10,3.7,10.8,-1.5
1985/1/11,4.8,10.5,-1.0
1985/1/12,2.7,5.6,1.2
1985/1/13,3.1,9.6,-3.3
1985/1/14,-0.2,5.8,-5.6
1985/1/15,-1.7,5.2,-9.2
1985/1/16,1.7,11.4,-6.1
1985/1/17,-0.9,4.1,-4.8
1985/1/18,-2.1,4.6,-9.6
1985/1/19,0.3,5.5,-4.7
1985/1/20,5.4,12.5,-0.4
1985/1/21,2.9,8.6,-1.9
1985/1/22,1.3,8.8,-5.9
1985/1/23,4.0,12.1,-2.4
1985/1/24,1.5,4.8,-0.9
1985/1/25,-0.5,5.0,-4.8
1985/1/26,-1.9,5.5,-8.2
1985/1/27,-0.6,4.2,-8.6
1985/1/28,4.2,11.6,-0.9
1985/1/29,-1.0,2.3,-7.5
1985/1/30,-3.8,2.7,-10.2
1985/1/31,-1.8,6.6,-10.6
1985/2/1,3.2,11.9,-7.2
1985/2/2,3.5,11.1,-1.9
1985/2/3,3.6,10.0,0.4
1985/2/4,3.9,11.1,-2.2
1985/2/5,3.7,7.2,0.6
1985/2/6,6.8,10.5,3.2
1985/2/7,8.7,14.6,5.2
1985/2/8,5.5,6.6,4.6
1985/2/9,9.0,13.9,3.5
1985/2/10,8.5,15.1,3.6
1985/2/11,5.6,10.8,1.8
1985/2/12,4.2,9.3,-2.6
1985/2/13,4.1,12.1,-0.5
1985/2/14,1.7,5.9,-1.4
1985/2/15,3.1,8.0,-1.2
1985/2/16,4.3,7.6,0.5
1985/2/17,5.2,10.4,1.5
1985/2/18,4.0,10.7,-3.5
1985/2/19,4.1,5.9,1.2
1985/2/20,7.5,9.2,3.7
1985/2/21,3.2,9.0,-1.1
1985/2/22,2.6,7.0,-2.1
1985/2/23,3.5,10.0,-1.1
1985/2/24,2.8,8.1,-1.5
1985/2/25,2.5,9.2,-2.7
1985/2/26,2.9,9.1,-2.0
1985/2/27,3.8,8.9,-0.4
1985/2/28,2.9,4.7,0.5
1985/3/1,4.7,8.4,2.3
1985/3/2,5.4,7.7,1.6
1985/3/3,6.6,13.0,1.8
1985/3/4,4.2,8.7,-0.7
1985/3/5,4.5,7.6,2.1
1985/3/6,3.8,6.6,1.9
1985/3/7,4.4,8.9,1.9
1985/3/8,6.4,10.2,1.4
1985/3/9,8.6,15.6,5.0
1985/3/10,5.4,8.7,3.6
1985/3/11,0.8,4.0,0.3
1985/3/12,3.5,7.6,-0.6
1985/3/13,4.6,9.5,-1.0
1985/3/14,3.6,6.3,2.1
1985/3/15,3.3,7.0,0.3
1985/3/16,2.9,7.7,-1.6
1985/3/17,5.5,8.1,0.5
1985/3/18,8.5,12.7,4.2
1985/3/19,5.4,7.8,3.4
1985/3/20,5.9,10.0,3.3
1985/3/21,6.3,8.5,3.9
1985/3/22,5.8,10.9,0.2
1985/3/23,4.9,6.2,3.8
1985/3/24,4.8,8.9,0.7
1985/3/25,8.3,13.9,-0.9
1985/3/26,13.2,18.4,7.7
1985/3/27,5.2,7.7,3.8
1985/3/28,7.1,11.3,3.3
1985/3/29,8.6,10.6,6.6
1985/3/30,7.7,12.8,5.1
1985/3/31,4.5,8.9,1.8
1985/4/1,5.7,13.6,-0.6
1985/4/2,8.5,14.2,-1.3
1985/4/3,13.6,19.8,5.2
1985/4/4,14.0,16.6,10.9
1985/4/5,12.8,17.7,10.2
1985/4/6,12.0,18.1,6.7
1985/4/7,10.8,14.6,7.5
1985/4/8,11.9,14.3,9.8
1985/4/9,9.5,13.4,7.3
1985/4/10,9.9,16.9,7.2
1985/4/11,12.3,18.1,7.7
1985/4/12,7.9,10.6,5.6
1985/4/13,9.9,12.8,6.5
1985/4/14,7.4,9.9,5.3
1985/4/15,8.9,13.2,4.9
1985/4/16,10.5,13.4,8.3
1985/4/17,10.6,15.2,6.7
1985/4/18,8.7,12.0,6.9
1985/4/19,10.7,15.1,4.6
1985/4/20,11.5,17.3,7.3
1985/4/21,11.6,18.8,5.0
1985/4/22,13.4,18.5,7.3
1985/4/23,14.6,17.3,13.1
1985/4/24,12.8,18.3,9.0
1985/4/25,12.8,20.1,4.3
1985/4/26,16.7,25.1,7.5
1985/4/27,13.8,18.1,9.9
1985/4/28,11.7,16.1,7.7
1985/4/29,11.5,17.0,5.4
1985/4/30,13.2,20.3,6.7
1985/5/1,15.2,22.7,7.3
