ダウンロードした時刻：2017/07/24 15:39:21

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,0.9,3.1,0.2
1990/1/2,1.7,5.5,0.2
1990/1/3,0.9,1.9,0.2
1990/1/4,1.8,4.4,0.5
1990/1/5,2.6,6.8,-1.2
1990/1/6,4.1,7.7,1.1
1990/1/7,2.2,4.4,0.5
1990/1/8,2.1,7.2,-2.3
1990/1/9,3.1,11.0,-3.8
1990/1/10,8.0,15.8,2.4
1990/1/11,5.0,6.8,3.3
1990/1/12,5.5,11.0,0.7
1990/1/13,0.8,4.7,-0.3
1990/1/14,1.0,4.1,-2.5
1990/1/15,0.5,1.6,-0.1
1990/1/16,-0.1,2.2,-1.3
1990/1/17,0.1,1.6,-2.0
1990/1/18,6.1,12.3,-0.3
1990/1/19,3.4,6.5,1.7
1990/1/20,-1.5,6.5,-5.9
1990/1/21,0.9,7.2,-6.2
1990/1/22,2.3,7.1,-2.5
1990/1/23,-2.4,0.5,-6.8
1990/1/24,-0.9,1.2,-6.9
1990/1/25,-2.1,0.2,-3.6
1990/1/26,-2.3,-1.4,-2.8
1990/1/27,-1.2,0.2,-3.0
1990/1/28,-0.9,1.0,-4.7
1990/1/29,0.5,8.3,-6.9
1990/1/30,1.1,6.6,-0.5
1990/1/31,0.5,1.9,-0.6
1990/2/1,0.8,3.1,-0.1
1990/2/2,1.2,5.3,-1.2
1990/2/3,2.5,8.5,-3.1
1990/2/4,3.1,6.1,1.5
1990/2/5,2.8,7.7,1.1
1990/2/6,3.3,8.3,-2.0
1990/2/7,5.2,9.9,1.3
1990/2/8,3.0,5.4,-0.1
1990/2/9,1.4,5.3,-1.0
1990/2/10,4.9,10.0,-2.2
1990/2/11,9.6,13.0,7.1
1990/2/12,4.2,9.9,0.9
1990/2/13,2.6,6.7,0.5
1990/2/14,2.4,5.6,-1.0
1990/2/15,3.5,5.9,1.3
1990/2/16,3.5,5.5,2.4
1990/2/17,4.4,6.9,2.8
1990/2/18,5.9,11.5,2.6
1990/2/19,10.5,13.2,2.7
1990/2/20,9.9,16.5,4.5
1990/2/21,7.5,9.8,4.3
1990/2/22,7.3,13.6,0.9
1990/2/23,8.8,13.1,4.4
1990/2/24,8.5,10.7,7.3
1990/2/25,6.8,8.8,5.6
1990/2/26,6.6,9.0,5.2
1990/2/27,3.9,5.9,1.9
1990/2/28,3.8,9.0,-0.3
1990/3/1,5.4,13.3,-1.5
1990/3/2,6.5,9.1,4.4
1990/3/3,8.3,12.5,5.5
1990/3/4,6.4,10.6,3.7
1990/3/5,4.5,9.8,1.3
1990/3/6,5.0,10.9,2.0
1990/3/7,4.5,13.5,1.4
1990/3/8,2.7,5.6,0.2
1990/3/9,6.2,11.6,2.0
1990/3/10,9.2,15.7,1.0
1990/3/11,10.8,16.4,4.3
1990/3/12,7.9,15.8,0.9
1990/3/13,4.1,6.5,0.9
1990/3/14,5.4,11.3,-0.7
1990/3/15,7.4,12.1,4.9
1990/3/16,6.9,11.3,2.8
1990/3/17,4.1,6.6,0.4
1990/3/18,4.9,9.3,0.0
1990/3/19,7.5,12.0,4.1
1990/3/20,7.4,15.6,2.7
1990/3/21,5.2,12.3,0.4
1990/3/22,6.2,12.4,-0.8
1990/3/23,10.1,19.0,1.8
1990/3/24,9.4,14.7,6.1
1990/3/25,5.0,8.0,2.1
1990/3/26,4.9,8.7,2.2
1990/3/27,7.6,14.9,1.7
1990/3/28,10.2,15.1,3.8
1990/3/29,9.1,12.9,6.2
1990/3/30,9.9,15.9,4.0
1990/3/31,13.0,19.7,5.9
1990/4/1,11.3,15.6,7.6
1990/4/2,10.4,17.8,5.8
1990/4/3,13.9,23.2,4.3
1990/4/4,11.8,18.1,5.8
1990/4/5,4.7,7.7,1.6
1990/4/6,7.2,14.4,0.4
1990/4/7,14.0,19.5,6.3
1990/4/8,12.2,17.7,7.1
1990/4/9,13.5,18.5,8.2
1990/4/10,12.6,23.0,4.1
1990/4/11,13.7,21.1,6.1
1990/4/12,17.9,26.1,9.4
1990/4/13,16.8,19.7,13.3
1990/4/14,12.5,16.6,10.2
1990/4/15,10.7,14.7,8.1
1990/4/16,9.9,14.3,7.1
1990/4/17,8.8,12.9,6.5
1990/4/18,7.6,12.5,5.4
1990/4/19,8.4,13.3,4.5
1990/4/20,11.3,17.7,1.8
1990/4/21,12.5,18.3,8.8
1990/4/22,13.6,20.2,6.3
1990/4/23,12.1,14.7,9.9
1990/4/24,7.8,12.2,4.0
1990/4/25,10.3,16.8,1.8
1990/4/26,17.0,24.3,4.8
1990/4/27,15.3,20.3,10.1
1990/4/28,18.6,26.2,12.7
1990/4/29,10.7,14.8,4.7
1990/4/30,10.9,17.1,2.8
1990/5/1,9.8,12.7,7.8
